Выборы Президента Российской Федерации																																																																	
Дата голосования: 04.03.2012																																																																	
																																																																	
Наименование Избирательной комиссии:    Арзамасская																																																																	
																																																																	
Сводная таблица итогов голосования																																																																	
																																																																	
	Число участковых избирательных комиссий	54																																																															
	Число участковых избирательных комиссий, приступивших к передаче сведений	54																																																															
																																																																	
		Сумма	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №81	УИК №82	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99									
1	Число избирателей, включенных в список избирателей	34424	1127	144	130	378	534	691	154	1808	2090	388	1032	441	1127	220	518	165	714	1418	1667	988	1155	466	351	423	112	137	1893	646	1121	262	295	1200	710	85	576	530	536	291	339	228	276	344	447	229	116	410	121	664	1096	605	892	415	1395	324									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	32690	1100	130	120	350	500	650	150	1700	2100	350	1000	400	1100	200	450	150	700	1400	1600	900	1100	450	350	400	100	130	1900	600	1100	250	300	1100	700	70	550	450	500	250	300	230	250	300	400	200	110	400	100	600	1000	550	800	400	1400	300									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	20433	886	102	60	216	245	417	68	1330	1392	208	521	238	635	117	330	76	431	1047	861	541	852	283	209	197	65	48	1161	390	785	160	139	646	355	48	350	250	196	195	124	168	158	155	227	144	77	207	63	440	552	431	505	245	847	40									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	4574	45	12	34	48	150	127	57	128	31	108	210	84	146	53	45	41	48	77	123	98	69	107	83	135	34	53	119	71	110	23	95	124	128	15	73	149	234	10	120	40	32	50	96	22	25	69	24	97	74	44	114	47	192	231									
6	Число погашенных избирательных бюллетеней	7683	169	16	26	86	105	106	25	242	677	34	269	78	319	30	75	33	221	276	616	261	179	60	58	68	1	29	620	139	205	67	66	330	217	7	127	51	70	45	56	22	60	95	77	34	8	124	13	63	374	75	181	108	361	29									
7	Число избирательных бюллетеней в переносных ящиках для голосования	4574	45	12	34	48	150	127	57	128	31	108	210	84	146	53	45	41	48	77	123	98	69	107	83	135	34	53	119	71	110	23	95	124	128	15	73	149	234	10	120	40	32	50	96	22	25	69	24	97	74	44	114	47	192	231									
8	Число бюллетеней в стационарных ящиках для голосования	20423	886	102	60	216	245	417	68	1330	1392	208	521	238	635	117	330	76	431	1047	859	541	852	283	209	197	65	48	1161	390	785	160	139	645	355	48	350	250	196	195	124	168	158	155	227	144	77	207	63	440	552	431	505	245	840	40									
9	Число недействительных избирательных бюллетеней	246	8	0	0	1	4	1	0	16	11	3	5	3	3	1	21	0	1	10	17	4	11	7	1	5	0	0	24	4	11	6	1	6	0	0	2	2	0	0	1	1	2	2	2	1	1	1	0	8	2	14	9	0	9	4									
10	Число действительных избирательных бюллетеней	24751	923	114	94	263	391	543	125	1442	1412	313	726	319	778	169	354	117	478	1114	965	635	910	383	291	327	99	101	1256	457	884	177	233	763	483	63	421	397	430	205	243	207	188	203	321	165	101	275	87	529	624	461	610	292	1023	267									
11	Число полученных открепительных  удостоверений	788	35	1	1	9	7	10	1	20	75	9	18	5	15	3	15	4	30	55	40	40	40	10	15	7	2	2	35	15	25	5	9	27	25	2	15	2	2	1	3	10	3	6	12	3	1	3	1	10	20	17	20	14	25	8									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	636	25	1	0	5	6	5	0	18	72	4	18	3	15	1	10	2	14	49	39	11	37	8	14	4	0	1	35	8	18	5	6	27	23	2	14	1	2	1	3	3	3	6	11	3	0	3	1	9	15	17	19	10	23	6									
13	Число избирателей, проголосовавших по открепительным удостоверениям	757	18	2	7	5	23	9	3	31	23	20	12	5	20	9	35	13	25	23	30	17	23	3	7	14	0	3	23	13	20	6	3	49	6	13	35	3	1	2	1	15	4	2	4	10	2	6	6	14	11	21	79	9	13	6									
