Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Усолье-Сибирская городская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369					
1	"Число избирателей, внесенных в списки избирателей"	68265	1936	1654	2009	1403	688	1294	2815	160	2722	2370	2439	1883	1681	2454	2406	2419	1992	174	1854	1679	1644	1777	1914	1850	1728	2249	1893	1992	1716	1714	1741	1662	1713	1764	1608	1745	1780	1743					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	62858	1800	1600	1800	1300	600	1150	2600	158	2500	2200	2200	1700	1550	2200	2200	2200	1850	200	1700	1600	1500	1600	1800	1750	1600	2050	1800	1800	1600	1600	1650	1500	1600	1600	1500	1600	1600	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	32811	893	786	1068	685	278	463	1155	139	1338	1155	1038	667	725	1057	1230	1143	1038	66	971	828	739	941	910	1029	904	1080	968	966	878	879	894	734	844	850	883	799	907	883					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	904	34	21	18	18	6	45	25	15	60	24	37	36	19	49	18	19	31	83	16	18	16	13	33	15	27	31	12	23	12	10	15	12	11	11	14	25	15	17					
6	Число погашенных избирательных бюллетеней	29143	873	793	714	597	316	642	1420	4	1102	1021	1125	997	806	1094	952	1038	781	51	713	754	745	646	857	706	669	939	820	811	710	711	741	754	745	739	603	776	678	700					
7	Число избирательных бюллетеней в переносных ящиках для голосования	904	34	21	18	18	6	45	25	15	60	24	37	36	19	49	18	19	31	83	16	18	16	13	33	15	27	31	12	23	12	10	15	12	11	11	14	25	15	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	32802	893	786	1068	685	278	463	1155	139	1338	1154	1038	667	723	1057	1230	1143	1038	66	971	828	739	941	910	1029	903	1079	968	966	878	878	894	734	843	850	883	799	907	881					
9	Число недействительных избирательных бюллетеней	331	17	11	6	0	5	5	9	3	8	10	11	6	4	16	25	17	14	0	6	18	6	9	7	9	11	13	14	2	11	16	8	3	10	2	6	2	6	5					
10	Число действительных избирательных бюллетеней	33375	910	796	1080	703	279	503	1171	151	1390	1168	1064	697	738	1090	1223	1145	1055	149	981	828	749	945	936	1035	919	1097	966	987	879	872	901	743	844	859	891	822	916	893					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	992	29	25	29	21	11	19	37	0	38	34	34	25	22	34	34	34	29	0	27	25	25	27	28	27	25	43	30	20	26	26	26	26	26	26	26	26	26	26					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	616	15	9	21	17	7	4	20	0	18	16	28	16	19	19	34	29	16	0	15	18	6	12	12	19	14	35	19	8	16	10	15	11	26	16	22	16	14	24					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	366	5	4	12	9	14	10	10	20	13	15	14	13	8	9	16	14	7	12	14	7	4	9	9	11	5	14	5	1	5	9	11	4	7	3	15	10	16	2					
14	Число погашенных неиспользованных открепительных удостоверений	376	14	16	8	4	4	15	17	0	20	18	6	9	3	15	0	5	13	0	12	7	19	15	16	8	11	8	11	12	10	16	11	15	0	10	4	10	12	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	1.Политическая партия «Аграрная партия России»	974	20	23	38	23	8	8	40	4	40	34	32	15	29	31	54	24	36	2	26	26	11	34	19	30	30	33	27	27	28	23	31	19	33	30	26	14	24	22					
		2.89%	2.16%	2.85%	3.50%	3.27%	2.82%	1.57%	3.39%	2.60%	2.86%	2.89%	2.98%	2.13%	3.91%	2.80%	4.33%	2.07%	3.37%	1.34%	2.63%	3.07%	1.46%	3.56%	2.01%	2.87%	3.23%	2.97%	2.76%	2.73%	3.15%	2.59%	3.41%	2.55%	3.86%	3.48%	2.90%	1.70%	2.60%	2.45%					
19	2.Всероссийская политическая партия «Гражданская Сила»	289	7	4	7	18	0	2	17	0	16	6	5	6	6	7	15	6	5	0	4	11	3	10	8	9	8	12	5	7	14	11	6	6	5	8	12	1	7	15					
