Выборы Президента Российской Федерации																																																															
																																																															
Наименование Избирательной комиссии:    Тимашевская																																																															
																																																															
Итоги голосования 																																																															
																																																															
		Сумма	УИК №5001	УИК №5002	УИК №5003	УИК №5004	УИК №5005	УИК №5006	УИК №5007	УИК №5008	УИК №5009	УИК №5010	УИК №5011	УИК №5012	УИК №5013	УИК №5014	УИК №5015	УИК №5016	УИК №5017	УИК №5018	УИК №5019	УИК №5020	УИК №5021	УИК №5022	УИК №5023	УИК №5024	УИК №5025	УИК №5026	УИК №5027	УИК №5028	УИК №5029	УИК №5030	УИК №5031	УИК №5032	УИК №5033	УИК №5034	УИК №5035	УИК №5036	УИК №5037	УИК №5038	УИК №5039	УИК №5040	УИК №5041	УИК №5042	УИК №5043	УИК №5044	УИК №5045	УИК №5046	УИК №5047	УИК №5048	УИК №5049	УИК №5050	УИК №5051	УИК №5052	УИК №5053	УИК №5054	УИК №5055	УИК №5056					
1	"Число избирателей, внесенных в список"	83652	1201	1923	1521	1588	1848	839	1427	1990	1347	1474	1184	2478	627	2359	1832	2260	1832	743	1201	1196	2133	1438	1093	1195	1963	2570	506	2011	2412	2110	1379	2085	2051	287	431	1743	1958	2087	369	2057	1023	609	2012	1137	2004	404	1586	2387	1561	1450	566	2423	1296	331	1226	889					
2	Число полученных избирательных бюллетеней	81055	1200	1850	1450	1500	1850	900	1350	1900	1200	1400	1100	2400	530	2300	1700	2200	1700	700	1150	1150	2100	1400	1000	1150	1900	2550	500	2000	2500	2150	1350	2100	2000	280	420	1700	1900	2000	350	2000	1000	570	2000	1100	2000	370	1500	2300	1500	1450	550	2100	1300	335	1200	900					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	44473	789	885	771	749	774	456	791	918	704	691	620	1365	267	1112	934	1090	886	347	668	753	1132	714	547	663	983	1168	233	956	1397	1125	699	1113	1122	153	242	955	1053	1084	169	1214	575	368	1160	649	1075	189	878	1563	1019	1017	320	1349	552	241	740	486					
5	"Число избирательных бюллетеней, выданных вне помещения"	4684	77	94	73	165	113	24	13	129	219	99	38	109	26	66	77	59	21	48	41	41	39	90	59	28	40	83	108	144	158	123	48	83	51	33	51	188	120	281	96	86	193	45	70	45	43	67	22	129	124	29	79	169	37	33	123	35					
6	Число погашенных избирательных бюллетеней	31898	334	871	606	586	963	420	546	853	277	610	442	926	237	1122	689	1051	793	305	441	356	929	596	394	459	877	1299	159	900	945	902	603	904	827	94	127	557	727	635	85	700	232	157	770	406	882	114	600	608	357	404	151	582	711	61	337	379					
7	Число избирательных бюллетеней в переносных ящиках	4683	77	94	73	165	113	24	13	129	218	99	38	109	26	66	77	59	21	48	41	41	39	90	59	28	40	83	108	144	158	123	48	83	51	33	51	188	120	281	96	86	193	45	70	45	43	67	22	129	124	29	79	169	37	33	123	35					
8	Число бюллетеней в стационарных ящиках для голосования	44430	789	885	771	749	774	456	791	918	704	691	619	1365	267	1112	934	1090	886	347	668	753	1132	714	547	663	983	1127	233	956	1397	1125	699	1113	1122	153	242	955	1053	1084	169	1214	575	368	1160	649	1075	189	878	1563	1019	1017	320	1349	552	241	739	486					
9	Число недействительных избирательных бюллетеней	295	4	2	8	7	6	1	3	9	6	1	1	3	5	5	8	7	13	4	1	6	0	5	2	5	11	19	1	6	0	7	4	3	7	5	2	7	10	11	0	11	1	3	16	5	14	1	8	0	0	2	6	8	2	5	8	0					
10	Число действительных избирательных бюллетеней	48818	862	977	836	907	881	479	801	1038	916	789	656	1471	288	1173	1003	1142	894	391	708	788	1171	799	604	686	1012	1191	340	1094	1555	1241	743	1193	1166	181	291	1136	1163	1354	265	1289	767	410	1214	689	1104	255	892	1692	1143	1044	393	1510	587	269	854	521					
11	Число полученных открепительных  удостоверений	989	15	20	20	20	20	15	20	20	15	20	15	25	10	20	15	25	20	15	15	15	20	20	15	15	20	25	10	25	25	25	15	25	25	10	10	20	20	20	10	20	15	10	25	15	25	10	20	25	15	15	10	20	15	9	15	10					
12	Число выданных открепительных удостоверений	236	9	13	2	1	5	4	4	9	4	1	2	24	3	9	1	2	2	4	5	3	8	0	4	3	11	5	0	1	4	2	3	2	2	0	2	0	11	11	8	6	3	0	1	0	5	0	4	8	6	2	1	2	2	0	8	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	224	3	5	13	0	3	7	6	10	6	4	0	21	5	10	3	2	0	1	5	3	7	1	3	9	5	7	1	3	0	5	0	6	4	0	0	2	2	12	2	7	0	0	5	0	6	2	1	2	4	1	0	8	1	0	6	5					
14	Число неиспользованных открепительных удостоверений	753	6	7	18	19	15	11	16	11	11	19	13	1	7	11	14	23	18	11	10	12	12	20	11	12	9	20	10	24	21	23	12	23	23	10	8	20	9	9	2	14	12	10	24	15	20	10	16	17	9	13	9	18	13	9	7	6					
15	"Число открепительных удостоверений, выданных в ТИК"	11	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																															
18	. Глазьев Сергей Юрьевич	2321	29	71	37	56	37	36	65	42	47	34	51	109	16	46	40	44	55	15	43	57	54	22	35	25	80	59	20	72	89	62	32	50	35	4	10	34	45	50	6	46	20	17	67	19	45	7	66	83	33	36	11	73	27	5	25	27					
		4.73%	3.35%	7.25%	4.38%	6.13%	4.17%	7.50%	8.08%	4.01%	5.10%	4.30%	7.76%	7.39%	5.46%	3.90%	3.96%	3.83%	6.06%	3.80%	6.06%	7.18%	4.61%	2.74%	5.78%	3.62%	7.82%	4.88%	5.87%	6.55%	5.72%	4.97%	4.28%	4.18%	2.98%	2.15%	3.41%	2.97%	3.84%	3.66%	2.26%	3.54%	2.60%	4.12%	5.45%	2.74%	4.03%	2.73%	7.33%	4.91%	2.89%	3.44%	2.76%	4.81%	4.58%	1.82%	2.90%	5.18%					
19	. Малышкин Олег Александрович	989	22	18	20	24	20	10	19	14	18	14	8	23	7	26	16	27	17	8	12	14	26	26	12	18	16	23	4	14	25	15	11	19	19	3	6	25	20	44	6	24	20	13	17	15	29	7	14	45	18	31	24	35	8	0	9	11					
		2.01%	2.54%	1.84%	2.37%	2.63%	2.25%	2.08%	2.36%	1.34%	1.95%	1.77%	1.22%	1.56%	2.39%	2.21%	1.58%	2.35%	1.87%	2.03%	1.69%	1.76%	2.22%	3.23%	1.98%	2.60%	1.56%	1.90%	1.17%	1.27%	1.61%	1.20%	1.47%	1.59%	1.62%	1.61%	2.05%	2.19%	1.71%	3.22%	2.26%	1.85%	2.60%	3.15%	1.38%	2.16%	2.59%	2.73%	1.56%	2.66%	1.57%	2.96%	6.02%	2.31%	1.36%	0.00%	1.04%	2.11%					
20	. Миронов Сергей Михайлович	282	3	4	6	6	3	2	3	5	7	8	3	10	1	8	8	4	5	2	1	1	1	8	2	3	5	12	6	3	27	6	1	7	4	0	4	5	5	9	1	8	3	4	5	7	6	1	3	11	7	8	1	11	1	2	2	3					
		0.57%	0.35%	0.41%	0.71%	0.66%	0.34%	0.42%	0.37%	0.48%	0.76%	1.01%	0.46%	0.68%	0.34%	0.68%	0.79%	0.35%	0.55%	0.51%	0.14%	0.13%	0.09%	1.00%	0.33%	0.43%	0.49%	0.99%	1.76%	0.27%	1.74%	0.48%	0.13%	0.59%	0.34%	0.00%	1.37%	0.44%	0.43%	0.66%	0.38%	0.62%	0.39%	0.97%	0.41%	1.01%	0.54%	0.39%	0.33%	0.65%	0.61%	0.76%	0.25%	0.72%	0.17%	0.73%	0.23%	0.58%					
21	. Путин Владимир Владимирович	33981	692	675	584	624	610	329	506	726	642	534	448	1056	200	835	691	790	592	287	501	517	817	554	397	502	706	812	224	786	1053	872	528	845	824	158	205	798	845	803	226	1029	620	301	823	506	733	183	565	1112	766	555	232	1073	411	225	697	356					
