Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Опочецкая																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383					
1	"Число избирателей, внесенных в список избирателей"	16349	715	1617	1686	1279	1534	1251	714	695	597	600	218	368	915	517	263	207	161	170	265	275	380	300	248	370	439	243	322					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16420	700	1600	1650	1250	1550	1200	650	680	600	570	230	350	900	530	280	230	160	190	280	290	370	330	280	420	490	260	380					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6635	315	804	681	507	650	446	321	274	223	389	64	135	334	137	97	87	78	89	76	113	194	106	85	142	117	90	81					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1835	19	26	39	23	41	15	36	12	13	39	61	51	128	191	67	49	40	5	89	92	104	100	111	104	169	75	136					
6	Число погашенных избирательных бюллетеней	7950	366	770	930	720	859	739	293	394	364	142	105	164	438	202	116	94	42	96	115	85	72	124	84	174	204	95	163					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1835	19	26	39	23	41	15	36	12	13	39	61	51	128	191	67	49	40	5	89	92	104	100	111	104	169	75	136					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6629	315	803	681	507	647	446	320	274	223	389	64	135	334	137	97	87	77	89	76	113	194	106	85	142	117	90	81					
9	Число недействительных избирательных бюллетеней	104	4	4	8	12	3	8	8	6	2	23	1	2	7	1	2	2	1	0	0	3	0	2	0	0	0	3	2					
10	Число действительных избирательных бюллетеней	8360	330	825	712	518	685	453	348	280	234	405	124	184	455	327	162	134	116	94	165	202	298	204	196	246	286	162	215					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	300	15	25	20	15	25	25	15	10	10	5	5	5	15	10	5	10	10	5	5	10	5	5	10	10	10	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	120	4	24	12	5	15	6	1	1	10	0	0	1	6	10	1	1	3	1	0	1	0	0	1	0	10	0	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	78	1	7	9	2	4	5	5	3	1	3	0	2	3	2	2	1	3	1	2	5	3	0	4	3	2	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	180	11	1	8	10	10	19	14	9	0	5	5	4	9	0	4	9	7	4	5	9	5	5	9	10	0	5	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1575	81	191	149	80	162	84	59	65	47	53	28	40	67	64	45	26	18	12	33	45	42	35	27	38	30	24	30					
		18.61%	24.25%	23.04%	20.69%	15.09%	23.55%	18.22%	16.57%	22.73%	19.92%	12.38%	22.40%	21.51%	14.50%	19.51%	27.44%	19.12%	15.38%	12.77%	20.00%	21.95%	14.09%	16.99%	13.78%	15.45%	10.49%	14.55%	13.82%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1057	51	66	96	82	77	72	51	39	28	36	17	28	80	39	16	22	4	15	18	14	18	38	18	21	37	38	36					
		12.49%	15.27%	7.96%	13.33%	15.47%	11.19%	15.62%	14.33%	13.64%	11.86%	8.41%	13.60%	15.05%	17.32%	11.89%	9.76%	16.18%	3.42%	15.96%	10.91%	6.83%	6.04%	18.45%	9.18%	8.54%	12.94%	23.03%	16.59%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	57	1	8	6	3	1	5	0	4	0	2	0	1	4	2	0	1	0	2	0	3	4	1	3	1	3	0	2					
		0.67%	0.30%	0.97%	0.83%	0.57%	0.15%	1.08%	0.00%	1.40%	0.00%	0.47%	0.00%	0.54%	0.87%	0.61%	0.00%	0.74%	0.00%	2.13%	0.00%	1.46%	1.34%	0.49%	1.53%	0.41%	1.05%	0.00%	0.92%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2115	97	269	183	143	205	134	118	92	78	56	28	38	116	68	31	24	33	22	28	32	42	38	51	47	72	31	39					
		24.99%	29.04%	32.45%	25.42%	26.98%	29.80%	29.07%	33.15%	32.17%	33.05%	13.08%	22.40%	20.43%	25.11%	20.73%	18.90%	17.65%	28.21%	23.40%	16.97%	15.61%	14.09%	18.45%	26.02%	19.11%	25.17%	18.79%	17.97%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	285	15	57	36	17	27	13	11	8	5	7	2	3	14	7	5	4	3	0	10	4	4	4	8	9	6	1	5					
		3.37%	4.49%	6.88%	5.00%	3.21%	3.92%	2.82%	3.09%	2.80%	2.12%	1.64%	1.60%	1.61%	3.03%	2.13%	3.05%	2.94%	2.56%	0.00%	6.06%	1.95%	1.34%	1.94%	4.08%	3.66%	2.10%	0.61%	2.30%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3239	84	230	236	192	213	143	107	71	76	248	49	73	172	146	64	57	57	43	74	104	187	88	87	130	137	68	103					
		38.27%	25.15%	27.74%	32.78%	36.23%	30.96%	31.02%	30.06%	24.83%	32.20%	57.94%	39.20%	39.25%	37.23%	44.51%	39.02%	41.91%	48.72%	45.74%	44.85%	50.73%	62.75%	42.72%	44.39%	52.85%	47.90%	41.21%	47.47%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	32	1	4	6	1	0	2	2	1	0	3	0	1	2	1	1	0	1	0	2	0	1	0	2	0	1	0	0					
		0.38%	0.30%	0.48%	0.83%	0.19%	0.00%	0.43%	0.56%	0.35%	0.00%	0.70%	0.00%	0.54%	0.43%	0.30%	0.61%	0.00%	0.85%	0.00%	1.21%	0.00%	0.34%	0.00%	1.02%	0.00%	0.35%	0.00%	0.00%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
