Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Опочецкая																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390					
1	"Число избирателей, внесенных в списки избирателей"	16912	1697	1714	1281	1493	1280	519	458	912	638	666	276	195	177	233	440	256	377	469	277	250	366	155	213	141	233	270	538	340	1048					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16300	1700	1650	1200	1450	1250	500	450	850	500	600	250	200	200	200	450	300	350	450	250	250	350	150	200	150	250	250	550	350	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9263	1069	967	715	886	723	307	338	534	357	407	129	123	104	84	238	142	168	179	113	128	165	60	73	65	128	111	207	176	567					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2328	44	56	35	53	28	25	64	45	66	22	71	2	46	92	169	100	111	151	116	76	131	69	94	49	64	87	251	64	147					
6	Число погашенных избирательных бюллетеней	4709	587	627	450	511	499	168	48	271	77	171	50	75	50	24	43	58	71	120	21	46	54	21	33	36	58	52	92	110	286					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2328	44	56	35	53	28	25	64	45	66	22	71	2	46	92	169	100	111	151	116	76	131	69	94	49	64	87	251	64	147					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9261	1069	967	715	884	723	307	338	534	357	407	129	123	104	84	238	142	168	179	113	128	165	60	73	65	128	111	207	176	567					
9	Число недействительных избирательных бюллетеней	77	6	9	2	3	7	0	11	5	3	1	0	1	0	5	5	4	1	1	1	0	1	2	1	0	3	0	4	0	1					
10	Число действительных избирательных бюллетеней	11512	1107	1014	748	934	744	332	391	574	420	428	200	124	150	171	402	238	278	329	228	204	295	127	166	114	189	198	454	240	713					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	330	30	30	20	30	15	15	15	25	20	10	5	5	10	5	5	5	5	7	5	5	10	5	5	5	10	5	8	5	10					
