Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																					
Дата голосования: 04.12.2011																					
																					
Наименование Избирательной комиссии:    Троицкая городская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №2958	УИК №2959	УИК №2960	УИК №2961	УИК №2962	УИК №2963	УИК №2964	УИК №2965	УИК №2966	УИК №2967	УИК №2968	УИК №2969	УИК №2970	УИК №2971					
1	"Число избирателей, внесенных в список избирателей"	32148	2677	2611	2473	2174	2014	2221	2520	2176	1951	2161	2232	2125	2361	2452					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22700	1850	1850	1750	1550	1400	1600	1750	1550	1400	1550	1550	1500	1650	1750					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16530	1107	1153	1173	1097	1027	1108	1280	1195	1029	1176	1278	1244	1313	1350					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	264	41	14	14	10	25	9	8	15	20	16	23	13	46	10					
6	Число погашенных избирательных бюллетеней	5904	702	683	563	443	348	483	462	340	351	358	249	243	289	390					
7	Число избирательных бюллетеней в переносных ящиках для голосования	264	41	14	14	10	25	9	8	15	20	16	23	13	46	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16473	1107	1139	1159	1097	1023	1104	1278	1187	1027	1173	1276	1244	1311	1348					
9	Число недействительных избирательных бюллетеней	538	49	13	51	34	48	47	30	38	50	26	56	33	27	36					
10	Число действительных избирательных бюллетеней	16199	1099	1140	1122	1073	1000	1066	1256	1164	997	1163	1243	1224	1330	1322					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	560	40	40	40	40	40	40	40	40	40	40	40	40	40	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	232	16	30	21	14	8	8	18	19	11	12	16	19	20	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	261	21	25	8	11	29	7	44	18	13	16	26	18	14	11					
14	Число погашенных неиспользованных открепительных удостоверений	328	24	10	19	26	32	32	22	21	29	28	24	21	20	20					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	2	0	0	0	0	1	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2756	162	173	154	202	174	182	214	214	170	209	193	229	230	250					
		16.47%	14.11%	15.00%	13.13%	18.25%	16.60%	16.35%	16.64%	17.80%	16.24%	17.58%	14.86%	18.22%	16.95%	18.41%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2234	170	197	175	134	148	150	164	165	134	131	188	165	154	159					
		13.35%	14.81%	17.09%	14.92%	12.10%	14.12%	13.48%	12.75%	13.73%	12.80%	11.02%	14.47%	13.13%	11.35%	11.71%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	249	19	9	17	13	11	22	20	14	19	25	20	19	27	14					
		1.49%	1.66%	0.78%	1.45%	1.17%	1.05%	1.98%	1.56%	1.16%	1.81%	2.10%	1.54%	1.51%	1.99%	1.03%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4634	322	277	308	302	278	351	363	314	295	385	353	343	382	361					
		27.69%	28.05%	24.02%	26.26%	27.28%	26.53%	31.54%	28.23%	26.12%	28.18%	32.38%	27.17%	27.29%	28.15%	26.58%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2142	115	152	133	158	96	124	197	167	113	155	170	138	191	233					
		12.80%	10.02%	13.18%	11.34%	14.27%	9.16%	11.14%	15.32%	13.89%	10.79%	13.04%	13.09%	10.98%	14.08%	17.16%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3855	290	306	317	249	279	218	267	255	248	245	290	304	321	266					
		23.03%	25.26%	26.54%	27.02%	22.49%	26.62%	19.59%	20.76%	21.21%	23.69%	20.61%	22.32%	24.18%	23.66%	19.59%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	329	21	26	18	15	14	19	31	35	18	13	29	26	25	39					
		1.97%	1.83%	2.25%	1.53%	1.36%	1.34%	1.71%	2.41%	2.91%	1.72%	1.09%	2.23%	2.07%	1.84%	2.87%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
