Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																			
Дата голосования: 02.12.2007																			
																			
Наименование Избирательной комиссии:    Троицкая городская																			
																			
Сводная таблица результатов выборов																			
																			
		Сумма	УИК №2922	УИК №2923	УИК №2924	УИК №2925	УИК №2926	УИК №2927	УИК №2928	УИК №2929	УИК №2930	УИК №2931	УИК №2932	УИК №2933					
1	"Число избирателей, внесенных в списки избирателей"	29691	2822	2380	2251	2794	2822	2248	1995	2268	2570	2506	2417	2618					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22155	2100	1800	1690	2100	2090	1660	1510	1700	1915	1830	1780	1980					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	17373	1433	1400	1344	1397	1617	1328	1217	1399	1591	1512	1498	1637					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	300	35	10	25	26	12	21	33	20	11	50	42	15					
6	Число погашенных избирательных бюллетеней	4482	632	390	321	677	461	311	260	281	313	268	240	328					
7	Число избирательных бюллетеней в переносных ящиках для голосования	300	35	10	25	26	12	21	33	20	11	50	42	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17320	1433	1397	1339	1383	1617	1327	1214	1392	1583	1505	1493	1637					
9	Число недействительных избирательных бюллетеней	299	25	27	17	21	21	30	17	21	20	25	38	37					
10	Число действительных избирательных бюллетеней	17321	1443	1380	1347	1388	1608	1318	1230	1391	1574	1530	1497	1615					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	600	50	50	50	50	50	50	50	50	50	50	50	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	309	14	35	31	19	28	20	22	24	20	32	29	35					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	230	12	10	28	6	37	30	8	23	12	24	26	14					
14	Число погашенных неиспользованных открепительных удостоверений	291	36	15	19	31	22	30	28	26	30	18	21	15					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	1	1	0	0	0	0	1	1	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
																			
18	1.Политическая партия «Аграрная партия России»	466	37	36	47	41	43	36	39	38	47	44	24	34					
		2.64%	2.52%	2.56%	3.45%	2.91%	2.64%	2.67%	3.13%	2.69%	2.95%	2.83%	1.56%	2.06%					
19	2.Всероссийская политическая партия «Гражданская Сила»	478	33	49	31	24	50	45	34	30	41	40	51	50					
		2.71%	2.25%	3.48%	2.27%	1.70%	3.07%	3.34%	2.73%	2.12%	2.57%	2.57%	3.32%	3.03%					
20	3.Политическая партия «Демократическая партия России»	33	3	2	5	5	5	1	1	2	3	1	1	4					
		0.19%	0.20%	0.14%	0.37%	0.35%	0.31%	0.07%	0.08%	0.14%	0.19%	0.06%	0.07%	0.24%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2988	197	224	215	220	316	221	257	276	268	293	244	257					
		16.96%	13.42%	15.92%	15.76%	15.61%	19.40%	16.39%	20.61%	19.55%	16.81%	18.84%	15.90%	15.56%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	635	28	52	36	32	66	59	42	55	88	42	56	79					
		3.60%	1.91%	3.70%	2.64%	2.27%	4.05%	4.38%	3.37%	3.90%	5.52%	2.70%	3.65%	4.78%					
23	6.Политическая партия «Партия социальной справедливости»	58	5	4	1	5	5	8	7	5	3	6	6	3					
		0.33%	0.34%	0.28%	0.07%	0.35%	0.31%	0.59%	0.56%	0.35%	0.19%	0.39%	0.39%	0.18%					
24	7.Политическая партия «Либерально-демократическая партия России»	1300	138	122	103	118	100	99	90	85	121	101	94	129					
		7.38%	9.40%	8.67%	7.55%	8.37%	6.14%	7.34%	7.22%	6.02%	7.59%	6.50%	6.12%	7.81%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1382	103	105	117	112	128	102	107	116	130	125	125	112					
		7.84%	7.02%	7.46%	8.58%	7.95%	7.86%	7.57%	8.58%	8.22%	8.16%	8.04%	8.14%	6.78%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	223	14	24	26	8	14	17	11	23	15	18	25	28					
		1.27%	0.95%	1.71%	1.91%	0.57%	0.86%	1.26%	0.88%	1.63%	0.94%	1.16%	1.63%	1.69%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8779	838	689	722	782	783	622	575	680	754	773	764	797					
		49.82%	57.08%	48.97%	52.93%	55.50%	48.07%	46.14%	46.11%	48.16%	47.30%	49.71%	49.77%	48.24%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	979	47	73	44	41	98	108	67	81	104	87	107	122					
		5.56%	3.20%	5.19%	3.23%	2.91%	6.02%	8.01%	5.37%	5.74%	6.52%	5.59%	6.97%	7.38%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
