Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Асбестовская городская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134					
1	"Число избирателей, внесенных в списки"	62750	1693	2889	2788	2655	2674	2315	2814	2849	2810	2725	1499	2752	2784	2678	2101	1779	2475	2252	2738	2873	2814	2381	2722	2526	2164					
2	"Число бюллетеней, полученных участковыми комиссиями"	60985	1647	2427	2709	2573	2601	2250	2741	2773	2711	2628	1457	2679	2698	2595	2031	1720	2410	2398	2654	2657	2753	2327	2618	2833	2095					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	28100	800	1797	1069	1158	1141	893	1144	1103	1247	1133	679	1311	1370	1264	781	904	1188	1119	1217	1456	1212	1010	1252	1143	709					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	900	21	17	29	19	26	20	24	38	38	32	18	16	26	18	43	28	33	39	35	58	68	19	26	162	47					
6	Число погашенных бюллетеней	31985	826	613	1611	1396	1434	1337	1573	1632	1426	1463	760	1352	1302	1313	1207	788	1189	1240	1402	1143	1473	1298	1340	1528	1339					
7	Число бюллетеней в переносных ящиках для голосования	900	21	17	29	19	26	20	24	38	38	32	18	16	26	18	43	28	33	39	35	58	68	19	26	162	47					
8	Число бюллетеней в стационарных ящиках для голосования	28094	800	1797	1069	1156	1141	893	1144	1103	1244	1133	678	1311	1370	1264	781	904	1188	1119	1217	1456	1212	1010	1252	1143	709					
9	Число недействительных бюллетеней	426	25	27	28	11	11	16	12	8	10	19	10	12	22	6	13	16	25	17	24	22	19	32	13	19	9					
10	Число действительных бюллетеней	28568	796	1787	1070	1164	1156	897	1156	1133	1272	1146	686	1315	1374	1276	811	916	1196	1141	1228	1492	1261	997	1265	1286	747					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	700	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	239	10	7	2	9	10	11	16	15	9	5	5	12	13	6	3	6	10	6	13	13	11	18	13	10	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	135	11	7	2	2	8	6	5	3	7	4	2	4	3	6	1	2	2	7	1	10	6	3	21	10	2					
14	Число погашенных открепительных удостоверений	461	18	21	26	19	18	17	12	13	19	23	23	16	15	22	25	22	18	22	15	15	17	10	15	18	22					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	276	7	57	12	8	8	10	10	8	8	8	2	7	9	4	8	5	16	7	6	15	13	15	11	12	10					
		0.95%	0.85%	3.14%	1.09%	0.68%	0.68%	1.09%	0.85%	0.70%	0.62%	0.68%	0.28%	0.52%	0.64%	0.31%	0.97%	0.53%	1.31%	0.60%	0.47%	0.99%	1.01%	1.45%	0.86%	0.91%	1.32%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1275	33	97	40	52	42	49	58	55	72	45	41	74	77	87	33	36	41	35	44	35	32	45	67	52	33					
		4.39%	4.01%	5.34%	3.64%	4.42%	3.59%	5.36%	4.96%	4.82%	5.61%	3.86%	5.89%	5.57%	5.51%	6.78%	4.00%	3.86%	3.35%	3.02%	3.51%	2.31%	2.5%	4.37%	5.24%	3.98%	4.36%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1604	41	38	50	53	51	50	45	58	72	56	40	85	76	78	51	77	73	61	105	80	80	53	95	98	38					
		5.53%	4.99%	2.09%	4.55%	4.51%	4.37%	5.47%	3.85%	5.08%	5.61%	4.80%	5.74%	6.40%	5.44%	6.08%	6.18%	8.26%	5.97%	5.26%	8.38%	5.28%	6.25%	5.15%	7.43%	7.50%	5.02%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1624	28	73	46	83	65	46	95	84	69	57	54	107	75	70	38	54	45	67	73	88	78	45	75	69	40					
		5.60%	3.41%	4.02%	4.18%	7.06%	5.56%	5.03%	8.13%	7.36%	5.38%	4.89%	7.75%	8.06%	5.37%	5.46%	4.61%	5.79%	3.68%	5.78%	5.83%	5.81%	6.09%	4.37%	5.86%	5.28%	5.29%					
22	"5. ""За Русь Святую"""	389	27	19	14	8	20	12	12	8	13	12	4	15	19	23	12	12	17	17	22	16	15	11	18	27	16					
		1.34%	3.28%	1.04%	1.27%	0.68%	1.71%	1.31%	1.02%	0.70%	1.01%	1.03%	0.57%	1.13%	1.36%	1.79%	1.45%	1.28%	1.39%	1.46%	1.75%	1.05%	1.17%	1.06%	1.40%	2.06%	2.11%					
23	"6. ""Объединенная Российская партия ""Русь"""	97	4	12	3	1	6	5	4	0	4	1	4	4	7	3	3	2	6	4	2	5	5	5	3	1	3					
		0.33%	0.48%	0.66%	0.27%	0.08%	0.51%	0.54%	0.34%	0.0%	0.31%	0.08%	0.57%	0.30%	0.50%	0.23%	0.36%	0.21%	0.49%	0.34%	0.15%	0.33%	0.39%	0.48%	0.23%	0.07%	0.39%					
24	"7. ""Новый курс - Автомобильная Россия"""	316	9	86	9	12	17	11	18	12	7	9	5	4	15	8	3	10	19	5	8	8	6	8	9	10	8					
		1.08%	1.09%	4.74%	0.81%	1.02%	1.45%	1.20%	1.54%	1.05%	0.54%	0.77%	0.71%	0.30%	1.07%	0.62%	0.36%	1.07%	1.55%	0.43%	0.63%	0.52%	0.46%	0.77%	0.70%	0.76%	1.05%					
25	"8. ""Народно-республиканская партия России"""	45	5	5	4	1	3	1	1	1	4	3	0	1	1	0	2	1	4	1	1	0	0	2	2	2	0					
		0.15%	0.60%	0.27%	0.36%	0.08%	0.25%	0.10%	0.08%	0.08%	0.31%	0.25%	0.0%	0.07%	0.07%	0.0%	0.24%	0.10%	0.32%	0.08%	0.07%	0.0%	0.0%	0.19%	0.15%	0.15%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	126	4	22	5	5	6	2	9	3	9	5	1	7	2	5	8	6	4	0	4	5	3	4	4	2	1					
		0.43%	0.48%	1.21%	0.45%	0.42%	0.51%	0.21%	0.77%	0.26%	0.70%	0.42%	0.14%	0.52%	0.14%	0.39%	0.97%	0.64%	0.32%	0.0%	0.31%	0.33%	0.23%	0.38%	0.31%	0.15%	0.13%					
27	"10. ""Аграрная партия России"""	619	50	24	27	23	21	16	20	19	25	22	13	20	36	35	26	17	28	29	27	25	27	23	24	26	16					
		2.13%	6.09%	1.32%	2.45%	1.95%	1.79%	1.75%	1.71%	1.66%	1.95%	1.88%	1.86%	1.50%	2.57%	2.73%	3.15%	1.82%	2.29%	2.50%	2.15%	1.65%	2.10%	2.23%	1.87%	1.99%	2.11%					
28	"11. ""Истинные патриоты России"""	36	1	11	1	1	0	2	1	0	2	2	3	1	0	0	0	0	2	2	2	1	1	1	2	0	0					
		0.12%	0.12%	0.60%	0.09%	0.08%	0.0%	0.21%	0.08%	0.0%	0.15%	0.17%	0.43%	0.07%	0.0%	0.0%	0.0%	0.0%	0.16%	0.17%	0.15%	0.06%	0.07%	0.09%	0.15%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	749	29	38	38	26	32	17	23	28	33	43	13	30	36	36	22	22	41	34	33	31	30	13	21	54	26					
		2.58%	3.53%	2.09%	3.46%	2.21%	2.74%	1.86%	1.96%	2.45%	2.57%	3.69%	1.86%	2.26%	2.57%	2.80%	2.66%	2.36%	3.35%	2.93%	2.63%	2.04%	2.34%	1.26%	1.64%	4.13%	3.43%					
30	"13. ""Демократическая партия России"""	105	6	7	4	2	6	8	2	1	8	1	4	4	3	5	2	6	2	2	5	3	6	4	8	4	2					
		0.36%	0.73%	0.38%	0.36%	0.17%	0.51%	0.87%	0.17%	0.08%	0.62%	0.08%	0.57%	0.30%	0.21%	0.39%	0.24%	0.64%	0.16%	0.17%	0.39%	0.19%	0.46%	0.38%	0.62%	0.30%	0.26%					
31	"14. ""Великая Россия - Евразийский Союз"""	219	5	11	6	18	7	11	4	12	13	5	2	11	9	9	7	5	9	5	6	17	10	7	17	8	5					
		0.75%	0.60%	0.60%	0.54%	1.53%	0.59%	1.20%	0.34%	1.05%	1.01%	0.42%	0.28%	0.82%	0.64%	0.70%	0.84%	0.53%	0.73%	0.43%	0.47%	1.12%	0.78%	0.68%	1.33%	0.61%	0.66%					
32	"15. ""Партия СЛОН"""	50	0	9	2	1	3	0	0	0	0	3	0	4	1	1	2	0	2	1	2	2	2	4	3	7	1					
		0.17%	0.0%	0.49%	0.18%	0.08%	0.25%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.30%	0.07%	0.07%	0.24%	0.0%	0.16%	0.08%	0.15%	0.13%	0.15%	0.38%	0.23%	0.53%	0.13%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2009	24	39	62	63	85	45	107	72	120	85	68	133	125	101	59	80	103	90	94	130	76	40	90	75	43					
		6.92%	2.92%	2.14%	5.64%	5.36%	7.28%	4.92%	9.16%	6.31%	9.36%	7.29%	9.77%	10.02%	8.95%	7.87%	7.16%	8.58%	8.43%	7.77%	7.50%	8.58%	5.93%	3.88%	7.04%	5.74%	5.68%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	91	2	13	3	3	1	2	3	5	6	3	1	1	4	3	4	5	5	4	4	3	5	0	2	5	4					
		0.31%	0.24%	0.71%	0.27%	0.25%	0.08%	0.21%	0.25%	0.43%	0.46%	0.25%	0.14%	0.07%	0.28%	0.23%	0.48%	0.53%	0.40%	0.34%	0.31%	0.19%	0.39%	0.0%	0.15%	0.38%	0.52%					
35	"18. ""ЛДПР"""	4543	138	349	232	187	205	128	206	194	219	144	88	205	216	168	126	128	175	149	175	220	179	221	189	184	118					
		15.66%	16.80%	19.23%	21.12%	15.91%	17.56%	14.01%	17.63%	17.00%	17.08%	12.36%	12.64%	15.44%	15.47%	13.10%	15.29%	13.73%	14.33%	12.86%	13.97%	14.53%	13.98%	21.47%	14.78%	14.09%	15.60%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	578	18	20	26	26	31	24	19	20	21	20	23	20	26	31	23	19	26	18	17	36	35	16	16	26	21					
		1.99%	2.19%	1.10%	2.36%	2.21%	2.65%	2.62%	1.62%	1.75%	1.63%	1.71%	3.30%	1.50%	1.86%	2.41%	2.79%	2.03%	2.12%	1.55%	1.35%	2.37%	2.73%	1.55%	1.25%	1.99%	2.77%					
37	"20. ""Политическая партия ""Единая Россия"""	10228	282	568	344	445	420	337	384	442	403	472	243	417	442	456	245	330	421	468	467	570	489	371	457	474	281					
		35.27%	34.34%	31.31%	31.32%	37.87%	35.98%	36.91%	32.87%	38.73%	31.43%	40.51%	34.91%	31.42%	31.66%	35.56%	29.73%	35.40%	34.47%	40.41%	37.30%	37.64%	38.20%	36.05%	35.75%	36.32%	37.16%					
38	"21. ""Российская Конституционно-демократическая партия"""	62	3	9	3	1	0	4	4	5	2	1	0	2	2	2	1	2	3	2	2	3	2	1	3	2	3					
		0.21%	0.36%	0.49%	0.27%	0.08%	0.0%	0.43%	0.34%	0.43%	0.15%	0.08%	0.0%	0.15%	0.14%	0.15%	0.12%	0.21%	0.24%	0.17%	0.15%	0.19%	0.15%	0.09%	0.23%	0.15%	0.39%					
39	"22. ""Развитие предпринимательства"""	57	2	4	1	3	3	2	4	3	5	0	0	0	2	2	4	3	2	1	3	1	2	3	3	3	1					
		0.19%	0.24%	0.22%	0.09%	0.25%	0.25%	0.21%	0.34%	0.26%	0.39%	0.0%	0.0%	0.0%	0.14%	0.15%	0.48%	0.32%	0.16%	0.08%	0.23%	0.06%	0.15%	0.29%	0.23%	0.22%	0.13%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2355	39	123	89	96	87	70	74	71	94	106	54	118	134	115	84	63	115	109	93	162	118	74	105	108	54					
		8.12%	4.75%	6.78%	8.10%	8.17%	7.45%	7.66%	6.33%	6.22%	7.33%	9.09%	7.75%	8.89%	9.59%	8.97%	10.19%	6.75%	9.41%	9.41%	7.42%	10.70%	9.21%	7.19%	8.21%	8.27%	7.14%					
																																
41	Против всех	1115	39	153	49	46	37	45	53	32	63	43	23	45	57	34	48	33	37	30	33	36	47	31	41	37	23					
		3.84%	4.75%	8.43%	4.46%	3.91%	3.17%	4.92%	4.53%	2.80%	4.91%	3.69%	3.30%	3.39%	4.08%	2.65%	5.82%	3.54%	3.03%	2.59%	2.63%	2.37%	3.67%	3.01%	3.20%	2.83%	3.04%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
