Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
Наименование Избирательной комиссии:    Шолоховская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №2521	УИК №2590	УИК №2611					
1	"Число избирателей, внесенных в список избирателей"	21813	2052	1621	507	137	142	2277	1873	2136	385	109	75	554	389	196	548	131	118	1144	247	74	849	97	356	100	1017	207	155	103	1023	100	325	133	502	120	1169	65	59	718					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22095	2087	1608	523	135	137	2314	1877	2096	392	114	75	577	394	201	561	132	121	1175	259	76	847	103	367	98	1049	206	158	107	1067	104	342	137	507	126	1162	76	57	728					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12290	1189	810	311	75	61	1314	1074	1211	178	66	62	324	202	86	304	48	76	717	136	37	493	58	216	69	568	114	111	56	524	60	172	89	283	72	613	28	42	441					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1849	147	109	74	14	37	87	88	65	38	5	3	75	58	70	49	34	12	92	40	17	116	16	50	14	80	28	21	8	160	17	18	19	72	20	57	16	8	15					
6	Число погашенных избирательных бюллетеней	7956	751	689	138	46	39	913	715	820	176	43	10	178	134	45	208	50	33	366	83	22	238	29	101	15	401	64	26	43	383	27	152	29	152	34	492	32	7	272					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1849	147	109	74	14	37	87	88	65	38	5	3	75	58	70	49	34	12	92	40	17	116	16	50	14	80	28	21	8	160	17	18	19	72	20	57	16	8	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12287	1189	810	310	75	61	1312	1074	1211	178	66	62	324	202	86	304	48	76	717	136	37	493	58	216	69	568	114	111	56	524	60	172	89	283	72	613	28	42	441					
9	Число недействительных избирательных бюллетеней	168	25	2	0	0	0	21	15	14	5	4	0	7	1	1	1	1	1	17	2	0	4	0	4	2	3	0	0	0	12	0	4	1	2	0	12	1	0	6					
10	Число действительных избирательных бюллетеней	13968	1311	917	384	89	98	1378	1147	1262	211	67	65	392	259	155	352	81	87	792	174	54	605	74	262	81	645	142	132	64	672	77	186	107	353	92	658	43	50	450					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	471	25	20	11	18	11	43	31	38	11	3	2	15	7	9	12	3	5	30	12	3	14	2	7	2	20	5	2	2	37	5	5	2	10	5	15	15	2	12					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	434	25	20	11	18	11	43	30	37	6	3	0	15	7	9	12	3	1	30	9	3	11	2	7	1	20	4	0	1	37	0	5	2	6	5	15	11	2	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	238	12	2	5	2	3	23	23	63	2	2	3	2	9	3	1	3	1	12	4	4	4	2	1	3	3	4	1	1	4	1	1	1	2	4	10	5	4	8					
14	Число погашенных неиспользованных открепительных удостоверений	37	0	0	0	0	0	0	1	1	5	0	2	0	0	0	0	0	4	0	3	0	3	0	0	1	0	1	2	1	0	5	0	0	4	0	0	4	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	29	2	3	0	0	0	4	2	5	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	1	2	0	0	0					
