Выборы Президента Российской Федерации																								
																								
Наименование Избирательной комиссии:    Советская																								
																								
Итоги голосования 																								
																								
		Сумма	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498					
1	"Число избирателей, внесенных в список"	33726	2078	1592	2164	1738	1888	2019	708	1978	2116	1877	2639	2439	1372	2197	2209	2725	1987					
2	Число полученных избирательных бюллетеней	32900	2000	1600	2200	1800	1900	2000	700	1900	2100	1800	2600	2300	1300	2200	1900	2700	1900					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	23152	1590	1199	1658	1279	1388	1536	519	1260	1312	1372	1796	1514	813	1325	1464	1880	1247					
5	"Число избирательных бюллетеней, выданных вне помещения"	1082	48	97	18	66	98	42	15	65	61	39	60	76	61	113	42	124	57					
6	Число погашенных избирательных бюллетеней	8666	362	304	524	455	414	422	166	575	727	389	744	710	426	762	394	696	596					
7	Число избирательных бюллетеней в переносных ящиках	1082	48	97	18	66	98	42	15	65	61	39	60	76	61	113	42	124	57					
8	Число бюллетеней в стационарных ящиках для голосования	23150	1590	1199	1658	1279	1388	1536	519	1260	1310	1372	1796	1514	813	1325	1464	1880	1247					
9	Число недействительных избирательных бюллетеней	148	8	16	11	7	7	8	4	19	8	11	15	5	6	6	6	9	2					
10	Число действительных избирательных бюллетеней	24084	1630	1280	1665	1338	1479	1570	530	1306	1363	1400	1841	1585	868	1432	1500	1995	1302					
11	Число полученных открепительных  удостоверений	428	25	25	25	20	70	33	7	20	20	20	25	25	20	23	20	25	25					
12	Число выданных открепительных удостоверений	282	17	18	18	15	51	30	6	17	17	5	15	18	8	13	2	14	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	400	7	8	18	3	9	7	1	5	4	4	14	21	3	10	272	9	5					
14	Число неиспользованных открепительных удостоверений	146	8	7	7	5	19	3	1	3	3	15	10	7	12	10	18	11	7					
15	"Число открепительных удостоверений, выданных в ТИК"	22	1	2	2	0	0	0	2	0	0	3	1	2	1	2	1	5	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																								
18	. Глазьев Сергей Юрьевич	827	43	20	70	62	43	40	19	28	35	48	82	63	44	52	45	85	48					
		3.41%	2.63%	1.54%	4.18%	4.61%	2.89%	2.53%	3.56%	2.11%	2.55%	3.40%	4.42%	3.96%	5.03%	3.62%	2.99%	4.24%	3.68%					
19	. Малышкин Олег Александрович	774	73	51	46	57	36	44	20	53	51	50	45	32	21	39	49	61	46					
		3.19%	4.46%	3.94%	2.74%	4.24%	2.42%	2.79%	3.75%	4.00%	3.72%	3.54%	2.42%	2.01%	2.40%	2.71%	3.25%	3.04%	3.53%					
20	. Миронов Сергей Михайлович	200	23	20	10	6	18	16	6	8	14	13	11	12	4	10	8	12	9					
		0.83%	1.40%	1.54%	0.60%	0.45%	1.21%	1.01%	1.12%	0.60%	1.02%	0.92%	0.59%	0.75%	0.46%	0.70%	0.53%	0.60%	0.69%					
21	. Путин Владимир Владимирович	18090	1205	1028	1300	998	1211	1193	406	967	1004	1023	1297	1146	656	1085	1128	1464	979					
		74.65%	73.57%	79.32%	77.57%	74.20%	81.49%	75.60%	76.03%	72.98%	73.23%	72.50%	69.88%	72.08%	75.06%	75.45%	74.90%	73.05%	75.08%					
22	. Хакамада Ирина Муцуовна	1040	51	41	47	43	33	63	21	62	65	66	125	91	34	64	60	119	55					
		4.29%	3.11%	3.16%	2.80%	3.20%	2.22%	3.99%	3.93%	4.68%	4.74%	4.68%	6.73%	5.72%	3.89%	4.45%	3.98%	5.94%	4.22%					
23	. Харитонов Николай Михайлович	2076	164	86	136	118	103	152	36	143	154	91	186	163	58	107	137	144	98					
		8.57%	10.01%	6.64%	8.11%	8.77%	6.93%	9.63%	6.74%	10.79%	11.23%	6.45%	10.02%	10.25%	6.64%	7.44%	9.10%	7.19%	7.52%					
																								
24	Против всех	1077	71	34	56	54	35	62	22	45	40	109	95	78	51	75	73	110	67					
		4.44%	4.33%	2.62%	3.34%	4.01%	2.36%	3.93%	4.12%	3.40%	2.92%	7.73%	5.12%	4.91%	5.84%	5.22%	4.85%	5.49%	5.14%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
