Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Белозерская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	14388	1522	347	1671	1635	1618	1863	399	264	216	250	149	137	121	440	420	123	268	129	226	746	291	517	801	235									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13330	1500	300	1500	1600	1500	1800	350	250	200	200	150	140	120	400	400	100	240	130	200	650	250	450	700	200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5078	478	146	559	556	628	664	140	97	89	110	73	39	38	149	165	35	113	72	75	279	62	156	253	102									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	957	39	26	29	39	99	19	66	56	43	10	17	31	22	76	72	26	22	11	18	4	72	107	39	14									
6	Число погашенных избирательных бюллетеней	7295	983	128	912	1005	773	1117	144	97	68	80	60	70	60	175	163	39	105	47	107	367	116	187	408	84									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	957	39	26	29	39	99	19	66	56	43	10	17	31	22	76	72	26	22	11	18	4	72	107	39	14									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5076	476	146	559	556	628	664	140	97	89	110	73	39	38	149	165	35	113	72	75	279	62	156	253	102									
9	Число недействительных избирательных бюллетеней	142	9	1	6	6	19	38	10	5	1	2	1	0	0	7	4	2	3	0	4	10	1	1	12	0									
10	Число действительных избирательных бюллетеней	5891	506	171	582	589	708	645	196	148	131	118	89	70	60	218	233	59	132	83	89	273	133	262	280	116									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	466	20	10	20	30	20	30	20	20	20	20	20	20	20	20	20	10	20	15	10	10	20	20	30	21									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	241	9	1	17	10	16	21	11	5	17	1	10	12	5	12	12	0	15	13	0	3	4	10	30	7									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	183	5	8	7	7	15	20	13	6	15	17	4	5	0	7	16	3	5	2	2	2	2	8	11	3									
14	Число погашенных неиспользованных открепительных удостоверений	225	11	9	3	20	4	9	9	15	3	19	10	8	15	8	8	10	5	2	10	7	16	10	0	14									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	31	4	0	5	6	4	5	0	0	0	0	0	0	0	1	0	0	2	0	0	2	1	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	68	12	3	8	7	7	8	1	0	1	1	0	0	0	3	3	0	2	0	0	4	2	2	1	3									
		1.13%	2.33%	1.74%	1.36%	1.18%	0.96%	1.17%	0.49%	0.00%	0.76%	0.83%	0.00%	0.00%	0.00%	1.33%	1.27%	0.00%	1.48%	0.00%	0.00%	1.41%	1.49%	0.76%	0.34%	2.59%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	214	18	8	28	14	32	27	5	3	4	2	2	3	2	14	6	1	5	0	4	9	5	9	8	5									
		3.55%	3.50%	4.65%	4.76%	2.35%	4.40%	3.95%	2.43%	1.96%	3.03%	1.67%	2.22%	4.29%	3.33%	6.22%	2.53%	1.64%	3.70%	0.00%	4.30%	3.18%	3.73%	3.42%	2.74%	4.31%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	245	19	7	21	34	41	12	9	6	3	9	3	0	6	3	16	6	2	5	4	4	4	9	20	2									
		4.06%	3.69%	4.07%	3.57%	5.71%	5.64%	1.76%	4.37%	3.92%	2.27%	7.50%	3.33%	0.00%	10.00%	1.33%	6.75%	9.84%	1.48%	6.02%	4.30%	1.41%	2.99%	3.42%	6.85%	1.72%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2425	208	67	200	232	265	238	77	71	57	62	25	27	25	75	113	24	53	50	33	134	68	150	111	60									
		40.20%	40.39%	38.95%	34.01%	38.99%	36.45%	34.85%	37.38%	46.41%	43.18%	51.67%	27.78%	38.57%	41.67%	33.33%	47.68%	39.34%	39.26%	60.24%	35.48%	47.35%	50.75%	57.03%	38.01%	51.72%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	35	3	1	4	3	1	8	3	0	3	0	1	0	1	0	1	0	2	0	0	2	0	0	1	1									
		0.58%	0.58%	0.58%	0.68%	0.50%	0.14%	1.17%	1.46%	0.00%	2.27%	0.00%	1.11%	0.00%	1.67%	0.00%	0.42%	0.00%	1.48%	0.00%	0.00%	0.71%	0.00%	0.00%	0.34%	0.86%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	0	0	1	2	1	1	1	2	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0									
		0.20%	0.00%	0.00%	0.17%	0.34%	0.14%	0.15%	0.49%	1.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.76%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1246	103	42	128	113	101	130	46	34	37	18	25	15	19	58	40	17	32	17	19	78	32	52	66	24									
		20.65%	20.00%	24.42%	21.77%	18.99%	13.89%	19.03%	22.33%	22.22%	28.03%	15.00%	27.78%	21.43%	31.67%	25.78%	16.88%	27.87%	23.70%	20.48%	20.43%	27.56%	23.88%	19.77%	22.60%	20.69%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	34	2	0	4	3	6	2	1	0	0	1	0	0	0	0	1	0	4	1	2	2	0	4	1	0									
		0.56%	0.39%	0.00%	0.68%	0.50%	0.83%	0.29%	0.49%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	2.96%	1.20%	2.15%	0.71%	0.00%	1.52%	0.34%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	49	3	0	6	9	6	7	0	2	0	1	0	0	0	2	4	1	0	0	1	1	1	2	2	1									
		0.81%	0.58%	0.00%	1.02%	1.51%	0.83%	1.02%	0.00%	1.31%	0.00%	0.83%	0.00%	0.00%	0.00%	0.89%	1.69%	1.64%	0.00%	0.00%	1.08%	0.35%	0.75%	0.76%	0.68%	0.86%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	2	0	1	0	0	2	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0									
		0.17%	0.39%	0.00%	0.17%	0.00%	0.00%	0.29%	0.49%	0.00%	0.00%	0.00%	2.22%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	78	3	0	12	17	12	12	3	2	0	0	0	0	1	1	0	1	1	0	0	0	0	1	9	3									
		1.29%	0.58%	0.00%	2.04%	2.86%	1.65%	1.76%	1.46%	1.31%	0.00%	0.00%	0.00%	0.00%	1.67%	0.44%	0.00%	1.64%	0.74%	0.00%	0.00%	0.00%	0.00%	0.38%	3.08%	2.59%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1009	83	27	120	112	156	130	34	22	18	11	30	23	4	56	28	7	24	7	14	20	15	18	37	13									
		16.72%	16.12%	15.70%	20.41%	18.82%	21.46%	19.03%	16.50%	14.38%	13.64%	9.17%	33.33%	32.86%	6.67%	24.89%	11.81%	11.48%	17.78%	8.43%	15.05%	7.07%	11.19%	6.84%	12.67%	11.21%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	17	3	1	0	1	2	2	2	0	0	2	0	0	1	0	0	1	1	0	0	0	1	0	0	0									
		0.28%	0.58%	0.58%	0.00%	0.17%	0.28%	0.29%	0.97%	0.00%	0.00%	1.67%	0.00%	0.00%	1.67%	0.00%	0.00%	1.64%	0.74%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	449	47	15	49	42	78	66	13	6	8	11	1	2	1	6	19	1	6	3	12	18	5	12	24	4									
		7.44%	9.13%	8.72%	8.33%	7.06%	10.73%	9.66%	6.31%	3.92%	6.06%	9.17%	1.11%	2.86%	1.67%	2.67%	8.02%	1.64%	4.44%	3.61%	12.90%	6.36%	3.73%	4.56%	8.22%	3.45%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
