Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																								
Дата голосования: 04.12.2011																								
																								
Наименование Избирательной комиссии:    Кизлярская городская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809					
1	"Число избирателей, внесенных в список избирателей"	26846	1901	1698	1292	1620	1365	1601	1594	1786	1363	1442	1384	1731	1546	1283	1701	1597	1942					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25200	1770	1594	1260	1516	1280	1470	1489	1682	1355	1338	1251	1627	1460	1179	1597	1493	1839					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	23562	1731	1547	1102	1400	1168	1400	1300	1600	1259	1300	1200	1500	1355	1100	1500	1400	1700					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1232	39	47	15	116	26	70	189	82	10	38	51	127	14	79	97	93	139					
6	Число погашенных избирательных бюллетеней	406	0	0	143	0	86	0	0	0	86	0	0	0	91	0	0	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1232	39	47	15	116	26	70	189	82	10	38	51	127	14	79	97	93	139					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23562	1731	1547	1102	1400	1168	1400	1300	1600	1259	1300	1200	1500	1355	1100	1500	1400	1700					
9	Число недействительных избирательных бюллетеней	35	0	0	4	0	6	0	0	0	13	0	0	0	12	0	0	0	0					
10	Число действительных избирательных бюллетеней	24759	1770	1594	1113	1516	1188	1470	1489	1682	1256	1338	1251	1627	1357	1179	1597	1493	1839					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	145	5	10	6	10	10	6	10	10	10	6	6	10	10	6	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	46	5	3	0	2	1	1	0	10	4	2	0	3	1	3	1	2	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	4	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	99	0	7	6	8	9	5	10	0	6	4	6	7	9	3	9	8	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	146	3	0	15	3	34	3	0	0	31	0	6	4	28	0	4	5	10					
		0.59%	0.17%	0.00%	1.34%	0.20%	2.85%	0.20%	0.00%	0.00%	2.44%	0.00%	0.48%	0.25%	2.05%	0.00%	0.25%	0.33%	0.54%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	73	0	0	15	0	21	0	0	0	14	0	0	0	23	0	0	0	0					
		0.29%	0.00%	0.00%	1.34%	0.00%	1.76%	0.00%	0.00%	0.00%	1.10%	0.00%	0.00%	0.00%	1.68%	0.00%	0.00%	0.00%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	0	3	10	0	10	0	0	0	0	0	0	0	3	0	0	0	0					
		0.10%	0.00%	0.19%	0.90%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2753	154	147	197	143	152	154	149	171	156	149	145	158	274	134	164	142	164					
		11.10%	8.70%	9.22%	17.64%	9.43%	12.73%	10.48%	10.01%	10.17%	12.29%	11.14%	11.59%	9.71%	20.01%	11.37%	10.27%	9.51%	8.92%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	33	0	0	6	0	6	0	0	0	8	0	0	0	13	0	0	0	0					
		0.13%	0.00%	0.00%	0.54%	0.00%	0.50%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	21696	1613	1444	868	1367	963	1313	1338	1510	1045	1186	1100	1465	1014	1042	1425	1343	1660					
		87.51%	91.13%	90.59%	77.71%	90.17%	80.65%	89.32%	89.86%	89.77%	82.35%	88.64%	87.93%	90.04%	74.07%	88.38%	89.23%	89.95%	90.27%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	32	0	0	2	3	2	0	2	1	2	3	0	0	2	3	4	3	5					
		0.13%	0.00%	0.00%	0.18%	0.20%	0.17%	0.00%	0.13%	0.06%	0.16%	0.22%	0.00%	0.00%	0.15%	0.25%	0.25%	0.20%	0.27%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
