Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Кизлярская городская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800					
1	"Число избирателей, внесенных в списки избирателей"	25477	1753	1670	1272	1573	1301	1509	1461	1665	1449	1325	1271	1565	1525	1209	1655	1575	1699					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	25519	1780	1570	1280	1580	1300	1510	1472	1685	1450	1335	1270	1565	1525	1245	1645	1605	1702					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	22453	1577	1522	1103	1250	1181	1338	1206	1403	1338	1253	1156	1380	1389	1033	1439	1395	1490					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1392	75	25	63	192	25	67	152	173	17	45	114	90	36	146	33	32	107					
6	Число погашенных избирательных бюллетеней	1674	128	23	114	138	94	105	114	109	95	37	0	95	100	66	173	178	105					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1392	75	25	63	192	25	67	152	173	17	45	114	90	36	146	33	32	107					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22453	1577	1522	1103	1250	1181	1338	1206	1403	1338	1253	1156	1380	1389	1033	1439	1395	1490					
9	Число недействительных избирательных бюллетеней	251	0	0	8	0	1	7	6	7	2	6	2	0	1	201	8	0	2					
10	Число действительных избирательных бюллетеней	23594	1652	1547	1158	1442	1205	1398	1352	1569	1353	1292	1268	1470	1424	978	1464	1427	1595					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	500	28	28	28	28	28	28	28	28	28	28	28	28	28	52	28	28	28					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	112	14	3	2	7	4	13	0	1	6	2	2	1	3	9	18	11	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	49	3	4	5	0	13	3	2	1	1	2	4	0	0	0	8	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	388	14	25	26	21	24	15	28	27	22	26	26	27	25	43	10	17	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	1.Политическая партия «Аграрная партия России»	56	2	4	5	2	0	0	3	7	6	0	0	6	10	0	10	1	0					
		0.23%	0.12%	0.26%	0.43%	0.14%	0.00%	0.00%	0.22%	0.44%	0.44%	0.00%	0.00%	0.41%	0.70%	0.00%	0.68%	0.07%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	10	0	0	2	0	0	0	0	1	0	2	0	3	2	0	0	0	0					
		0.04%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.15%	0.00%	0.20%	0.14%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1898	154	124	75	130	70	98	110	129	141	111	118	94	112	45	125	118	144					
		7.96%	9.32%	8.02%	6.43%	9.02%	5.80%	6.98%	8.10%	8.19%	10.41%	8.55%	9.29%	6.39%	7.86%	3.82%	8.49%	8.27%	9.02%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	15	2	0	1	0	3	0	1	1	0	0	0	0	2	0	5	0	0					
		0.06%	0.12%	0.00%	0.09%	0.00%	0.25%	0.00%	0.07%	0.06%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.34%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	121	2	5	21	4	6	8	2	0	12	2	0	9	17	0	19	2	12					
		0.51%	0.12%	0.32%	1.80%	0.28%	0.50%	0.57%	0.15%	0.00%	0.89%	0.15%	0.00%	0.61%	1.19%	0.00%	1.29%	0.14%	0.75%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	180	2	7	25	2	10	2	9	18	34	7	0	21	17	0	22	4	0					
		0.75%	0.12%	0.45%	2.14%	0.14%	0.83%	0.14%	0.66%	1.14%	2.51%	0.54%	0.00%	1.43%	1.19%	0.00%	1.49%	0.28%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	38	1	2	10	2	0	0	7	0	2	0	0	0	6	0	7	1	0					
		0.16%	0.06%	0.13%	0.86%	0.14%	0.00%	0.00%	0.52%	0.00%	0.15%	0.00%	0.00%	0.00%	0.42%	0.00%	0.48%	0.07%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	21256	1488	1403	1017	1302	1114	1290	1216	1413	1158	1170	1150	1336	1254	933	1272	1301	1439					
		89.14%	90.07%	90.69%	87.22%	90.29%	92.37%	91.81%	89.54%	89.66%	85.46%	90.14%	90.55%	90.88%	88.00%	79.13%	86.41%	91.17%	90.11%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	18	1	2	2	0	2	0	4	0	0	0	0	1	3	0	3	0	0					
		0.08%	0.06%	0.13%	0.17%	0.00%	0.17%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.07%	0.21%	0.00%	0.20%	0.00%	0.00%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
