Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Туринская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046					
1	"Число избирателей, внесенных в списки избирателей"	25883	1000	997	2447	1358	1924	2063	2537	1481	2087	606	839	782	947	253	1063	482	831	533	247	736	520	514	806	830					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23700	900	900	2200	1250	1700	1800	2300	1350	1900	550	750	750	900	250	1000	450	800	500	200	700	500	500	750	800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	1210	0	0	0	0	0	0	0	0	0	74	89	107	208	0	0	52	115	89	67	105	64	18	105	117					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11740	493	412	1214	797	966	1035	1214	701	1109	223	316	297	347	137	448	187	233	150	87	325	209	214	306	320					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1255	27	66	50	47	75	119	65	98	80	33	63	45	38	20	110	35	106	17	5	22	13	55	25	41					
6	Число погашенных избирательных бюллетеней	9495	380	422	936	406	659	646	1021	551	711	220	282	301	307	93	442	176	346	244	41	248	214	213	314	322					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2465	27	66	50	47	75	119	65	98	80	107	152	152	246	20	110	87	221	106	72	127	77	73	130	158					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11740	493	412	1214	797	966	1035	1214	701	1109	223	316	297	347	137	448	187	233	150	87	325	209	214	306	320					
9	Число недействительных избирательных бюллетеней	85	0	2	8	9	11	6	4	3	10	1	3	3	2	1	1	4	2	3	2	5	0	0	4	1					
10	Число действительных избирательных бюллетеней	14120	520	476	1256	835	1030	1148	1275	796	1179	329	465	446	591	156	557	270	452	253	157	447	286	287	432	477					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	328	14	14	25	19	25	25	22	20	25	8	10	10	14	5	14	6	10	7	4	10	7	16	10	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	252	12	10	21	9	13	16	22	14	24	3	8	8	12	5	14	4	5	5	1	6	6	16	10	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	130	5	9	8	25	6	6	8	4	8	2	1	5	2	1	5	4	4	0	2	0	3	14	5	3					
14	Число погашенных неиспользованных открепительных удостоверений	76	2	4	4	10	12	9	0	6	1	5	2	2	2	0	0	2	5	2	3	4	1	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	1	0	2	0	1	3	0	0	6	0	3	0	1	0	0	1	0	0	1	0	2	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	1.Политическая партия «Аграрная партия России»	358	10	4	22	17	19	32	26	13	16	6	25	48	18	3	11	1	18	6	4	8	14	4	12	21					
		2.52%	1.92%	0.84%	1.74%	2.01%	1.83%	2.77%	2.03%	1.63%	1.35%	1.82%	5.34%	10.69%	3.04%	1.91%	1.97%	0.36%	3.96%	2.34%	2.52%	1.77%	4.90%	1.39%	2.75%	4.39%					
19	2.Всероссийская политическая партия «Гражданская Сила»	392	38	15	49	24	52	54	40	25	36	5	3	5	2	0	11	4	11	1	0	3	11	0	2	1					
		2.76%	7.31%	3.14%	3.88%	2.84%	4.99%	4.68%	3.13%	3.13%	3.03%	1.52%	0.64%	1.11%	0.34%	0.00%	1.97%	1.46%	2.42%	0.39%	0.00%	0.66%	3.85%	0.00%	0.46%	0.21%					
20	3.Политическая партия «Демократическая партия России»	9	0	0	0	2	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1					
		0.06%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.08%	0.00%	0.17%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.21%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1040	37	27	125	100	82	101	67	67	120	20	20	21	38	5	32	12	32	19	8	15	16	13	31	32					
		7.32%	7.12%	5.65%	9.89%	11.85%	7.88%	8.75%	5.24%	8.39%	10.09%	6.06%	4.27%	4.68%	6.41%	3.18%	5.73%	4.38%	7.05%	7.42%	5.03%	3.32%	5.59%	4.53%	7.11%	6.69%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	122	2	12	10	19	10	18	17	4	14	0	0	3	3	1	2	0	1	1	0	0	2	2	1	0					
		0.86%	0.38%	2.51%	0.79%	2.25%	0.96%	1.56%	1.33%	0.50%	1.18%	0.00%	0.00%	0.67%	0.51%	0.64%	0.36%	0.00%	0.22%	0.39%	0.00%	0.00%	0.70%	0.70%	0.23%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	24	2	2	0	2	1	3	1	0	1	1	0	0	3	0	2	1	0	2	0	1	1	0	0	1					
		0.17%	0.38%	0.42%	0.00%	0.24%	0.10%	0.26%	0.08%	0.00%	0.08%	0.30%	0.00%	0.00%	0.51%	0.00%	0.36%	0.36%	0.00%	0.78%	0.00%	0.22%	0.35%	0.00%	0.00%	0.21%					
24	7.Политическая партия «Либерально-демократическая партия России»	1319	60	43	126	65	113	96	171	76	160	22	36	24	47	10	44	19	38	20	10	46	15	7	35	36					
		9.29%	11.54%	8.99%	9.97%	7.70%	10.85%	8.32%	13.37%	9.51%	13.46%	6.67%	7.69%	5.35%	7.93%	6.37%	7.89%	6.93%	8.37%	7.81%	6.29%	10.18%	5.24%	2.44%	8.03%	7.53%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	451	16	15	58	33	39	48	38	40	35	3	11	10	20	2	15	5	11	3	5	11	6	9	14	4					
		3.17%	3.08%	3.14%	4.59%	3.91%	3.75%	4.16%	2.97%	5.01%	2.94%	0.91%	2.35%	2.23%	3.37%	1.27%	2.69%	1.82%	2.42%	1.17%	3.14%	2.43%	2.10%	3.14%	3.21%	0.84%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	81	3	1	8	4	3	4	6	6	12	1	1	1	2	0	3	0	6	4	1	1	4	1	5	4					
		0.57%	0.58%	0.21%	0.63%	0.47%	0.29%	0.35%	0.47%	0.75%	1.01%	0.30%	0.21%	0.22%	0.34%	0.00%	0.54%	0.00%	1.32%	1.56%	0.63%	0.22%	1.40%	0.35%	1.15%	0.84%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10246	349	353	851	561	708	782	895	564	769	271	366	334	457	135	434	228	334	196	129	359	215	249	332	375					
		72.13%	67.12%	73.85%	67.33%	66.47%	68.01%	67.76%	69.98%	70.59%	64.68%	82.12%	78.21%	74.39%	77.07%	85.99%	77.78%	83.21%	73.57%	76.56%	81.13%	79.42%	75.17%	86.76%	76.15%	78.45%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	78	3	4	7	8	3	10	13	1	14	0	2	0	1	0	3	0	1	1	0	3	2	0	0	2					
		0.55%	0.58%	0.84%	0.55%	0.95%	0.29%	0.87%	1.02%	0.13%	1.18%	0.00%	0.43%	0.00%	0.17%	0.00%	0.54%	0.00%	0.22%	0.39%	0.00%	0.66%	0.70%	0.00%	0.00%	0.42%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
