Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Нерехтская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473					
1	"Число избирателей, внесенных в списки"	32106	2312	2002	1974	1862	1853	2255	2549	2236	2109	2339	59	458	303	244	650	553	273	406	1208	209	354	383	480	716	102	127	616	584	642	195	286	432	558	777					
2	"Число бюллетеней, полученных участковыми комиссиями"	32022	2267	1976	1979	1832	1829	2256	2552	2229	2090	2332	50	443	305	250	646	541	265	404	1211	211	355	371	527	712	103	129	616	593	597	351	283	424	535	758					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17718	1318	988	1095	1037	959	1441	1578	1333	1293	1422	10	207	139	126	262	293	159	196	741	83	185	210	173	355	62	53	282	320	301	158	135	208	249	347					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1779	40	25	49	27	29	30	45	34	35	34	0	82	80	45	199	92	40	72	32	37	66	20	137	65	15	38	78	24	70	33	39	80	44	43					
6	Число погашенных бюллетеней	12525	909	963	835	768	841	785	929	862	762	876	40	154	86	79	185	156	66	136	438	91	104	141	217	292	26	38	256	249	226	160	109	136	242	368					
7	Число бюллетеней в переносных ящиках для голосования	1779	40	25	49	27	29	30	45	34	35	34	0	82	80	45	199	92	40	72	32	37	66	20	137	65	15	38	78	24	70	33	39	80	44	43					
8	Число бюллетеней в стационарных ящиках для голосования	17583	1287	988	1095	999	959	1406	1577	1333	1258	1422	10	207	139	126	262	293	159	196	741	83	185	210	173	355	62	53	282	320	302	162	135	208	249	347					
9	Число недействительных бюллетеней	274	25	9	14	10	11	19	11	18	14	13	0	2	9	3	4	6	5	2	14	1	2	5	1	15	2	4	10	10	4	1	9	7	9	5					
10	Число действительных бюллетеней	19088	1302	1004	1130	1016	977	1417	1611	1349	1279	1443	10	287	210	168	457	379	194	266	759	119	249	225	309	405	75	87	350	334	368	194	165	281	284	385					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	418	30	25	25	24	24	28	36	28	27	30	0	6	4	3	8	7	4	5	14	4	5	5	7	9	2	2	8	8	8	5	4	6	7	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	118	6	4	2	13	8	14	13	11	14	8	0	0	1	1	2	0	4	1	4	4	1	0	1	1	0	0	1	0	1	0	1	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	132	6	5	3	4	6	6	7	8	7	10	10	3	1	1	9	3	4	3	2	0	2	4	5	2	1	1	4	2	1	2	1	0	6	3					
14	Число погашенных открепительных удостоверений	300	24	21	23	11	16	14	23	17	13	22	0	6	3	2	6	7	0	4	10	0	4	5	6	8	2	2	7	8	7	5	3	6	7	8					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	"1. ""ЕДИНЕНИЕ"""	248	6	12	16	15	7	16	16	17	15	8	0	7	1	3	7	2	3	10	10	1	3	4	2	12	1	3	10	8	12	3	3	0	11	4					
		1.28%	0.45%	1.18%	1.39%	1.46%	0.70%	1.11%	0.98%	1.24%	1.16%	0.54%	0.0%	2.42%	0.45%	1.75%	1.51%	0.51%	1.50%	3.73%	1.29%	0.83%	1.19%	1.73%	0.64%	2.85%	1.29%	3.29%	2.77%	2.32%	3.22%	1.53%	1.72%	0.0%	3.75%	1.02%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	329	20	13	17	16	25	37	30	23	28	31	1	5	0	5	2	5	1	1	16	1	7	3	3	5	0	0	3	4	5	5	3	1	4	9					
