Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																			
Дата голосования: 04.12.2011																																			
																																			
Наименование Избирательной комиссии:    Ульчская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732					
1	"Число избирателей, внесенных в список избирателей"	14959	559	74	456	297	592	205	126	714	1423	605	373	63	270	275	801	457	563	578	289	2928	526	300	115	185	197	1150	720	118					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14766	500	71	430	250	600	200	125	700	1450	570	370	60	300	330	850	500	500	500	300	2700	500	300	120	200	200	1300	720	120					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	81	0	0	0	0	10	0	0	0	0	0	0	0	0	42	0	0	0	0	0	29	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7506	267	55	263	220	313	110	102	344	731	267	194	41	160	186	354	250	309	264	179	1197	233	127	103	110	131	591	358	47					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	957	46	2	21	12	57	24	0	36	141	30	11	4	10	12	70	38	39	62	27	104	63	27	3	17	3	69	26	3					
6	Число погашенных избирательных бюллетеней	6222	187	14	146	18	220	66	23	320	578	273	165	15	130	90	426	212	152	174	94	1370	204	146	14	73	66	640	336	70					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1038	46	2	21	12	67	24	0	36	141	30	11	4	10	54	70	38	39	62	27	133	63	27	3	17	3	69	26	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7506	267	55	263	220	313	110	102	344	731	267	194	41	160	186	354	250	309	264	179	1197	233	127	103	110	131	591	358	47					
9	Число недействительных избирательных бюллетеней	152	1	0	15	4	2	0	3	6	13	10	5	0	1	6	7	9	6	4	6	26	10	1	1	5	1	7	2	1					
10	Число действительных избирательных бюллетеней	8392	312	57	269	228	378	134	99	374	859	287	200	45	169	234	417	279	342	322	200	1304	286	153	105	122	133	653	382	49					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	233	5	5	5	5	10	5	5	10	40	5	5	5	5	13	10	5	5	5	5	20	5	5	10	5	5	20	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	124	0	5	0	0	7	5	5	4	31	5	0	2	0	11	7	5	1	0	3	11	2	0	10	5	0	3	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	116	1	0	3	39	2	2	0	3	14	1	2	1	0	4	3	2	1	0	3	18	3	2	1	2	1	7	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	109	5	0	5	5	3	0	0	6	9	0	5	3	5	2	3	0	4	5	2	9	3	5	0	0	5	17	3	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1085	35	2	30	32	54	26	6	55	142	33	24	9	21	15	43	33	41	47	28	174	40	19	2	13	9	95	52	5					
		12.70%	11.18%	3.51%	10.56%	13.79%	14.21%	19.40%	5.88%	14.47%	16.28%	11.11%	11.71%	20.00%	12.35%	6.25%	10.14%	11.46%	11.78%	14.42%	13.59%	13.08%	13.51%	12.34%	1.89%	10.24%	6.72%	14.39%	13.54%	10.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1518	35	4	36	51	87	16	15	58	96	63	31	2	38	36	60	13	63	57	35	379	59	27	4	33	16	122	72	10					
		17.77%	11.18%	7.02%	12.68%	21.98%	22.89%	11.94%	14.71%	15.26%	11.01%	21.21%	15.12%	4.44%	22.35%	15.00%	14.15%	4.51%	18.10%	17.48%	16.99%	28.50%	19.93%	17.53%	3.77%	25.98%	11.94%	18.48%	18.75%	20.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	100	4	0	5	4	4	0	0	4	7	2	2	0	1	3	1	4	9	2	3	18	5	4	0	3	0	8	6	1					
		1.17%	1.28%	0.00%	1.76%	1.72%	1.05%	0.00%	0.00%	1.05%	0.80%	0.67%	0.98%	0.00%	0.59%	1.25%	0.24%	1.39%	2.59%	0.61%	1.46%	1.35%	1.69%	2.60%	0.00%	2.36%	0.00%	1.21%	1.56%	2.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1197	37	1	37	56	40	12	6	57	145	25	32	2	15	18	88	58	35	58	15	196	31	12	3	17	23	123	50	5					
		14.01%	11.82%	1.75%	13.03%	24.14%	10.53%	8.96%	5.88%	15.00%	16.63%	8.42%	15.61%	4.44%	8.82%	7.50%	20.75%	20.14%	10.06%	17.79%	7.28%	14.74%	10.47%	7.79%	2.83%	13.39%	17.16%	18.64%	13.02%	10.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	184	6	0	12	4	7	0	0	14	18	7	0	0	1	4	7	7	9	6	5	41	5	4	1	0	1	22	3	0					
		2.15%	1.92%	0.00%	4.23%	1.72%	1.84%	0.00%	0.00%	3.68%	2.06%	2.36%	0.00%	0.00%	0.59%	1.67%	1.65%	2.43%	2.59%	1.84%	2.43%	3.08%	1.69%	2.60%	0.94%	0.00%	0.75%	3.33%	0.78%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4265	195	50	148	79	185	79	72	184	450	154	108	32	93	158	216	162	184	149	112	486	146	84	95	56	83	278	199	28					
		49.92%	62.30%	87.72%	52.11%	34.05%	48.68%	58.96%	70.59%	48.42%	51.61%	51.85%	52.68%	71.11%	54.71%	65.83%	50.94%	56.25%	52.87%	45.71%	54.37%	36.54%	49.32%	54.55%	89.62%	44.09%	61.94%	42.12%	51.82%	56.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	43	0	0	1	2	1	1	0	2	1	3	3	0	0	0	2	2	1	3	2	10	0	3	0	0	1	5	0	0					
		0.50%	0.00%	0.00%	0.35%	0.86%	0.26%	0.75%	0.00%	0.53%	0.11%	1.01%	1.46%	0.00%	0.00%	0.00%	0.47%	0.69%	0.29%	0.92%	0.97%	0.75%	0.00%	1.95%	0.00%	0.00%	0.75%	0.76%	0.00%	0.00%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
