Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Ульчская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741					
1	"Число избирателей, внесенных в списки избирателей"	15598	512	74	451	316	628	207	105	720	1697	636	329	62	282	350	913	477	598	643	327	1117	1894	485	284	128	217	212	1205	612	117					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15621	563	75	490	293	568	227	125	685	1450	620	325	60	345	345	885	518	615	617	383	1045	1725	513	322	125	234	254	1340	736	138					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	111	0	0	0	0	30	0	0	0	0	0	0	0	0	34	0	0	0	0	0	21	26	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9524	346	69	308	241	353	173	104	397	995	315	233	46	223	213	530	297	441	348	254	553	890	296	190	121	156	159	713	474	86					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1059	39	3	27	5	44	13	0	36	149	49	11	2	19	18	58	51	53	53	56	66	42	51	44	3	22	6	100	29	10					
6	Число погашенных избирательных бюллетеней	4927	178	3	155	47	141	41	21	252	306	256	81	12	103	80	297	170	121	216	73	405	767	166	88	1	56	89	527	233	42					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1170	39	3	27	5	74	13	0	36	149	49	11	2	19	52	58	51	53	53	56	87	68	51	44	3	22	6	100	29	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9524	346	69	308	241	353	173	104	397	995	315	233	46	223	213	530	297	441	348	254	553	890	296	190	121	156	159	713	474	86					
9	Число недействительных избирательных бюллетеней	116	4	0	1	1	3	1	2	6	12	9	0	1	0	5	2	2	5	4	2	11	20	5	3	1	1	0	8	7	0					
10	Число действительных избирательных бюллетеней	10578	381	72	334	245	424	185	102	427	1132	355	244	47	242	260	586	346	489	397	308	629	938	342	231	123	177	165	805	496	96					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	260	5	5	5	5	10	5	10	10	30	10	5	5	5	5	10	5	5	5	5	20	20	10	5	5	5	10	25	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	114	0	3	0	2	9	5	8	5	26	6	4	3	2	1	10	0	0	0	2	0	2	1	0	5	4	10	6	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	165	1	0	2	44	3	2	1	1	21	2	1	2	1	5	16	1	2	1	3	5	28	4	0	0	4	3	9	3	0					
14	Число погашенных неиспользованных открепительных удостоверений	146	5	2	5	3	1	0	2	5	4	4	1	2	3	4	0	5	5	5	3	20	18	9	5	0	1	0	19	10	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
