Выборы Президента Российской Федерации																																								
																																								
Наименование Избирательной комиссии:    Западнодвинская																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282					
1	"Число избирателей, внесенных в список"	15701	659	466	1018	807	1259	1052	1045	967	838	72	258	76	164	376	212	258	324	352	442	295	906	110	260	227	128	355	120	170	279	200	154	885	967					
2	Число полученных избирательных бюллетеней	15819	663	469	1020	820	1270	1055	1055	980	846	72	258	80	170	380	213	260	324	356	450	296	910	110	262	230	130	355	120	170	280	200	160	885	970					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6557	281	182	426	200	580	446	403	406	309	72	137	49	83	196	108	93	94	149	84	117	400	58	110	117	58	154	71	60	160	78	56	427	393					
5	"Число избирательных бюллетеней, выданных вне помещения"	2784	55	28	41	239	54	28	116	21	163	0	60	14	37	75	83	94	156	107	253	129	217	35	90	90	56	121	21	44	58	52	61	47	139					
6	Число погашенных избирательных бюллетеней	6478	327	259	553	381	636	581	536	553	374	0	61	17	50	109	22	73	74	100	113	50	293	17	62	23	16	80	28	66	62	70	43	411	438					
7	Число избирательных бюллетеней в переносных ящиках	2784	55	28	41	239	54	28	116	21	163	0	60	14	37	75	83	94	156	107	253	129	217	35	90	90	56	121	21	44	58	52	61	47	139					
8	Число бюллетеней в стационарных ящиках для голосования	6557	281	182	426	200	580	446	403	406	309	72	137	49	83	196	108	93	94	149	84	117	400	58	110	117	58	154	71	60	160	78	56	427	393					
9	Число недействительных избирательных бюллетеней	35	0	2	3	3	1	1	3	2	2	0	0	0	1	1	0	0	2	0	0	0	7	1	0	0	0	0	0	0	1	1	0	4	0					
10	Число действительных избирательных бюллетеней	9306	336	208	464	436	633	473	516	425	470	72	197	63	119	270	191	187	248	256	337	246	610	92	200	207	114	275	92	104	217	129	117	470	532					
11	Число полученных открепительных  удостоверений	389	4	10	20	15	20	20	20	15	15	0	10	10	10	10	10	10	10	10	15	10	15	10	10	10	10	10	10	10	10	10	10	15	15					
12	Число выданных открепительных удостоверений	39	1	4	0	0	2	0	2	1	2	0	0	2	2	1	0	0	0	1	4	1	3	1	1	0	2	2	2	0	0	0	0	3	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	37	2	0	7	2	1	3	1	2	0	0	1	0	0	2	1	1	1	0	1	0	1	1	1	0	0	2	0	1	2	0	0	1	3					
14	Число неиспользованных открепительных удостоверений	350	3	6	20	15	18	20	18	14	13	0	10	8	8	9	10	10	10	9	11	9	12	9	9	10	8	8	8	10	10	10	10	12	13					
15	"Число открепительных удостоверений, выданных в ТИК"	11	0	1	2	1	0	0	1	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																								
18	. Глазьев Сергей Юрьевич	280	27	12	5	8	34	22	22	8	15	4	4	7	6	3	2	4	3	13	3	5	9	0	6	1	2	8	3	3	3	4	4	13	17					
		3.00%	8.04%	5.71%	1.07%	1.82%	5.36%	4.64%	4.24%	1.87%	3.18%	5.56%	2.03%	11.11%	5.00%	1.11%	1.05%	2.14%	1.20%	5.08%	0.89%	2.03%	1.46%	0.00%	3.00%	0.48%	1.75%	2.91%	3.26%	2.88%	1.38%	3.08%	3.42%	2.74%	3.20%					
19	. Малышкин Олег Александрович	180	10	3	12	16	6	6	5	8	13	2	4	1	4	0	1	13	3	1	3	5	12	4	8	8	1	6	3	1	1	2	3	9	6					
		1.93%	2.98%	1.43%	2.57%	3.64%	0.95%	1.27%	0.96%	1.87%	2.75%	2.78%	2.03%	1.59%	3.33%	0.00%	0.52%	6.95%	1.20%	0.39%	0.89%	2.03%	1.94%	4.30%	4.00%	3.86%	0.88%	2.18%	3.26%	0.96%	0.46%	1.54%	2.56%	1.90%	1.13%					
20	. Миронов Сергей Михайлович	95	5	0	6	4	3	9	4	3	9	0	2	0	1	1	2	3	5	3	8	0	9	0	4	1	0	2	1	0	1	0	0	4	5					
		1.02%	1.49%	0.00%	1.28%	0.91%	0.47%	1.90%	0.77%	0.70%	1.91%	0.00%	1.02%	0.00%	0.83%	0.37%	1.05%	1.60%	2.00%	1.17%	2.37%	0.00%	1.46%	0.00%	2.00%	0.48%	0.00%	0.73%	1.09%	0.00%	0.46%	0.00%	0.00%	0.84%	0.94%					
21	. Путин Владимир Владимирович	6503	230	132	313	300	433	306	318	299	332	50	141	52	85	235	170	127	165	182	268	180	360	69	113	120	96	189	66	83	164	97	75	344	409					
		69.62%	68.45%	62.86%	67.02%	68.34%	68.30%	64.56%	61.27%	70.02%	70.34%	69.44%	71.57%	82.54%	70.83%	86.72%	89.01%	67.91%	66.00%	71.09%	79.53%	73.17%	58.35%	74.19%	56.50%	57.97%	84.21%	68.73%	71.74%	79.81%	75.23%	74.62%	64.10%	72.57%	76.88%					
22	. Хакамада Ирина Муцуовна	160	2	4	6	11	8	8	13	8	5	1	1	0	0	3	4	2	12	6	3	3	17	1	1	9	2	9	0	2	2	2	1	5	9					
		1.71%	0.60%	1.90%	1.28%	2.51%	1.26%	1.69%	2.50%	1.87%	1.06%	1.39%	0.51%	0.00%	0.00%	1.11%	2.09%	1.07%	4.80%	2.34%	0.89%	1.22%	2.76%	1.08%	0.50%	4.35%	1.75%	3.27%	0.00%	1.92%	0.92%	1.54%	0.85%	1.05%	1.69%					
23	. Харитонов Николай Михайлович	1899	53	48	115	92	133	118	144	92	81	15	38	2	20	22	10	34	46	44	47	47	191	18	64	62	13	58	16	13	44	24	30	85	80					
		20.33%	15.77%	22.86%	24.63%	20.96%	20.98%	24.89%	27.75%	21.55%	17.16%	20.83%	19.29%	3.17%	16.67%	8.12%	5.24%	18.18%	18.40%	17.19%	13.95%	19.11%	30.96%	19.35%	32.00%	29.95%	11.40%	21.09%	17.39%	12.50%	20.18%	18.46%	25.64%	17.93%	15.04%					
																																								
24	Против всех	189	9	9	7	5	16	4	10	7	15	0	7	1	3	6	2	4	14	7	5	6	12	0	4	6	0	3	3	2	2	0	4	10	6					
		2.02%	2.68%	4.29%	1.50%	1.14%	2.52%	0.84%	1.93%	1.64%	3.18%	0.00%	3.55%	1.59%	2.50%	2.21%	1.05%	2.14%	5.60%	2.73%	1.48%	2.44%	1.94%	0.00%	2.00%	2.90%	0.00%	1.09%	3.26%	1.92%	0.92%	0.00%	3.42%	2.11%	1.13%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
