Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																			
Дата голосования: 04.12.2011																																																			
																																																			
Наименование Избирательной комиссии:    Красногвардейская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №1793					
1	"Число избирателей, внесенных в список избирателей"	18482	356	440	388	357	264	172	336	458	550	374	136	188	864	331	252	299	297	1406	1326	1311	670	235	299	230	197	283	608	784	309	331	561	188	290	137	594	131	231	750	273	210	59	83	530	394					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18590	360	450	390	360	270	170	330	460	570	370	130	180	880	330	250	300	300	1430	1310	1330	680	230	300	230	200	280	610	800	310	330	570	190	290	130	600	130	230	750	280	210	50	80	540	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9439	184	264	158	211	130	97	191	191	272	185	74	94	375	195	132	194	131	646	644	709	408	116	152	123	112	136	342	431	128	209	306	83	146	69	305	71	132	333	98	111	34	50	276	191					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1177	11	33	66	16	25	21	22	62	17	18	12	11	64	13	13	12	35	58	76	13	10	12	20	18	10	11	19	31	24	19	31	64	14	3	41	9	33	88	30	19	4	5	40	24					
6	Число погашенных избирательных бюллетеней	7974	165	153	166	133	115	52	117	207	281	167	44	75	441	122	105	94	134	726	590	608	262	102	128	89	78	133	249	338	158	102	233	43	130	58	254	50	65	329	152	80	12	25	224	185					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1177	11	33	66	16	25	21	22	62	17	18	12	11	64	13	13	12	35	58	76	13	10	12	20	18	10	11	19	31	24	19	31	64	14	3	41	9	33	88	30	19	4	5	40	24					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9428	184	264	158	211	130	97	191	191	272	185	74	94	375	195	132	194	131	646	644	709	398	116	152	123	112	136	342	431	128	209	306	83	146	69	304	71	132	333	98	111	34	50	276	191					
9	Число недействительных избирательных бюллетеней	83	1	7	1	2	0	1	1	3	0	4	1	2	2	0	3	1	0	6	7	5	4	0	2	0	3	1	5	3	0	2	2	0	0	0	3	0	0	4	1	1	0	0	1	4					
10	Число действительных избирательных бюллетеней	10522	194	290	223	225	155	117	212	250	289	199	85	103	437	208	142	205	166	698	713	717	404	128	170	141	119	146	356	459	152	226	335	147	160	72	342	80	165	417	127	129	38	55	315	211					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	229	4	5	5	5	2	0	5	6	7	4	2	2	12	4	3	4	4	20	17	10	8	3	4	3	4	6	7	10	4	8	8	2	3	0	8	0	3	10	3	2	0	0	7	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	229	4	5	5	5	2	0	5	6	7	4	2	2	12	4	3	4	4	20	17	10	8	3	4	3	4	6	7	10	4	8	8	2	3	0	8	0	3	10	3	2	0	0	7	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	98	2	1	1	1	0	5	13	1	1	2	1	2	4	1	2	2	2	8	9	0	3	1	1	0	1	0	5	3	4	0	1	1	0	0	7	1	0	5	1	2	0	0	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	1	2	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1718	25	39	37	43	32	24	34	31	51	35	11	20	67	50	19	19	36	139	140	152	99	15	23	19	14	11	36	60	11	37	55	22	40	9	58	5	29	51	15	19	3	2	40	41					
		16.20%	12.82%	13.13%	16.52%	18.94%	20.65%	20.34%	15.96%	12.25%	17.65%	17.24%	12.79%	19.05%	15.26%	24.04%	13.10%	9.22%	21.69%	19.74%	19.44%	21.05%	24.26%	11.72%	13.37%	13.48%	11.48%	7.48%	9.97%	12.99%	7.24%	16.23%	16.32%	14.97%	25.00%	12.50%	16.81%	6.25%	17.58%	12.11%	11.72%	14.62%	7.89%	3.64%	12.66%	19.07%					
