Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Новоселовская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777					
1	"Число избирателей, внесенных в список избирателей"	11355	1646	1500	1715	750	133	84	87	90	46	605	160	44	47	221	131	106	199	120	76	606	364	142	716	312	373	103	488	171	320					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11040	1500	1500	1600	720	136	84	87	91	47	600	164	47	47	224	131	108	208	127	75	600	360	137	700	300	380	100	470	167	330					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6045	822	708	821	366	75	60	58	67	40	286	87	34	28	131	84	72	145	63	36	320	203	91	451	236	212	63	255	93	138					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	442	26	115	52	33	1	2	5	0	0	13	10	0	0	16	8	2	7	12	5	43	13	1	26	2	17	9	5	7	12					
6	Число погашенных избирательных бюллетеней	4553	652	677	727	321	60	22	24	24	7	301	67	13	19	77	39	34	56	52	34	237	144	45	223	62	151	28	210	67	180					
7	Число избирательных бюллетеней в переносных ящиках для голосования	442	26	115	52	33	1	2	5	0	0	13	10	0	0	16	8	2	7	12	5	43	13	1	26	2	17	9	5	7	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6045	822	708	821	366	75	60	58	67	40	286	87	34	28	131	84	72	145	63	36	320	203	91	451	236	212	63	255	93	138					
9	Число недействительных избирательных бюллетеней	93	12	12	13	6	3	3	0	2	0	1	1	1	0	2	0	1	5	2	0	5	5	1	5	2	4	2	1	1	3					
10	Число действительных избирательных бюллетеней	6394	836	811	860	393	73	59	63	65	40	298	96	33	28	145	92	73	147	73	41	358	211	91	472	236	225	70	259	99	147					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	290	35	35	35	15	5	3	3	3	3	15	5	3	3	7	4	4	6	5	3	15	10	5	15	10	10	3	15	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	37	3	10	6	1	0	0	0	0	1	3	0	1	0	4	0	0	2	1	0	0	0	1	0	0	1	0	2	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	28	6	0	6	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	3	0	0	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	253	32	25	29	14	5	3	3	3	2	12	5	2	3	3	4	4	4	4	3	15	10	4	15	10	9	3	13	4	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	853	137	121	131	59	8	4	9	15	0	33	6	4	4	15	5	1	7	21	5	86	20	8	36	30	28	4	23	13	20					
		13.15%	16.16%	14.70%	15.01%	14.79%	10.53%	6.45%	14.29%	22.39%	0.00%	11.04%	6.19%	11.76%	14.29%	10.20%	5.43%	1.35%	4.61%	28.00%	12.20%	23.69%	9.26%	8.70%	7.55%	12.61%	12.23%	5.56%	8.85%	13.00%	13.33%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1150	170	151	166	73	9	17	4	18	5	42	11	1	6	20	20	17	23	8	14	63	28	10	103	40	34	10	32	22	33					
		17.73%	20.05%	18.35%	19.01%	18.30%	11.84%	27.42%	6.35%	26.87%	12.50%	14.05%	11.34%	2.94%	21.43%	13.61%	21.74%	22.97%	15.13%	10.67%	34.15%	17.36%	12.96%	10.87%	21.59%	16.81%	14.85%	13.89%	12.31%	22.00%	22.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	63	5	9	4	4	1	0	0	0	2	5	1	0	0	5	1	2	1	1	1	4	1	0	5	0	5	1	3	1	1					
		0.97%	0.59%	1.09%	0.46%	1.00%	1.32%	0.00%	0.00%	0.00%	5.00%	1.67%	1.03%	0.00%	0.00%	3.40%	1.09%	2.70%	0.66%	1.33%	2.44%	1.10%	0.46%	0.00%	1.05%	0.00%	2.18%	1.39%	1.15%	1.00%	0.67%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1488	185	214	212	122	17	16	21	16	6	75	36	7	7	50	13	20	32	5	2	70	62	20	98	20	44	10	69	16	23					
		22.94%	21.82%	26.00%	24.28%	30.58%	22.37%	25.81%	33.33%	23.88%	15.00%	25.08%	37.11%	20.59%	25.00%	34.01%	14.13%	27.03%	21.05%	6.67%	4.88%	19.28%	28.70%	21.74%	20.55%	8.40%	19.21%	13.89%	26.54%	16.00%	15.33%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	95	19	11	19	9	1	1	0	0	1	1	1	0	0	1	5	8	2	0	0	6	2	0	3	1	1	0	1	1	1					
		1.46%	2.24%	1.34%	2.18%	2.26%	1.32%	1.61%	0.00%	0.00%	2.50%	0.33%	1.03%	0.00%	0.00%	0.68%	5.43%	10.81%	1.32%	0.00%	0.00%	1.65%	0.93%	0.00%	0.63%	0.42%	0.44%	0.00%	0.38%	1.00%	0.67%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2708	312	301	323	124	37	21	29	16	26	141	41	21	9	53	48	25	80	38	19	128	97	53	224	142	112	45	130	45	68					
		41.75%	36.79%	36.57%	36.99%	31.08%	48.68%	33.87%	46.03%	23.88%	65.00%	47.16%	42.27%	61.76%	32.14%	36.05%	52.17%	33.78%	52.63%	50.67%	46.34%	35.26%	44.91%	57.61%	46.96%	59.66%	48.91%	62.50%	50.00%	45.00%	45.33%					
