Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																		
Дата голосования: 04.12.2011																																																		
																																																		
Наименование Избирательной комиссии:    Прокопьевская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371					
1	"Число избирателей, внесенных в список избирателей"	24618	1356	605	121	167	438	147	364	932	376	1540	789	503	154	434	163	821	187	1297	600	797	396	214	639	444	265	426	1119	222	335	234	1100	235	256	915	473	356	801	702	1040	1254	111	1205	85					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23311	1187	616	116	160	431	135	371	925	355	130	784	502	152	423	167	880	188	1258	579	928	390	210	620	430	253	430	1182	240	325	220	1121	210	250	910	445	357	875	876	1036	1248	100	1211	85					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16437	945	433	100	142	345	101	260	471	239	120	629	433	121	341	138	487	141	935	480	598	368	155	494	320	165	384	664	160	285	188	744	137	165	792	264	266	436	404	656	880	85	905	61					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3114	195	33	11	8	16	32	36	122	93	3	65	25	20	48	10	109	19	204	23	199	19	24	38	31	44	21	167	62	31	32	43	48	27	104	181	16	230	298	144	198	4	68	13					
6	Число погашенных избирательных бюллетеней	3760	47	150	5	10	70	2	75	332	23	7	90	44	11	34	19	284	28	119	76	131	3	31	88	79	44	25	351	18	9	0	334	25	58	14	0	75	209	174	236	170	11	238	11					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3114	195	33	11	8	16	32	36	122	93	3	65	25	20	48	10	109	19	204	23	199	19	24	38	31	44	21	167	62	31	32	43	48	27	104	181	16	230	298	144	198	4	68	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16420	945	433	100	142	345	101	260	471	239	120	612	433	121	341	138	487	141	935	480	598	368	155	494	320	165	384	664	160	285	188	744	137	165	792	264	266	436	404	656	880	85	905	61					
9	Число недействительных избирательных бюллетеней	334	50	8	0	1	0	0	0	15	2	0	16	4	0	0	1	6	1	12	16	13	0	32	11	7	4	11	46	2	2	0	14	2	5	0	0	4	25	12	0	6	0	6	0					
10	Число действительных избирательных бюллетеней	19200	1090	458	111	149	361	133	296	578	330	123	661	454	141	389	147	590	159	1127	487	784	387	147	521	344	205	394	785	220	314	220	773	183	187	896	445	278	641	690	800	1072	89	967	74					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	399	9	10	4	3	5	3	5	10	5	3	15	6	3	7	1	12	8	12	15	15	11	10	10	1	3	30	10	5	2	3	19	5	1	35	2	17	16	15	11	10	3	26	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	393	9	10	4	3	5	3	5	10	5	3	15	6	3	7	1	12	8	12	15	15	11	10	10	1	3	30	10	1	0	3	19	5	1	35	2	17	16	15	11	10	3	26	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	630	252	8	2	2	17	3	5	5	6	2	9	5	3	3	3	28	6	37	28	8	5	4	16	9	7	10	12	31	7	0	10	8	4	13	24	4	12	9	2	4	2	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
