Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
"Наименование Избирательной комиссии:    Барнаул, Ленинская"																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166					
1	"Число избирателей, внесенных в список избирателей"	111009	2320	2400	2317	2018	1924	1896	2744	2568	2375	2165	2486	2375	2235	2382	2211	2354	2213	2112	2341	2078	2442	2461	2388	1864	1349	1371	1803	2234	2151	2370	2155	2181	2377	2034	2706	2692	2888	2745	2129	2113	2299	2157	2039	2024	1649	1653	1807	962	1803	2549	1777	241	82					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	101200	2000	2200	2000	1800	1800	1700	2400	2300	2100	1900	2300	2100	2000	2100	2000	2100	2000	1800	2100	1900	2300	2400	2300	1600	1200	1300	1700	2100	1800	2300	2100	2100	2100	1900	2600	2600	2400	2600	1900	1900	2200	1900	1900	1900	1500	1500	1600	850	1600	2300	1600	400	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	56250	1155	1175	1217	1009	992	958	1465	1275	1292	1123	1256	1328	1150	1359	1153	1306	1134	1241	1251	1172	1261	1379	1186	940	652	690	921	1043	1033	1115	1035	864	1213	989	1489	1322	1412	1536	1130	1029	906	1050	1069	1120	841	751	837	212	757	1371	940	77	69					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2324	44	51	51	29	48	34	54	60	41	25	32	21	50	22	35	21	18	36	52	41	36	33	46	35	26	25	39	17	139	36	21	42	98	25	64	39	62	39	40	45	44	35	31	40	16	7	40	65	59	166	30	116	3					
6	Число погашенных избирательных бюллетеней	42626	801	974	732	762	760	708	881	965	767	752	1012	751	800	719	812	773	848	523	797	687	1003	988	1068	625	522	585	740	1040	628	1149	1044	1194	789	886	1047	1239	926	1025	730	826	1250	815	800	740	643	742	723	573	784	763	630	207	78					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2324	44	51	51	29	48	34	54	60	41	25	32	21	50	22	35	21	18	36	52	41	36	33	46	35	26	25	39	17	139	36	21	42	98	25	64	39	62	39	40	45	44	35	31	40	16	7	40	65	59	166	30	116	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	56151	1147	1175	1215	1009	991	957	1463	1275	1288	1123	1256	1327	1150	1355	1151	1305	1133	1228	1250	1169	1261	1379	1186	940	652	690	921	1043	1032	1115	1035	864	1213	988	1488	1322	1404	1535	1130	1029	865	1050	1069	1120	840	751	837	212	757	1371	939	77	69					
9	Число недействительных избирательных бюллетеней	1209	28	66	20	15	21	21	28	18	27	16	18	25	26	20	25	25	23	21	22	31	26	39	22	23	16	10	14	31	21	14	23	24	10	28	18	37	28	40	23	22	23	12	26	33	15	23	20	7	16	27	35	6	1					
10	Число действительных избирательных бюллетеней	57266	1163	1160	1246	1023	1018	970	1489	1317	1302	1132	1270	1323	1174	1357	1161	1301	1128	1243	1280	1179	1271	1373	1210	952	662	705	946	1029	1150	1137	1033	882	1301	985	1534	1324	1438	1534	1147	1052	886	1073	1074	1127	841	735	857	270	800	1510	934	187	71					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1933	23	52	41	34	50	29	32	30	23	49	34	44	33	55	39	44	44	38	34	35	36	50	36	22	22	42	35	42	39	57	61	44	45	36	34	49	70	43	25	31	40	30	37	45	21	33	24	26	32	38	25	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1908	23	50	40	34	49	29	32	30	22	48	32	43	33	55	38	44	43	36	34	35	36	50	35	22	21	42	35	42	39	57	61	42	45	34	34	47	70	43	25	31	40	29	37	44	21	32	24	26	32	38	24	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1855	139	20	126	13	17	17	115	78	73	43	28	96	84	94	57	75	21	83	24	31	12	20	14	18	10	18	10	32	15	9	14	15	42	13	21	22	16	19	34	35	12	23	19	21	9	21	23	5	14	23	13	29	20					
14	Число погашенных неиспользованных открепительных удостоверений	25	0	2	1	0	1	0	0	0	1	1	2	1	0	0	1	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	510	7	8	10	13	7	6	21	16	26	22	7	13	7	9	12	21	7	8	8	5	20	7	13	10	4	8	9	20	10	10	8	7	7	5	17	10	13	14	11	8	7	11	11	9	5	4	6	3	1	5	4	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
