Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
Наименование Избирательной комиссии:    Барышская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67					
1	"Число избирателей, внесенных в списки избирателей"	22194	719	782	83	246	332	1341	1133	100	237	113	1585	733	649	332	213	53	158	380	225	85	1239	1794	1297	608	131	694	218	139	125	493	243	252	412	106	245	288	562	68	81	433	166	710	238	914	317	922					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23140	720	820	85	250	340	1370	1150	100	250	110	1630	760	670	360	220	55	160	390	230	100	1310	1940	1350	650	130	730	240	160	150	510	250	250	430	100	260	290	600	70	90	480	180	730	240	930	340	960					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14321	474	632	81	211	243	665	523	70	140	70	1122	600	422	222	155	41	93	275	149	57	685	1048	700	485	96	442	151	111	91	321	195	157	304	87	151	214	410	58	59	292	115	494	160	560	198	492					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1916	56	31	0	12	30	75	82	7	32	13	20	11	49	31	14	11	24	53	56	12	142	113	82	24	27	67	13	12	15	63	12	16	32	6	21	22	37	3	19	49	23	68	17	59	43	312					
6	Число погашенных избирательных бюллетеней	6903	190	157	4	27	67	630	545	23	78	27	488	149	199	107	51	3	43	62	25	31	483	779	568	141	7	221	76	37	44	126	43	77	94	7	88	54	153	9	12	139	42	168	63	311	99	156					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1916	56	31	0	12	30	75	82	7	32	13	20	11	49	31	14	11	24	53	56	12	142	113	82	24	27	67	13	12	15	63	12	16	32	6	21	22	37	3	19	49	23	68	17	59	43	312					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14321	474	632	81	211	243	665	523	70	140	70	1122	600	422	222	155	41	93	275	149	57	685	1048	700	485	96	442	151	111	91	321	195	157	304	87	151	214	410	58	59	292	115	494	160	560	198	492					
9	Число недействительных избирательных бюллетеней	133	25	6	3	0	0	19	2	0	0	1	3	0	3	0	0	0	1	2	0	0	2	6	10	5	0	7	0	2	0	26	0	2	3	0	0	0	1	0	0	1	0	0	2	1	0	0					
10	Число действительных избирательных бюллетеней	16104	505	657	78	223	273	721	603	77	172	82	1139	611	468	253	169	52	116	326	205	69	825	1155	772	504	123	502	164	121	106	358	207	171	333	93	172	236	446	61	78	340	138	562	175	618	241	804					
