Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Богучанская																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009					
1	"Число избирателей, внесенных в списки"	33284	63	417	1767	681	70	40	191	408	1401	1494	160	1574	1121	1150	1251	1099	1329	1002	772	1227	1131	373	2002	2036	229	595	2401	95	2176	1323	638	1503	513	1029	23					
2	"Число бюллетеней, полученных участковыми комиссиями"	33167	66	456	1713	666	72	47	201	411	1401	1513	160	1549	1101	1150	1225	1002	1319	980	800	1243	1113	386	1900	2030	225	624	2460	96	2194	1330	625	1543	523	1020	23					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13223	63	197	518	280	57	25	96	207	546	592	76	568	447	383	473	407	451	413	355	508	436	166	762	667	103	317	1074	69	891	552	295	606	207	416	0					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	968	0	8	111	2	0	3	1	19	69	74	22	35	20	16	8	96	20	19	12	36	30	31	42	33	3	0	47	3	34	38	42	35	25	34	0					
6	Число погашенных бюллетеней	18964	3	251	1084	384	15	19	104	185	786	847	62	946	634	751	744	499	848	548	433	699	647	189	1096	1330	119	307	1339	24	1269	740	288	902	291	570	11					
7	Число бюллетеней в переносных ящиках для голосования	980	0	8	111	2	0	3	1	19	69	74	22	35	20	16	8	96	20	19	12	36	30	31	42	33	3	0	47	3	34	38	42	35	25	34	12					
8	Число бюллетеней в стационарных ящиках для голосования	13213	63	197	518	280	57	25	96	207	546	592	76	568	447	383	473	407	451	413	355	508	436	166	762	657	103	317	1074	69	891	552	295	606	207	416	0					
9	Число недействительных бюллетеней	130	0	2	9	6	1	2	4	7	8	6	1	3	7	7	2	1	2	1	0	4	5	3	0	3	0	1	14	0	7	2	4	5	6	6	1					
10	Число действительных бюллетеней	14063	63	203	620	276	56	26	93	219	607	660	97	600	460	392	479	502	469	431	367	540	461	194	804	687	106	316	1107	72	918	588	333	636	226	444	11					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	352	3	7	20	10	3	5	5	5	15	10	10	20	10	10	20	10	10	10	10	10	10	5	10	10	5	9	20	5	20	10	10	10	10	10	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	72	0	1	1	1	0	0	0	1	0	2	0	17	3	4	10	5	1	1	4	1	0	1	2	2	2	0	3	0	0	1	4	1	0	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	37	0	2	1	1	0	0	1	0	2	1	0	4	0	0	1	1	0	0	1	0	1	2	1	3	0	0	4	0	1	2	3	0	3	2	0					
14	Число погашенных открепительных удостоверений	280	3	6	19	9	3	5	5	4	15	8	10	3	7	6	10	5	9	9	6	9	10	4	8	8	3	9	17	5	20	9	6	9	10	6	5					
15	Число открепительных удостоверений выданных ТИК	5	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	"1. ""ЕДИНЕНИЕ"""	194	0	2	8	3	3	2	1	2	4	11	2	7	3	13	1	5	10	1	8	10	9	3	13	7	4	7	9	1	9	8	5	17	1	5	0					
		1.36%	0.0%	0.97%	1.27%	1.06%	5.26%	7.14%	1.03%	0.88%	0.65%	1.65%	2.04%	1.16%	0.64%	3.25%	0.20%	0.99%	2.12%	0.23%	2.17%	1.83%	1.93%	1.52%	1.61%	1.01%	3.77%	2.20%	0.80%	1.38%	0.97%	1.35%	1.48%	2.65%	0.43%	1.11%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	157	0	1	7	2	0	1	3	0	4	3	0	14	5	13	16	5	5	11	6	6	2	1	9	6	0	0	14	0	7	3	4	2	0	7	0					
		1.10%	0.0%	0.48%	1.11%	0.70%	0.0%	3.57%	3.09%	0.0%	0.65%	0.45%	0.0%	2.32%	1.07%	3.25%	3.32%	0.99%	1.06%	2.54%	1.63%	1.10%	0.42%	0.50%	1.11%	0.86%	0.0%	0.0%	1.24%	0.0%	0.75%	0.50%	1.18%	0.31%	0.0%	1.55%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	414	1	2	24	9	1	0	4	17	25	18	1	21	18	14	15	11	8	15	10	9	12	2	17	3	0	12	34	0	43	16	12	21	7	12	0					
		2.91%	1.58%	0.97%	3.81%	3.19%	1.75%	0.0%	4.12%	7.52%	4.06%	2.70%	1.02%	3.48%	3.85%	3.50%	3.11%	2.18%	1.69%	3.47%	2.72%	1.65%	2.57%	1.01%	2.11%	0.43%	0.0%	3.78%	3.03%	0.0%	4.64%	2.71%	3.56%	3.27%	3.01%	2.66%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	280	2	2	10	6	1	1	2	1	7	2	3	11	11	12	12	16	19	19	14	3	5	2	17	19	3	8	24	1	15	4	5	12	3	8	0					
		1.97%	3.17%	0.97%	1.58%	2.12%	1.75%	3.57%	2.06%	0.44%	1.13%	0.30%	3.06%	1.82%	2.35%	3.00%	2.49%	3.18%	4.03%	4.39%	3.81%	0.55%	1.07%	1.01%	2.11%	2.75%	2.83%	2.52%	2.14%	1.38%	1.62%	0.67%	1.48%	1.87%	1.29%	1.77%	0.0%					
22	"5. ""За Русь Святую"""	69	1	0	3	3	0	1	4	1	0	8	4	3	0	1	1	5	0	1	2	3	0	0	4	0	0	1	4	0	8	3	2	1	3	1	1					
		0.48%	1.58%	0.0%	0.47%	1.06%	0.0%	3.57%	4.12%	0.44%	0.0%	1.20%	4.08%	0.49%	0.0%	0.25%	0.20%	0.99%	0.0%	0.23%	0.54%	0.55%	0.0%	0.0%	0.49%	0.0%	0.0%	0.31%	0.35%	0.0%	0.86%	0.50%	0.59%	0.15%	1.29%	0.22%	8.33%					
23	"6. ""Объединенная Российская партия ""Русь"""	25	0	0	3	0	0	1	0	1	0	1	0	0	0	2	0	2	1	0	0	0	2	0	3	2	0	1	1	0	1	2	1	1	0	0	0					
		0.17%	0.0%	0.0%	0.47%	0.0%	0.0%	3.57%	0.0%	0.44%	0.0%	0.15%	0.0%	0.0%	0.0%	0.50%	0.0%	0.39%	0.21%	0.0%	0.0%	0.0%	0.42%	0.0%	0.37%	0.28%	0.0%	0.31%	0.08%	0.0%	0.10%	0.33%	0.29%	0.15%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	63	1	0	1	1	0	0	0	0	3	4	1	2	1	1	1	1	1	4	4	2	3	3	5	1	0	2	4	2	2	4	1	1	3	4	0					
		0.44%	1.58%	0.0%	0.15%	0.35%	0.0%	0.0%	0.0%	0.0%	0.48%	0.60%	1.02%	0.33%	0.21%	0.25%	0.20%	0.19%	0.21%	0.92%	1.08%	0.36%	0.64%	1.52%	0.62%	0.14%	0.0%	0.63%	0.35%	2.77%	0.21%	0.67%	0.29%	0.15%	1.29%	0.88%	0.0%					
