Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
"Наименование Избирательной комиссии:    Волгоград, Краснооктябрьская"																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754					
1	"Число избирателей, внесенных в список избирателей"	123448	2582	2497	2494	2190	1734	2614	1896	2494	2187	1992	2107	900	1718	2075	1960	1722	2557	2502	2671	2587	2420	2342	2523	2180	2371	1858	2017	2345	2437	2371	2008	2499	1058	2506	2241	2580	2565	2745	2609	1907	2691	2373	2556	2506	2788	1903	2528	2361	2294	2544	2494	2343	2297	2709					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	119600	2600	2400	2500	2200	1750	2100	1850	2500	2200	1950	1800	850	1600	2000	1950	1750	2600	2550	2650	2600	2450	2350	2500	2150	2350	1600	2000	2250	2100	2100	1800	2400	1050	2500	2200	2500	2600	2750	2500	1550	2650	2400	2550	2500	2800	1900	2550	2350	2300	2400	2550	2350	2000	2200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	56200	1083	1030	1212	1159	742	1428	887	1124	949	981	844	447	653	804	941	811	1142	1210	1367	1246	1127	1081	1150	1008	1009	714	847	1095	976	983	736	990	367	1321	1210	1384	1211	1340	1146	898	1235	1178	1079	1265	1261	892	1265	1110	1029	1005	1193	1026	1095	914					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3491	45	38	47	47	39	37	19	35	48	27	128	9	54	43	36	17	23	27	25	26	35	56	57	35	32	193	62	44	190	17	38	48	85	36	50	48	53	33	107	94	42	32	42	44	38	12	29	26	21	211	72	87	350	402					
6	Число погашенных избирательных бюллетеней	59906	1472	1332	1241	994	969	634	944	1341	1203	942	828	394	893	1153	973	922	1435	1313	1258	1328	1287	1213	1293	1107	1309	693	1091	1111	934	1100	1026	1362	598	1143	940	1068	1336	1377	1247	557	1373	1190	1429	1191	1501	996	1256	1214	1250	1184	1285	1237	555	884					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3491	45	38	47	47	39	37	19	35	48	27	128	9	54	43	36	17	23	27	25	26	35	56	57	35	32	193	62	44	190	17	38	48	85	36	50	48	53	33	107	94	42	32	42	44	38	12	29	26	21	211	72	87	350	402					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	56195	1083	1030	1212	1159	742	1428	887	1124	949	981	844	447	653	804	941	811	1142	1210	1367	1246	1126	1081	1150	1008	1009	714	847	1094	976	983	736	990	367	1321	1210	1384	1211	1340	1145	898	1233	1178	1079	1265	1261	892	1265	1110	1029	1005	1193	1026	1095	914					
9	Число недействительных избирательных бюллетеней	920	13	17	16	18	13	22	12	19	18	27	9	9	9	15	18	11	15	10	18	11	16	15	27	19	13	13	11	22	16	14	17	14	7	22	10	17	24	8	16	6	30	22	19	14	30	14	24	42	22	28	18	12	16	22					
10	Число действительных избирательных бюллетеней	58766	1115	1051	1243	1188	768	1443	894	1140	979	981	963	447	698	832	959	817	1150	1227	1374	1261	1145	1122	1180	1024	1028	894	898	1116	1150	986	757	1024	445	1335	1250	1415	1240	1365	1236	986	1245	1188	1102	1295	1269	890	1270	1094	1028	1188	1247	1101	1429	1294					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2145	36	54	43	36	36	36	36	41	36	43	38	18	36	36	36	18	46	43	64	43	43	36	43	43	36	36	18	35	43	36	36	36	36	36	43	36	43	43	53	36	43	28	43	50	43	43	43	43	43	43	52	43	43	43					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1659	31	37	34	33	23	28	24	37	21	34	23	11	19	20	24	17	37	43	60	29	39	31	34	26	23	28	17	27	36	21	27	29	21	29	33	23	29	32	43	28	31	21	41	44	37	38	33	37	40	29	45	32	32	38					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1170	18	18	15	20	11	22	40	26	20	43	13	8	13	9	23	11	17	17	33	25	21	18	18	24	21	21	15	36	12	13	21	17	10	32	44	26	25	17	21	17	56	27	17	22	21	18	21	27	11	20	17	24	27	31					
14	Число погашенных неиспользованных открепительных удостоверений	486	5	17	9	3	13	8	12	4	15	9	15	7	17	16	12	1	9	0	4	14	4	5	9	17	13	8	1	8	7	15	9	7	15	7	10	13	14	11	10	8	12	7	2	6	6	5	10	6	3	14	7	11	11	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	14044	222	231	340	329	190	385	248	327	273	253	172	103	130	204	231	202	274	302	278	270	305	264	309	266	273	170	229	239	299	225	147	251	94	355	312	336	316	338	311	207	320	296	239	339	295	184	235	218	183	285	334	284	314	308					
		23.53%	19.68%	21.63%	27.01%	27.28%	24.33%	26.28%	27.37%	28.21%	27.38%	25.10%	17.70%	22.59%	18.39%	24.09%	23.64%	24.40%	23.52%	24.41%	19.97%	21.23%	26.27%	23.22%	25.60%	25.50%	26.22%	18.74%	25.19%	21.00%	25.64%	22.50%	18.99%	24.18%	20.80%	26.16%	24.76%	23.46%	25.00%	24.62%	24.84%	20.87%	25.10%	24.46%	21.32%	25.90%	22.71%	20.35%	18.16%	19.19%	17.43%	23.44%	26.40%	25.52%	21.73%	23.40%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	9323	203	170	199	166	132	260	135	190	146	157	166	69	143	146	159	135	196	231	193	234	182	152	178	171	149	184	131	191	175	188	119	135	81	212	199	217	164	170	185	197	196	161	152	181	212	165	217	180	190	186	177	153	137	206					
		15.62%	17.99%	15.92%	15.81%	13.76%	16.90%	17.75%	14.90%	16.39%	14.64%	15.58%	17.08%	15.13%	20.23%	17.24%	16.27%	16.30%	16.82%	18.67%	13.86%	18.40%	15.68%	13.37%	14.75%	16.40%	14.31%	20.29%	14.41%	16.78%	15.01%	18.80%	15.37%	13.01%	17.92%	15.62%	15.79%	15.15%	12.97%	12.38%	14.78%	19.86%	15.37%	13.31%	13.56%	13.83%	16.32%	18.25%	16.77%	15.85%	18.10%	15.30%	13.99%	13.75%	9.48%	15.65%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	807	15	12	19	14	6	21	12	18	14	17	13	3	6	12	20	7	12	20	33	20	16	18	12	15	15	9	10	14	13	8	15	9	4	26	9	16	20	32	19	14	16	15	18	13	11	14	17	17	20	12	14	12	17	23					
		1.35%	1.33%	1.12%	1.51%	1.16%	0.77%	1.43%	1.32%	1.55%	1.40%	1.69%	1.34%	0.66%	0.85%	1.42%	2.05%	0.85%	1.03%	1.62%	2.37%	1.57%	1.38%	1.58%	0.99%	1.44%	1.44%	0.99%	1.10%	1.23%	1.11%	0.80%	1.94%	0.87%	0.88%	1.92%	0.71%	1.12%	1.58%	2.33%	1.52%	1.41%	1.25%	1.24%	1.61%	0.99%	0.85%	1.55%	1.31%	1.50%	1.90%	0.99%	1.11%	1.08%	1.18%	1.75%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	14902	289	294	316	332	224	328	224	266	270	267	232	108	184	213	256	194	266	259	404	285	273	300	274	273	287	181	213	307	292	261	206	245	103	329	351	368	328	403	288	225	271	285	299	353	309	202	375	290	265	337	296	294	311	297					
		24.97%	25.62%	27.53%	25.10%	27.53%	28.68%	22.39%	24.72%	22.95%	27.08%	26.49%	23.87%	23.68%	26.03%	25.15%	26.20%	23.43%	22.83%	20.94%	29.02%	22.41%	23.51%	26.39%	22.70%	26.17%	27.57%	19.96%	23.43%	26.98%	25.04%	26.10%	26.61%	23.60%	22.79%	24.24%	27.86%	25.70%	25.95%	29.35%	23.00%	22.68%	21.25%	23.55%	26.67%	26.97%	23.79%	22.35%	28.98%	25.53%	25.24%	27.71%	23.40%	26.42%	21.52%	22.57%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3666	58	59	73	60	29	57	45	69	57	64	78	30	36	40	51	45	63	62	127	88	67	74	87	71	75	33	31	37	66	53	60	54	22	66	74	107	93	98	77	62	91	95	87	94	121	73	68	98	86	79	93	69	54	60					
		6.14%	5.14%	5.52%	5.80%	4.98%	3.71%	3.89%	4.97%	5.95%	5.72%	6.35%	8.02%	6.58%	5.09%	4.72%	5.22%	5.43%	5.41%	5.01%	9.12%	6.92%	5.77%	6.51%	7.21%	6.81%	7.20%	3.64%	3.41%	3.25%	5.66%	5.30%	7.75%	5.20%	4.87%	4.86%	5.87%	7.47%	7.36%	7.14%	6.15%	6.25%	7.14%	7.85%	7.76%	7.18%	9.31%	8.08%	5.26%	8.63%	8.19%	6.50%	7.35%	6.20%	3.74%	4.56%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15538	324	277	284	281	182	377	223	262	212	212	291	131	194	209	242	229	328	335	327	349	285	306	309	221	220	307	277	322	295	237	208	321	139	333	303	360	314	310	344	272	336	326	300	306	306	246	344	285	277	283	324	281	584	388					
		26.03%	28.72%	25.94%	22.56%	23.30%	23.30%	25.73%	24.61%	22.61%	21.26%	21.03%	29.94%	28.73%	27.44%	24.68%	24.77%	27.66%	28.15%	27.08%	23.49%	27.44%	24.55%	26.91%	25.60%	21.19%	21.13%	33.85%	30.47%	28.30%	25.30%	23.70%	26.87%	30.92%	30.75%	24.54%	24.05%	25.14%	24.84%	22.58%	27.48%	27.42%	26.35%	26.94%	26.76%	23.38%	23.56%	27.21%	26.58%	25.09%	26.38%	23.27%	25.61%	25.25%	40.42%	29.48%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	486	4	8	12	6	5	15	7	8	7	11	11	3	5	8	0	5	11	18	12	15	17	8	11	7	9	10	7	6	10	14	2	9	2	14	2	11	5	14	12	9	15	10	7	9	15	6	14	6	7	6	9	8	12	12					
		0.81%	0.35%	0.75%	0.95%	0.50%	0.64%	1.02%	0.77%	0.69%	0.70%	1.09%	1.13%	0.66%	0.71%	0.94%	0.00%	0.60%	0.94%	1.46%	0.86%	1.18%	1.46%	0.70%	0.91%	0.67%	0.86%	1.10%	0.77%	0.53%	0.86%	1.40%	0.26%	0.87%	0.44%	1.03%	0.16%	0.77%	0.40%	1.02%	0.96%	0.91%	1.18%	0.83%	0.62%	0.69%	1.15%	0.66%	1.08%	0.53%	0.67%	0.49%	0.71%	0.72%	0.83%	0.91%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
