Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
"Наименование Избирательной комиссии:    Волгоград, Краснооктябрьская"																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461					
1	"Число избирателей, внесенных в списки избирателей"	123323	2891	2851	2569	2297	2300	2211	1977	2652	2339	2691	906	1483	1807	2136	1865	2739	2684	2760	2704	2519	2496	2628	2256	2461	1481	2154	2507	2141	2256	1588	2881	1065	2603	2323	2649	2772	2577	2575	1751	2807	2551	2823	2735	2844	2600	2660	2943	2682	2617	2382	2106	2028					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	121220	2880	2710	2520	2310	2260	2200	1970	2610	2320	2600	900	1380	1660	2090	1860	2760	2680	2690	2690	2500	2480	2610	2240	2440	1400	2120	2490	2030	2080	1450	2720	1050	2590	2340	2570	2730	2540	2570	1690	2810	2520	2800	2710	2810	2590	2630	2880	2710	2610	2410	2110	1900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	58238	1280	1237	1233	1184	975	1096	957	1221	1085	1330	477	625	792	1012	917	1344	1320	1396	1276	1325	1197	1222	1058	1126	677	1027	1214	927	1018	632	1084	415	1328	1230	1450	1332	1292	1261	811	1306	1242	1181	1408	1320	1304	1305	1422	1211	1215	1089	1106	746					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1774	42	27	24	16	57	32	47	47	71	33	17	26	37	18	15	21	23	28	16	21	47	48	32	43	26	45	47	57	27	28	29	4	21	18	28	47	25	20	36	37	26	41	30	26	10	16	21	134	58	56	47	26					
6	Число погашенных избирательных бюллетеней	61208	1558	1446	1263	1110	1228	1072	966	1342	1164	1237	406	729	831	1060	928	1395	1337	1266	1398	1154	1236	1340	1150	1271	697	1048	1229	1046	1035	790	1607	631	1241	1092	1092	1351	1223	1289	843	1467	1252	1578	1272	1464	1276	1309	1437	1365	1337	1265	957	1128					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1772	42	27	24	16	57	32	47	47	71	33	17	26	37	18	15	21	23	28	16	21	47	48	32	43	26	45	47	57	27	28	29	4	21	18	28	47	25	20	34	37	26	41	30	26	10	16	21	134	58	56	47	26					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	58162	1280	1237	1233	1184	975	1096	956	1221	1085	1330	477	625	792	1012	917	1344	1320	1396	1276	1325	1197	1222	1058	1126	677	1027	1214	870	1018	632	1084	415	1320	1230	1450	1332	1292	1259	809	1305	1242	1181	1408	1320	1304	1305	1419	1211	1213	1089	1106	746					
9	Число недействительных избирательных бюллетеней	579	9	17	4	5	11	8	17	13	17	7	4	7	6	7	10	18	9	10	12	14	16	11	20	8	5	13	11	14	30	9	13	1	21	12	8	3	16	5	9	21	11	10	7	14	12	11	8	13	17	7	14	4					
10	Число действительных избирательных бюллетеней	59355	1313	1247	1253	1195	1021	1120	986	1255	1139	1356	490	644	823	1023	922	1347	1334	1414	1280	1332	1228	1259	1070	1161	698	1059	1250	913	1015	651	1100	418	1320	1236	1470	1376	1301	1274	834	1321	1257	1212	1431	1332	1302	1310	1432	1332	1254	1138	1139	768					
