Выборы Президента Российской Федерации																																																													
Дата голосования: 02.03.2008																																																													
																																																													
Наименование Избирательной комиссии:    Великоустюгская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
	Число участковых избирательных комиссий	54																																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	54																																																											
																																																													
		Сумма	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162					
1	"Число избирателей, включенных в списки избирателей"	49557	1285	1141	2510	1693	2161	1491	1710	2065	1325	1553	1400	1247	1771	1344	2163	724	188	1131	1567	1641	1453	1554	303	122	370	222	812	428	1232	418	220	300	375	1442	361	322	111	157	106	1027	1357	299	193	648	313	416	865	236	1197	689	398	641	574	286					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	48670	1200	1100	2400	1600	2200	1500	1600	2000	1300	1500	1300	1200	1800	1300	2200	700	300	1100	1500	1600	1400	1500	300	130	380	230	800	400	1300	400	200	300	380	1400	390	300	110	170	100	1000	1300	300	200	660	330	450	850	240	1200	700	400	650	550	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	26886	634	641	1492	977	1234	880	943	1062	635	812	775	718	960	686	1119	334	100	615	733	859	840	897	172	78	168	156	455	336	771	265	134	170	234	814	173	152	65	114	72	550	640	151	105	363	157	232	424	121	559	329	248	276	276	180					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	4538	61	18	70	62	54	75	64	68	75	78	81	25	94	97	104	90	80	101	108	121	95	124	59	33	110	23	92	18	171	51	34	79	50	308	127	84	19	17	14	64	119	60	40	68	39	138	128	49	180	191	76	158	144	50					
6	Число погашенных избирательных бюллетеней	17246	505	441	838	561	912	545	593	870	590	610	444	457	746	517	977	276	120	384	659	620	465	479	69	19	102	51	253	46	358	84	32	51	96	278	90	64	26	39	14	386	541	89	55	229	134	80	298	70	461	180	76	216	130	20					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4538	61	18	70	62	54	75	64	68	75	78	81	25	94	97	104	90	80	101	108	121	95	124	59	33	110	23	92	18	171	51	34	79	50	308	127	84	19	17	14	64	119	60	40	68	39	138	128	49	180	191	76	158	144	50					
8	Число бюллетеней в стационарных ящиках для голосования	26884	634	640	1492	977	1234	880	943	1062	635	812	775	718	960	686	1119	334	100	615	733	859	840	897	172	78	168	156	455	336	771	265	134	170	234	814	173	152	65	114	72	550	640	151	105	363	157	232	423	121	559	329	248	276	276	180					
9	Число недействительных избирательных бюллетеней	204	5	4	15	6	13	7	5	4	12	4	3	3	11	4	11	2	1	3	9	7	4	9	1	0	7	1	3	3	2	2	2	1	2	1	1	0	0	0	0	5	8	1	1	0	1	0	4	0	3	6	1	0	1	5					
10	Число действительных избирательных бюллетеней	31218	690	654	1547	1033	1275	948	1002	1126	698	886	853	740	1043	779	1212	422	179	713	832	973	931	1012	230	111	271	178	544	351	940	314	166	248	282	1121	299	236	84	131	86	609	751	210	144	431	195	370	547	170	736	514	323	434	419	225					
11	Число полученных открепительных  удостоверений	889	15	15	20	20	25	20	15	15	10	10	10	10	15	10	25	10	0	25	10	10	15	10	16	15	16	15	20	5	60	20	5	50	15	27	40	15	5	20	5	10	15	5	10	15	15	45	15	15	20	25	10	5	15	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	715	8	14	15	15	9	12	14	9	10	8	7	7	8	9	16	6	0	24	7	9	10	7	15	15	16	15	16	1	49	17	2	45	15	27	36	15	3	15	2	9	15	3	4	11	15	44	15	12	19	17	6	5	11	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	528	20	13	59	23	19	11	29	11	27	38	17	14	19	12	17	4	12	9	5	4	12	3	1	1	3	4	4	2	6	7	1	6	5	4	3	5	2	3	2	29	2	6	5	2	1	2	6	7	8	1	6	4	3	9					
