Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Валдайская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105					
1	"Число избирателей, внесенных в списки"	23130	1921	1634	1811	1151	1620	1057	1100	1199	712	1111	124	186	1136	242	805	449	232	180	312	237	195	441	97	137	842	462	282	1581	602	1118	154					
2	"Число бюллетеней, полученных участковыми комиссиями"	22664	1890	1600	1760	1130	1580	1040	1100	1200	700	1080	125	185	1120	240	780	430	210	186	310	230	202	440	95	139	830	465	280	1590	590	980	157					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11178	795	791	824	507	828	546	477	573	257	346	84	115	592	143	335	204	70	124	233	169	54	248	70	115	442	265	186	643	360	637	145					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	647	6	11	25	12	14	22	15	24	18	25	15	26	33	8	14	32	70	9	9	3	75	40	5	4	26	43	10	53	0	0	0					
6	Число погашенных бюллетеней	10838	1089	798	911	611	737	472	608	603	425	709	26	44	495	89	431	194	70	53	68	58	73	152	20	20	362	157	84	894	230	343	12					
7	Число бюллетеней в переносных ящиках для голосования	647	6	11	25	12	14	22	15	24	18	25	15	26	33	8	14	32	70	9	9	3	75	40	5	4	26	43	10	53	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	11172	795	791	824	506	827	543	477	573	257	345	84	115	592	143	335	204	70	124	233	169	54	248	70	115	442	265	186	643	360	637	145					
9	Число недействительных бюллетеней	117	1	7	9	4	11	6	4	6	5	4	0	2	0	0	4	7	7	3	3	0	0	2	0	0	8	2	6	9	2	5	0					
10	Число действительных бюллетеней	11702	800	795	840	514	830	559	488	591	270	366	99	139	625	151	345	229	133	130	239	172	129	286	75	119	460	306	190	687	358	632	145					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	349	19	15	15	15	15	15	15	15	15	15	7	7	15	7	15	7	7	7	7	7	7	7	7	7	15	7	7	15	15	15	7					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	83	7	4	3	4	3	5	2	4	1	1	0	1	3	0	3	0	0	2	1	1	0	5	0	1	8	1	4	6	3	5	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	62	2	3	2	4	2	1	2	2	0	2	3	1	2	1	1	4	2	4	2	3	1	0	3	1	6	2	1	0	0	4	1					
14	Число погашенных открепительных удостоверений	266	12	11	12	11	12	10	13	11	14	14	7	6	12	7	12	7	7	5	6	6	7	2	7	6	7	6	3	9	12	10	2					
15	Число открепительных удостоверений выданных ТИК	17	2	1	0	0	0	2	0	3	2	0	0	0	0	0	3	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	"1. ""ЕДИНЕНИЕ"""	120	6	10	9	2	8	3	2	6	2	5	0	2	7	1	3	0	2	6	1	2	1	4	0	0	8	1	4	13	5	7	0					
		1.01%	0.74%	1.24%	1.06%	0.38%	0.95%	0.53%	0.40%	1.00%	0.72%	1.35%	0.0%	1.41%	1.12%	0.66%	0.85%	0.0%	1.42%	4.51%	0.41%	1.16%	0.77%	1.38%	0.0%	0.0%	1.70%	0.32%	2.04%	1.86%	1.38%	1.09%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	233	12	24	18	14	22	13	13	22	3	6	0	2	11	0	7	4	2	4	1	2	0	1	0	0	12	0	5	4	9	22	0					
		1.97%	1.49%	2.99%	2.12%	2.70%	2.61%	2.30%	2.64%	3.68%	1.09%	1.62%	0.0%	1.41%	1.76%	0.0%	2.00%	1.69%	1.42%	3.00%	0.41%	1.16%	0.0%	0.34%	0.0%	0.0%	2.56%	0.0%	2.55%	0.57%	2.5%	3.45%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	336	16	17	22	12	25	25	10	25	7	11	1	5	23	14	7	8	3	1	5	6	0	9	2	5	17	3	5	9	10	29	4					
		2.84%	1.99%	2.11%	2.59%	2.31%	2.97%	4.42%	2.03%	4.18%	2.54%	2.97%	1.01%	3.54%	3.68%	9.27%	2.00%	3.38%	2.14%	0.75%	2.06%	3.48%	0.0%	3.12%	2.66%	4.20%	3.63%	0.97%	2.55%	1.29%	2.77%	4.55%	2.75%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	319	21	42	22	20	27	17	23	22	4	14	0	7	8	1	5	9	2	2	5	2	2	0	0	1	16	1	5	10	13	17	1					
		2.69%	2.62%	5.23%	2.59%	3.86%	3.21%	3.00%	4.67%	3.68%	1.45%	3.78%	0.0%	4.96%	1.28%	0.66%	1.43%	3.81%	1.42%	1.50%	2.06%	1.16%	1.55%	0.0%	0.0%	0.84%	3.41%	0.32%	2.55%	1.43%	3.61%	2.66%	0.68%					
22	"5. ""За Русь Святую"""	68	2	9	6	2	2	2	1	2	0	2	1	1	3	0	0	4	5	4	1	5	0	5	0	1	5	1	0	3	0	1	0					
		0.57%	0.24%	1.12%	0.70%	0.38%	0.23%	0.35%	0.20%	0.33%	0.0%	0.54%	1.01%	0.70%	0.48%	0.0%	0.0%	1.69%	3.57%	3.00%	0.41%	2.90%	0.0%	1.73%	0.0%	0.84%	1.06%	0.32%	0.0%	0.43%	0.0%	0.15%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	35	2	4	4	2	1	0	2	2	0	3	1	0	1	0	0	0	0	0	0	0	2	0	0	1	3	0	0	1	0	6	0					
		0.29%	0.24%	0.49%	0.47%	0.38%	0.11%	0.0%	0.40%	0.33%	0.0%	0.81%	1.01%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.55%	0.0%	0.0%	0.84%	0.64%	0.0%	0.0%	0.14%	0.0%	0.94%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	46	2	2	1	7	1	1	3	0	1	0	0	0	1	0	5	2	0	0	2	2	1	0	0	0	0	0	1	1	3	8	2					
		0.38%	0.24%	0.24%	0.11%	1.35%	0.11%	0.17%	0.60%	0.0%	0.36%	0.0%	0.0%	0.0%	0.16%	0.0%	1.43%	0.84%	0.0%	0.0%	0.82%	1.16%	0.77%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.14%	0.83%	1.25%	1.37%					
25	"8. ""Народно-республиканская партия России"""	10	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	1	0					
		0.08%	0.12%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	1.23%	0.0%	0.0%	0.0%	0.0%	0.84%	0.21%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%					
