Выборы Президента Российской Федерации																																																																								
Дата голосования: 02.03.2008																																																																								
																																																																								
Наименование Избирательной комиссии:    Тляратинская																																																																								
																																																																								
Сводная таблица результатов выборов																																																																								
																																																																								
	Число участковых избирательных комиссий	65																																																																						
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	65																																																																						
																																																																								
		Сумма	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430					
1	"Число избирателей, включенных в списки избирателей"	12595	205	249	77	85	66	89	80	73	165	44	134	199	80	142	415	113	152	201	153	284	174	215	173	124	845	81	256	65	175	421	200	111	158	115	198	132	132	226	68	89	46	123	225	87	109	160	131	96	23	754	430	365	244	281	299	273	575	319	250	46	79	269	186	96	165					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12130	200	240	70	80	60	80	80	70	160	40	130	190	60	140	410	110	140	200	150	280	170	210	170	120	840	80	250	60	170	400	190	100	150	110	190	130	130	220	60	80	40	120	220	80	100	160	120	90	20	750	400	360	240	280	290	230	570	300	250	45	75	265	150	95	160					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	10781	195	240	70	78	60	77	57	70	160	40	124	190	60	135	380	100	128	198	146	280	159	210	170	112	810	78	248	60	170	380	190	100	145	110	181	110	130	220	60	80	40	120	216	76	99	140	90	86	20	480	400	301	210	232	194	135	380	255	182	40	67	206	118	72	111					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	283	3	0	0	2	0	0	23	0	0	0	6	0	0	5	25	10	0	2	4	0	11	0	0	8	10	0	0	0	0	20	0	0	3	0	9	20	0	0	0	0	0	0	3	4	1	15	21	4	0	26	0	22	0	0	0	0	15	0	0	0	0	11	0	0	0					
6	Число погашенных избирательных бюллетеней	1066	2	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	12	0	0	0	0	0	0	0	20	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	5	9	0	0	244	0	37	30	48	96	95	175	45	68	5	8	48	32	23	49					
7	Число избирательных бюллетеней в переносных ящиках для голосования	283	3	0	0	2	0	0	23	0	0	0	6	0	0	5	25	10	0	2	4	0	11	0	0	8	10	0	0	0	0	20	0	0	3	0	9	20	0	0	0	0	0	0	3	4	1	15	21	4	0	26	0	22	0	0	0	0	15	0	0	0	0	11	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	10781	195	240	70	78	60	77	57	70	160	40	124	190	60	135	380	100	128	198	146	280	159	210	170	112	810	78	248	60	170	380	190	100	145	110	181	110	130	220	60	80	40	120	216	76	99	140	90	86	20	480	400	301	210	232	194	135	380	255	182	40	67	206	118	72	111					
9	Число недействительных избирательных бюллетеней	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	5	0	0	0	1	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	8	0	2	3	0	2	0	5	3	0	0	0	0	1	0	0					
10	Число действительных избирательных бюллетеней	11025	198	240	70	80	60	77	80	70	160	40	130	190	60	140	404	109	128	200	150	280	170	210	170	120	815	78	248	60	169	396	190	99	148	110	190	130	130	220	59	80	40	120	219	80	100	155	110	90	20	498	400	321	207	232	192	135	390	252	182	40	67	217	117	72	111					
11	Число полученных открепительных  удостоверений	330	10	4	4	4	4	4	4	4	4	4	4	4	4	4	10	4	4	4	4	10	4	4	4	4	20	4	4	4	4	10	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	10	10	10	4	4	4	4	10	10	4	4	4	4	4	4	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число неиспользованных открепительных удостоверений	330	10	4	4	4	4	4	4	4	4	4	4	4	4	4	10	4	4	4	4	10	4	4	4	4	20	4	4	4	4	10	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	10	10	10	4	4	4	4	10	10	4	4	4	4	4	4	4					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																								
18	Богданов Андрей Владимирович	20	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	2	1	0					
		0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	1.30%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	1.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	1.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	1.69%	1.39%	0.00%					
19	Жириновский Владимир Вольфович	108	1	1	0	0	0	5	1	0	2	0	1	0	1	0	2	0	2	0	0	0	3	0	0	2	7	0	4	0	9	8	0	0	2	2	2	0	0	1	0	0	0	0	6	0	7	1	2	0	0	8	3	1	2	0	3	1	3	0	2	0	0	0	4	5	4					
		0.98%	0.51%	0.42%	0.00%	0.00%	0.00%	6.49%	1.25%	0.00%	1.25%	0.00%	0.77%	0.00%	1.67%	0.00%	0.49%	0.00%	1.56%	0.00%	0.00%	0.00%	1.76%	0.00%	0.00%	1.67%	0.85%	0.00%	1.61%	0.00%	5.29%	2.00%	0.00%	0.00%	1.35%	1.82%	1.05%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	2.74%	0.00%	7.00%	0.65%	1.80%	0.00%	0.00%	1.58%	0.75%	0.31%	0.95%	0.00%	1.55%	0.74%	0.76%	0.00%	1.10%	0.00%	0.00%	0.00%	3.39%	6.94%	3.60%					
20	Зюганов Геннадий Андреевич	813	4	30	0	3	3	14	5	6	51	2	8	8	1	3	14	2	35	3	2	34	12	0	0	3	23	7	12	2	25	26	8	2	8	3	6	0	0	2	7	0	0	2	9	3	12	9	0	1	1	102	75	16	4	21	14	27	11	25	22	8	3	14	32	6	22					
		7.35%	2.02%	12.50%	0.00%	3.75%	5.00%	18.18%	6.25%	8.57%	31.88%	5.00%	6.15%	4.21%	1.67%	2.14%	3.46%	1.82%	27.34%	1.50%	1.33%	12.14%	7.06%	0.00%	0.00%	2.50%	2.80%	8.97%	4.84%	3.33%	14.71%	6.50%	4.21%	2.00%	5.41%	2.73%	3.16%	0.00%	0.00%	0.91%	11.67%	0.00%	0.00%	1.67%	4.11%	3.75%	12.00%	5.81%	0.00%	1.11%	5.00%	20.16%	18.75%	4.95%	1.90%	9.05%	7.22%	20.00%	2.78%	9.80%	12.09%	20.00%	4.48%	6.45%	27.12%	8.33%	19.82%					
21	Медведев Дмитрий Анатольевич	10084	193	209	70	77	57	57	74	64	106	38	121	182	58	137	387	106	91	197	148	246	155	210	170	115	783	71	232	58	135	362	179	97	138	105	182	130	130	217	52	80	40	118	202	76	81	145	108	89	19	386	322	302	201	211	175	107	375	227	158	32	64	203	79	60	85					
		91.14%	97.47%	87.08%	100.00%	96.25%	95.00%	74.03%	92.50%	91.43%	66.25%	95.00%	93.08%	95.79%	96.67%	97.86%	95.56%	96.36%	71.09%	98.50%	98.67%	87.86%	91.18%	100.00%	100.00%	95.83%	95.49%	91.03%	93.55%	96.67%	79.41%	90.50%	94.21%	97.00%	93.24%	95.45%	95.79%	100.00%	100.00%	98.64%	86.67%	100.00%	100.00%	98.33%	92.24%	95.00%	81.00%	93.55%	97.30%	98.89%	95.00%	76.28%	80.50%	93.50%	95.71%	90.95%	90.21%	79.26%	94.94%	89.02%	86.81%	80.00%	95.52%	93.55%	66.95%	83.33%	76.58%					
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
