Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Верхнеуфалейская городская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903					
1	"Число избирателей, внесенных в списки"	30225	1648	1913	828	593	1421	1753	1508	1929	1823	1500	1716	1151	667	1061	807	913	1179	2039	664	229	613	173	1058	937	202	228	1065	155	200	252					
2	"Число бюллетеней, полученных участковыми комиссиями"	29766	1614	1785	760	580	1340	1680	1480	1755	1855	1430	1650	1220	640	1030	770	995	1140	1830	1130	227	620	173	1010	950	211	228	1040	155	206	262					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15223	783	915	296	365	746	911	821	852	1075	833	919	503	306	445	223	273	525	952	600	128	274	95	603	511	144	153	610	106	103	153					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1056	49	55	81	19	34	78	46	35	39	36	31	23	10	18	37	42	40	41	64	5	14	10	51	45	8	0	61	6	41	37					
6	Число погашенных бюллетеней	13487	782	815	383	196	560	691	613	868	741	561	700	694	324	567	510	680	575	837	466	94	332	68	356	394	59	75	369	43	62	72					
7	Число бюллетеней в переносных ящиках для голосования	1055	49	55	81	19	34	78	46	35	39	36	31	23	10	18	37	42	39	41	64	5	14	10	51	45	8	0	61	6	41	37					
8	Число бюллетеней в стационарных ящиках для голосования	15216	782	915	296	365	746	910	821	852	1075	832	918	503	306	445	223	273	525	951	600	128	273	95	603	510	144	153	610	106	103	153					
9	Число недействительных бюллетеней	295	16	14	12	16	14	16	12	19	6	18	16	10	15	6	8	5	10	17	10	3	13	8	4	4	4	6	10	1	1	1					
10	Число действительных бюллетеней	15976	815	956	365	368	766	972	855	868	1108	850	933	516	301	457	252	310	554	975	654	130	274	97	650	551	148	147	661	111	143	189					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	487	21	28	12	10	22	28	24	29	26	24	27	20	11	17	13	17	19	30	18	6	9	5	16	15	5	5	14	5	5	6					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	119	4	6	1	5	4	15	7	11	9	8	8	0	2	4	0	3	3	4	4	0	1	0	7	1	5	0	2	2	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	100	4	4	7	2	3	6	2	4	6	2	3	1	1	3	1	2	5	5	5	8	2	0	4	3	0	0	8	1	5	3					
14	Число погашенных открепительных удостоверений	368	17	22	11	5	18	13	17	18	17	16	19	20	9	13	13	14	16	26	14	6	8	5	9	14	0	5	12	3	5	3					
15	Число открепительных удостоверений выданных ТИК	11	2	1	1	0	0	0	0	0	1	0	0	2	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	"1. ""ЕДИНЕНИЕ"""	258	10	14	6	15	6	12	10	10	5	13	16	9	3	8	6	9	8	17	21	4	5	6	9	9	4	1	13	4	0	5					
		1.58%	1.20%	1.44%	1.59%	3.90%	0.76%	1.21%	1.15%	1.12%	0.44%	1.49%	1.68%	1.71%	0.94%	1.72%	2.30%	2.85%	1.41%	1.71%	3.16%	3.00%	1.74%	5.71%	1.37%	1.62%	2.63%	0.65%	1.93%	3.57%	0.0%	2.63%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	422	22	27	5	10	19	33	22	30	44	26	37	18	11	12	4	5	19	36	9	1	6	1	9	4	2	3	4	1	1	1					
		2.59%	2.64%	2.78%	1.32%	2.60%	2.43%	3.34%	2.53%	3.38%	3.94%	2.99%	3.89%	3.42%	3.48%	2.59%	1.53%	1.58%	3.36%	3.62%	1.35%	0.75%	2.09%	0.95%	1.37%	0.72%	1.31%	1.96%	0.59%	0.89%	0.69%	0.52%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1842	59	126	48	66	83	146	117	108	122	97	89	56	34	46	36	30	36	90	65	13	19	14	121	75	26	16	58	5	14	27					
		11.32%	7.09%	12.98%	12.73%	17.18%	10.64%	14.77%	13.49%	12.17%	10.95%	11.17%	9.37%	10.64%	10.75%	9.93%	13.84%	9.52%	6.38%	9.07%	9.78%	9.77%	6.62%	13.33%	18.50%	13.51%	17.10%	10.45%	8.64%	4.46%	9.72%	14.21%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	743	29	42	14	13	44	51	45	52	57	43	49	29	24	18	7	14	27	55	41	7	11	0	12	18	6	6	25	0	4	0					
		4.56%	3.48%	4.32%	3.71%	3.38%	5.64%	5.16%	5.19%	5.86%	5.11%	4.95%	5.16%	5.51%	7.59%	3.88%	2.69%	4.44%	4.78%	5.54%	6.17%	5.26%	3.83%	0.0%	1.83%	3.24%	3.94%	3.92%	3.72%	0.0%	2.77%	0.0%					
22	"5. ""За Русь Святую"""	56	1	3	0	1	3	2	1	10	3	2	8	1	1	1	1	1	1	3	0	0	4	2	2	1	0	2	1	0	1	0					
		0.34%	0.12%	0.30%	0.0%	0.26%	0.38%	0.20%	0.11%	1.12%	0.26%	0.23%	0.84%	0.19%	0.31%	0.21%	0.38%	0.31%	0.17%	0.30%	0.0%	0.0%	1.39%	1.90%	0.30%	0.18%	0.0%	1.30%	0.14%	0.0%	0.69%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	41	1	0	2	1	1	1	2	2	3	2	6	0	1	1	1	1	2	0	3	1	1	1	0	2	0	4	2	0	0	0					
		0.25%	0.12%	0.0%	0.53%	0.26%	0.12%	0.10%	0.23%	0.22%	0.26%	0.23%	0.63%	0.0%	0.31%	0.21%	0.38%	0.31%	0.35%	0.0%	0.45%	0.75%	0.34%	0.95%	0.0%	0.36%	0.0%	2.61%	0.29%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	92	8	4	7	4	2	7	2	7	6	1	5	2	1	6	0	3	3	8	1	0	2	0	2	3	2	1	3	0	0	2					
		0.56%	0.96%	0.41%	1.85%	1.04%	0.25%	0.70%	0.23%	0.78%	0.53%	0.11%	0.52%	0.38%	0.31%	1.29%	0.0%	0.95%	0.53%	0.80%	0.15%	0.0%	0.69%	0.0%	0.30%	0.54%	1.31%	0.65%	0.44%	0.0%	0.0%	1.05%					
25	"8. ""Народно-республиканская партия России"""	16	0	1	0	1	0	0	1	1	2	0	1	0	0	0	0	2	2	0	0	0	1	0	0	3	0	0	0	1	0	0					
		0.09%	0.0%	0.10%	0.0%	0.26%	0.0%	0.0%	0.11%	0.11%	0.17%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.63%	0.35%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.89%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	56	1	1	0	1	1	6	9	4	1	3	7	1	1	2	0	3	0	1	6	0	0	2	2	0	0	0	2	1	0	1					
		0.34%	0.12%	0.10%	0.0%	0.26%	0.12%	0.60%	1.03%	0.45%	0.08%	0.34%	0.73%	0.19%	0.31%	0.43%	0.0%	0.95%	0.0%	0.10%	0.90%	0.0%	0.0%	1.90%	0.30%	0.0%	0.0%	0.0%	0.29%	0.89%	0.0%	0.52%					
27	"10. ""Аграрная партия России"""	359	25	22	7	3	20	26	22	23	21	13	23	12	8	15	8	4	21	24	14	5	6	1	14	8	1	0	6	2	2	3					
		2.20%	3.00%	2.26%	1.85%	0.78%	2.56%	2.63%	2.53%	2.59%	1.88%	1.49%	2.42%	2.28%	2.53%	3.23%	3.07%	1.26%	3.72%	2.41%	2.10%	3.75%	2.09%	0.95%	2.14%	1.44%	0.65%	0.0%	0.89%	1.78%	1.38%	1.57%					
