Выборы Президента Российской Федерации																																
																																
Наименование Избирательной комиссии:    Должанская																																
																																
Итоги голосования 																																
																																
		Сумма	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295					
1	"Число избирателей, внесенных в список"	10080	375	325	271	180	532	329	305	257	534	255	298	263	232	479	198	1599	1715	188	333	119	371	456	200	145	121					
2	Число полученных избирательных бюллетеней	10150	375	330	279	179	534	343	305	270	525	253	289	265	230	478	199	1600	1738	191	331	120	379	465	201	148	123					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6548	331	249	72	97	305	221	197	111	402	161	167	182	118	300	115	1029	1278	112	253	99	186	267	112	99	85					
5	"Число избирательных бюллетеней, выданных вне помещения"	2520	28	57	195	80	202	98	97	143	102	87	122	74	85	133	70	182	136	65	76	15	176	138	83	46	30					
6	Число погашенных избирательных бюллетеней	1082	16	24	12	2	27	24	11	16	21	5	0	9	27	45	14	389	324	14	2	6	17	60	6	3	8					
7	Число избирательных бюллетеней в переносных ящиках	2520	28	57	195	80	202	98	97	143	102	87	122	74	85	133	70	182	136	65	76	15	176	138	83	46	30					
8	Число бюллетеней в стационарных ящиках для голосования	6548	331	249	72	97	305	221	197	111	402	161	167	182	118	300	115	1029	1278	112	253	99	186	267	112	99	85					
9	Число недействительных избирательных бюллетеней	87	0	0	1	0	5	33	2	0	1	0	0	1	0	3	0	20	11	0	1	1	4	3	1	0	0					
10	Число действительных избирательных бюллетеней	8981	359	306	266	177	502	286	292	254	503	248	289	255	203	430	185	1191	1403	177	328	113	358	402	194	145	115					
11	Число полученных открепительных  удостоверений	198	5	4	4	4	6	7	5	4	7	4	4	4	5	7	0	40	52	4	4	4	6	6	4	4	4					
12	Число выданных открепительных удостоверений	114	1	0	1	1	2	7	0	0	5	1	1	0	2	1	0	33	51	0	0	0	5	3	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	46	2	1	1	0	2	0	0	1	1	2	6	0	1	2	1	8	4	2	3	1	2	2	2	1	1					
14	Число неиспользованных открепительных удостоверений	84	4	4	3	3	4	0	5	4	2	3	3	4	3	6	0	7	1	4	4	4	1	3	4	4	4					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																
18	. Глазьев Сергей Юрьевич	211	11	8	4	4	18	3	5	0	16	4	6	4	2	4	1	38	56	6	1	0	15	3	1	1	0					
		2.33%	3.06%	2.61%	1.50%	2.26%	3.55%	0.94%	1.70%	0.00%	3.17%	1.61%	2.08%	1.56%	0.99%	0.92%	0.54%	3.14%	3.96%	3.39%	0.30%	0.00%	4.14%	0.74%	0.51%	0.69%	0.00%					
19	. Малышкин Олег Александрович	263	8	22	9	11	12	17	14	3	14	13	2	4	4	5	2	29	43	6	4	10	14	5	5	1	6					
		2.90%	2.23%	7.19%	3.37%	6.21%	2.37%	5.33%	4.76%	1.18%	2.78%	5.24%	0.69%	1.56%	1.97%	1.15%	1.08%	2.39%	3.04%	3.39%	1.22%	8.77%	3.87%	1.23%	2.56%	0.69%	5.22%					
20	. Миронов Сергей Михайлович	75	5	3	4	1	0	3	1	1	3	1	2	5	2	1	3	8	14	1	0	1	7	2	5	0	2					
		0.83%	1.39%	0.98%	1.50%	0.56%	0.00%	0.94%	0.34%	0.39%	0.60%	0.40%	0.69%	1.95%	0.99%	0.23%	1.62%	0.66%	0.99%	0.56%	0.00%	0.88%	1.93%	0.49%	2.56%	0.00%	1.74%					
21	. Путин Владимир Владимирович	5945	263	223	156	122	360	191	149	191	379	125	183	202	124	269	110	641	876	129	254	71	185	344	171	138	89					
		65.56%	73.26%	72.88%	58.43%	68.93%	71.01%	59.87%	50.68%	75.20%	75.20%	50.40%	63.32%	78.91%	61.08%	62.12%	59.46%	52.93%	61.95%	72.88%	77.20%	62.28%	51.10%	84.94%	87.69%	95.17%	77.39%					
22	. Хакамада Ирина Муцуовна	131	2	7	8	2	5	4	2	4	4	2	6	6	2	5	0	24	19	1	4	4	11	4	1	2	2					
		1.44%	0.56%	2.29%	3.00%	1.13%	0.99%	1.25%	0.68%	1.57%	0.79%	0.81%	2.08%	2.34%	0.99%	1.15%	0.00%	1.98%	1.34%	0.56%	1.22%	3.51%	3.04%	0.99%	0.51%	1.38%	1.74%					
23	. Харитонов Николай Михайлович	2147	64	40	81	34	94	61	118	54	78	101	88	34	59	145	69	398	330	30	58	24	122	36	10	3	16					
		23.68%	17.83%	13.07%	30.34%	19.21%	18.54%	19.12%	40.14%	21.26%	15.48%	40.73%	30.45%	13.28%	29.06%	33.49%	37.30%	32.87%	23.34%	16.95%	17.63%	21.05%	33.70%	8.89%	5.13%	2.07%	13.91%					
																																
24	Против всех	209	6	3	4	3	13	7	3	1	9	2	2	0	10	1	0	53	65	4	7	3	4	8	1	0	0					
		2.30%	1.67%	0.98%	1.50%	1.69%	2.56%	2.19%	1.02%	0.39%	1.79%	0.81%	0.69%	0.00%	4.93%	0.23%	0.00%	4.38%	4.60%	2.26%	2.13%	2.63%	1.10%	1.98%	0.51%	0.00%	0.00%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
