Выборы Президента Российской Федерации																																																													
Дата голосования: 02.03.2008																																																													
																																																													
Наименование Избирательной комиссии:    Кизлярская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
	Число участковых избирательных комиссий	54																																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	54																																																											
																																																													
		Сумма	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783					
1	"Число избирателей, включенных в списки избирателей"	37344	1743	314	1355	288	1088	1248	359	1085	225	1028	234	269	1281	781	266	538	413	192	1207	1067	1066	194	217	596	1275	1099	645	888	537	1148	189	878	889	528	410	853	683	696	306	594	487	349	541	1331	122	311	406	1820	405	994	260	411	816	419					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	35438	1645	300	1225	275	1030	1183	340	1025	215	980	221	255	1205	740	257	500	400	183	1142	1010	1100	183	205	566	1235	1045	585	845	512	1090	180	835	842	500	390	810	650	660	290	565	465	332	510	1265	116	295	385	1716	385	945	247	390	770	398					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	35029	1637	299	1225	258	1025	1183	339	985	211	980	221	251	1158	740	257	490	398	180	1142	1010	1029	183	205	536	1201	1043	585	840	512	1074	180	833	842	500	386	809	643	656	288	545	465	332	510	1255	116	295	385	1716	385	894	247	390	765	395					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	196	0	0	0	2	0	0	0	30	0	0	0	0	47	0	0	10	0	0	0	0	6	0	0	30	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	51	0	0	0	0					
6	Число погашенных избирательных бюллетеней	213	8	1	0	15	5	0	1	10	4	0	0	4	0	0	0	0	2	3	0	0	65	0	0	0	34	2	0	5	0	4	0	2	0	0	4	1	7	4	2	12	0	0	0	10	0	0	0	0	0	0	0	0	5	3					
7	Число избирательных бюллетеней в переносных ящиках для голосования	196	0	0	0	2	0	0	0	30	0	0	0	0	47	0	0	10	0	0	0	0	6	0	0	30	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	51	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	35028	1637	299	1225	258	1025	1183	339	985	211	980	221	251	1158	740	257	490	398	180	1142	1010	1029	183	205	536	1201	1043	585	840	511	1074	180	833	842	500	386	809	643	656	288	545	465	332	510	1255	116	295	385	1716	385	894	247	390	765	395					
9	Число недействительных избирательных бюллетеней	26	0	0	0	0	0	4	4	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
10	Число действительных избирательных бюллетеней	35198	1637	299	1225	260	1025	1179	335	1015	211	975	221	251	1205	735	257	500	398	180	1142	1010	1035	183	205	566	1201	1040	585	840	510	1086	180	830	842	500	386	809	643	656	288	553	465	332	510	1255	116	295	385	1716	385	945	247	389	765	395					
11	Число полученных открепительных  удостоверений	270	6	5	6	4	6	6	5	6	5	6	5	5	5	6	5	5	5	6	6	6	6	5	5	5	6	5	4	4	4	6	3	4	6	3	4	4	4	5	5	5	5	5	5	6	3	5	5	6	3	6	5	5	6	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
