Выборы Президента Российской Федерации																																																																	
Дата голосования: 04.03.2012																																																																	
																																																																	
Наименование Избирательной комиссии:    Кизлярская																																																																	
																																																																	
Сводная таблица итогов голосования																																																																	
																																																																	
	Число участковых избирательных комиссий	54																																																															
	Число участковых избирательных комиссий, приступивших к передаче сведений	54																																																															
																																																																	
		Сумма	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792									
1	Число избирателей, включенных в список избирателей	41720	1925	350	1392	276	1349	1501	412	1089	219	1120	257	286	1254	879	322	634	476	266	1435	1282	1197	213	240	579	1415	1219	713	995	620	1173	190	854	1053	616	497	1077	858	614	341	548	483	367	611	1605	118	349	478	1986	430	1303	290	478	976	510									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	40400	1840	340	1350	260	1300	1440	400	1060	200	1080	250	270	1210	850	310	610	460	260	1400	1240	1150	210	240	560	1380	1200	700	980	600	1150	190	830	1010	580	480	1050	830	600	330	530	480	350	600	1560	110	340	460	1930	400	1260	280	450	950	500									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	36935	1704	330	1246	254	1276	1380	398	946	167	607	240	148	1160	799	289	569	460	247	1300	1153	971	210	235	433	1267	1088	692	903	593	1004	186	787	957	572	447	1020	790	551	311	511	452	310	490	1445	110	332	449	1796	382	1026	276	450	767	449									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1798	38	0	33	0	0	0	0	50	30	446	0	120	15	13	16	20	0	0	100	12	113	0	0	123	30	0	0	0	1	69	0	0	0	7	31	0	0	17	13	15	7	40	110	0	0	0	0	0	0	153	0	0	146	30									
6	Число погашенных избирательных бюллетеней	1667	98	10	71	6	24	60	2	64	3	27	10	2	35	38	5	21	0	13	0	75	66	0	5	4	83	112	8	77	6	77	4	43	53	1	2	30	40	32	6	4	21	0	0	115	0	8	11	134	18	81	4	0	37	21									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1798	38	0	33	0	0	0	0	50	30	446	0	120	15	13	16	20	0	0	100	12	113	0	0	123	30	0	0	0	1	69	0	0	0	7	31	0	0	17	13	15	7	40	110	0	0	0	0	0	0	153	0	0	146	30									
8	Число бюллетеней в стационарных ящиках для голосования	36935	1704	330	1246	254	1276	1380	398	946	167	607	240	148	1160	799	289	569	460	247	1300	1153	971	210	235	433	1267	1088	692	903	593	1004	186	787	957	572	447	1020	790	551	311	511	452	310	490	1445	110	332	449	1796	382	1026	276	450	767	449									
9	Число недействительных избирательных бюллетеней	124	6	0	5	0	0	0	0	5	0	4	0	2	5	2	0	1	2	0	20	5	5	1	0	1	5	5	2	3	2	5	0	2	5	2	1	0	0	2	1	1	0	0	2	6	0	0	0	6	0	5	1	1	2	1									
10	Число действительных избирательных бюллетеней	38609	1736	330	1274	254	1276	1380	398	991	197	1049	240	266	1170	810	305	588	458	247	1380	1160	1079	209	235	555	1292	1083	690	900	592	1068	186	785	952	577	477	1020	790	566	323	525	459	350	598	1439	110	332	449	1790	382	1174	275	449	911	478									
11	Число полученных открепительных  удостоверений	54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0									
