Выборы Президента Российской Федерации																																			
																																			
Наименование Избирательной комиссии:    Озерская																																			
																																			
Итоги голосования 																																			
																																			
		Сумма	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877	УИК №1878	УИК №1879	УИК №1880	УИК №1881	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894					
1	"Число избирателей, внесенных в список"	30256	936	340	279	952	783	1126	703	1611	476	1200	286	1819	497	1892	1797	497	1535	1965	1052	1078	685	1572	1708	597	1987	625	1226	1032					
2	Число полученных избирательных бюллетеней	28360	900	350	280	900	750	1050	600	1500	450	1200	280	1700	450	1800	1700	450	1400	1900	900	1000	650	1500	1600	550	1900	550	1100	950					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	14891	419	191	106	494	356	504	271	792	196	513	85	937	276	944	910	243	796	1036	532	582	307	743	866	282	1084	302	584	540					
5	"Число избирательных бюллетеней, выданных вне помещения"	1617	131	56	94	69	94	151	114	13	44	219	80	42	30	54	38	16	28	42	53	20	14	28	26	8	15	52	64	22					
6	Число погашенных избирательных бюллетеней	11852	350	103	80	337	300	395	215	695	210	468	115	721	144	802	752	191	576	822	315	398	329	729	708	260	801	196	452	388					
7	Число избирательных бюллетеней в переносных ящиках	1616	131	56	94	69	94	151	114	13	44	219	80	42	30	54	38	16	28	42	52	20	14	28	26	8	15	52	64	22					
8	Число бюллетеней в стационарных ящиках для голосования	14877	419	191	106	494	356	504	271	792	196	513	85	937	276	944	910	243	796	1036	530	582	307	735	866	282	1082	302	582	540					
9	Число недействительных избирательных бюллетеней	166	6	1	1	5	11	8	3	6	0	9	3	11	0	10	9	2	9	7	9	3	6	13	0	2	13	1	10	8					
10	Число действительных избирательных бюллетеней	16327	544	246	199	558	439	647	382	799	240	723	162	968	306	988	939	257	815	1071	573	599	315	750	892	288	1084	353	636	554					
11	Число полученных открепительных  удостоверений	1498	45	20	15	45	40	55	30	80	20	60	15	90	25	95	90	25	75	100	50	55	35	75	90	30	100	30	60	48					
12	Число выданных открепительных удостоверений	338	12	12	0	7	14	13	4	10	6	10	0	19	2	29	25	2	14	18	1	16	4	22	22	5	32	6	13	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	294	7	8	0	4	8	20	44	2	8	5	8	10	5	5	7	6	1	6	60	5	7	8	17	4	9	11	11	8					
14	Число неиспользованных открепительных удостоверений	1160	33	8	15	38	26	42	26	70	14	50	15	71	23	66	65	23	61	82	49	39	31	53	68	25	68	24	47	28					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
