Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Притобольная																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830					
1	"Число избирателей, внесенных в список"	13376	1263	1129	1128	465	854	495	620	360	558	486	392	347	193	541	176	51	127	522	220	488	92	156	306	154	111	156	572	767	178	332	137					
2	Число полученных избирательных бюллетеней	13434	1246	1125	1120	466	895	486	622	367	550	488	399	356	195	554	179	54	129	526	218	496	93	160	315	153	113	156	565	756	180	333	139					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	8289	652	601	571	214	545	308	382	226	349	266	282	249	161	325	136	41	97	324	156	301	71	135	230	122	89	120	381	496	119	243	97					
5	"Число избирательных бюллетеней, выданных вне помещения"	1113	37	45	41	67	84	64	61	44	37	39	50	21	0	80	4	3	15	93	0	38	12	5	46	16	11	0	56	82	21	28	13					
6	Число погашенных избирательных бюллетеней	4032	557	479	508	185	266	114	179	97	164	183	67	86	34	149	39	10	17	109	62	157	10	20	39	15	13	36	128	178	40	62	29					
7	Число избирательных бюллетеней в переносных ящиках	1113	37	45	41	67	84	64	61	44	37	39	50	21	0	80	4	3	15	93	0	38	12	5	46	16	11	0	56	82	21	28	13					
8	Число бюллетеней в стационарных ящиках для голосования	8289	652	601	571	214	545	308	382	226	349	266	282	249	161	325	136	41	97	324	156	301	71	135	230	122	89	120	381	496	119	243	97					
9	Число недействительных избирательных бюллетеней	65	3	1	1	0	6	3	3	1	0	4	4	4	1	1	0	0	0	0	1	1	0	0	2	1	1	2	6	13	0	2	4					
10	Число действительных избирательных бюллетеней	9337	686	645	611	281	623	369	440	269	386	301	328	266	160	404	140	44	112	417	155	338	83	140	274	137	99	118	431	565	140	269	106					
11	Число полученных открепительных  удостоверений	339	27	25	25	12	23	13	16	10	14	13	10	9	5	14	5	3	3	14	6	13	3	4	8	5	3	4	14	20	5	9	4					
12	Число выданных открепительных удостоверений	105	6	10	8	1	8	2	3	9	3	2	3	5	0	11	2	0	0	3	0	6	0	1	1	2	0	0	3	15	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	56	3	2	1	0	4	4	0	3	8	5	1	1	0	0	1	0	0	2	2	4	0	0	1	0	0	0	3	7	1	2	1					
14	Число неиспользованных открепительных удостоверений	234	21	15	17	11	15	11	13	1	11	11	7	4	5	3	3	3	3	11	6	7	3	3	7	3	3	4	11	5	5	9	3					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																						
18	. Глазьев Сергей Юрьевич	266	21	30	23	10	12	5	19	8	8	7	9	3	9	17	3	0	6	9	5	12	0	5	7	6	0	0	11	15	1	3	2					
		2.83%	3.05%	4.64%	3.76%	3.56%	1.91%	1.34%	4.29%	2.96%	2.07%	2.30%	2.71%	1.11%	5.59%	4.20%	2.14%	0.00%	5.36%	2.16%	3.21%	3.54%	0.00%	3.57%	2.54%	4.35%	0.00%	0.00%	2.52%	2.60%	0.71%	1.11%	1.82%					
19	. Малышкин Олег Александрович	392	22	9	19	9	34	20	12	24	14	5	19	13	5	12	4	0	3	32	4	23	4	5	5	9	5	14	22	29	8	5	3					
		4.17%	3.19%	1.39%	3.10%	3.20%	5.41%	5.38%	2.71%	8.89%	3.63%	1.64%	5.72%	4.81%	3.11%	2.96%	2.86%	0.00%	2.68%	7.67%	2.56%	6.78%	4.82%	3.57%	1.81%	6.52%	5.00%	11.67%	5.03%	5.02%	5.71%	1.85%	2.73%					
20	. Миронов Сергей Михайлович	119	1	7	12	7	3	4	3	2	13	3	4	2	0	1	0	0	11	4	5	3	1	0	2	2	2	0	8	13	1	5	0					
		1.27%	0.15%	1.08%	1.96%	2.49%	0.48%	1.08%	0.68%	0.74%	3.37%	0.98%	1.20%	0.74%	0.00%	0.25%	0.00%	0.00%	9.82%	0.96%	3.21%	0.88%	1.20%	0.00%	0.72%	1.45%	2.00%	0.00%	1.83%	2.25%	0.71%	1.85%	0.00%					
21	. Путин Владимир Владимирович	5821	476	410	348	176	456	254	309	152	292	259	206	179	123	199	80	26	70	248	109	208	28	102	101	83	62	46	301	264	47	145	62					
		61.91%	69.09%	63.47%	56.86%	62.63%	72.50%	68.28%	69.75%	56.30%	75.65%	84.92%	62.05%	66.30%	76.40%	49.14%	57.14%	59.09%	62.50%	59.47%	69.87%	61.36%	33.73%	72.86%	36.59%	60.14%	62.00%	38.33%	68.88%	45.67%	33.57%	53.51%	56.36%					
22	. Хакамада Ирина Муцуовна	143	13	11	18	9	9	7	6	3	4	2	2	3	1	10	1	3	1	4	3	5	0	1	6	1	0	1	5	9	3	2	0					
		1.52%	1.89%	1.70%	2.94%	3.20%	1.43%	1.88%	1.35%	1.11%	1.04%	0.66%	0.60%	1.11%	0.62%	2.47%	0.71%	6.82%	0.89%	0.96%	1.92%	1.47%	0.00%	0.71%	2.17%	0.72%	0.00%	0.83%	1.14%	1.56%	2.14%	0.74%	0.00%					
