Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
Наименование Избирательной комиссии:    Район Кунцево																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2426	УИК №2427	УИК №2428	УИК №2429	УИК №2430	УИК №2431	УИК №2432	УИК №2433	УИК №2434	УИК №2435	УИК №2436	УИК №2437	УИК №2438	УИК №2439	УИК №2440	УИК №2441	УИК №3176	УИК №3177	УИК №3178	УИК №3179	УИК №3180					
1	"Число избирателей, внесенных в списки"	91238	2147	1933	2633	1394	1887	2623	2635	2672	2576	2377	2538	2742	2564	1863	2768	2255	2249	2425	2704	2450	1227	2375	2322	2648	2019	2059	2779	2578	2239	2527	1992	2667	2596	2043	2835	2686	2322	2767	608	74	247	134	59					
2	"Число бюллетеней, полученных участковыми комиссиями"	90050	2100	1900	2600	1300	1800	2600	2600	2600	2500	2400	2500	2500	2500	1800	2500	2200	2200	2400	2600	2400	1200	2300	2300	2600	2000	2000	2700	2500	2200	2500	2000	2600	2500	2000	2600	2700	2300	2700	1300	300	300	300	150					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	51589	1160	1032	1595	723	986	1340	1485	1501	1503	1448	1553	1605	1573	1065	1402	1322	1283	1340	1614	1340	666	1495	1432	1487	1184	1191	1592	1630	1084	1393	1136	1354	1271	1076	1609	1377	1177	1443	608	74	247	134	59					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1425	35	60	51	40	58	58	29	32	44	48	24	53	61	41	64	35	39	39	7	33	23	35	42	26	32	43	32	20	35	51	26	44	35	25	38	26	16	25	0	0	0	0	0					
6	Число погашенных бюллетеней	37036	905	808	954	537	756	1202	1086	1067	953	904	923	842	866	694	1034	843	878	1021	979	1027	511	770	826	1087	784	766	1076	850	1081	1056	838	1202	1194	899	953	1297	1107	1232	692	226	53	166	91					
7	Число бюллетеней в переносных ящиках для голосования	1424	35	60	51	40	57	58	29	32	44	48	24	53	61	41	64	35	39	39	7	33	23	35	42	26	32	43	32	20	35	51	26	44	35	25	38	26	16	25	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	51381	1146	1031	1595	723	985	1340	1485	1417	1494	1448	1553	1605	1553	1049	1402	1322	1283	1335	1611	1340	666	1495	1432	1473	1184	1191	1589	1627	1084	1393	1135	1354	1246	1071	1609	1374	1176	1443	608	74	247	134	59					
9	Число недействительных бюллетеней	742	15	34	13	3	9	20	16	16	54	11	15	16	101	17	17	22	22	16	4	27	4	11	13	22	51	21	8	8	15	14	12	10	18	8	14	28	17	13	1	1	3	2	0					
10	Число действительных бюллетеней	52063	1166	1057	1633	760	1033	1378	1498	1433	1484	1485	1562	1642	1513	1073	1449	1335	1300	1358	1614	1346	685	1519	1461	1477	1165	1213	1613	1639	1104	1430	1149	1388	1263	1088	1633	1372	1175	1455	607	73	244	132	59					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1900	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	983	26	16	31	11	18	27	31	23	25	30	36	24	38	30	26	29	39	26	28	24	15	27	29	25	16	20	24	25	33	34	22	23	34	22	20	30	23	23	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	786	23	3	12	17	11	6	6	21	35	9	11	23	35	11	28	21	13	14	25	17	21	16	13	10	11	4	17	34	10	26	13	15	11	13	14	16	12	14	131	9	19	0	16					
14	Число погашенных открепительных удостоверений	917	24	34	19	39	32	23	19	27	25	20	14	26	12	20	24	21	11	24	22	26	35	23	21	25	34	30	26	25	17	16	28	27	16	28	30	20	27	27	0	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	19	2	2	0	1	1	0	1	0	0	0	2	0	2	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
