Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    ТИК Кочевского МР																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №5001	УИК №5002	УИК №5003	УИК №5004	УИК №5005	УИК №5006	УИК №5007	УИК №5008	УИК №5009	УИК №5010	УИК №5011	УИК №5012	УИК №5013	УИК №5014	УИК №5015	УИК №5016	УИК №5017	УИК №5018	УИК №5019	УИК №5020	УИК №5021	УИК №5022	УИК №5023	УИК №5024	УИК №5025	УИК №5026	УИК №5027	УИК №5028	УИК №5029	УИК №5030					
1	"Число избирателей, внесенных в списки избирателей"	8961	740	646	604	536	173	492	207	218	146	367	184	55	104	492	132	269	100	519	92	196	115	189	509	235	390	80	292	446	185	248					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8000	660	580	540	480	150	480	190	190	140	340	160	50	100	430	120	250	90	420	80	170	100	170	450	210	330	70	270	390	170	220					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5218	422	344	354	296	103	297	118	108	72	212	104	27	63	314	68	136	60	313	64	122	71	83	293	145	246	50	172	302	99	160					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	350	16	18	5	6	3	12	4	12	5	14	5	10	0	29	25	33	10	45	1	8	7	16	21	5	0	5	11	7	12	5					
6	Число погашенных избирательных бюллетеней	2432	222	218	181	178	44	171	68	70	63	114	51	13	37	87	27	81	20	62	15	40	22	71	136	60	84	15	87	81	59	55					
7	Число избирательных бюллетеней в переносных ящиках для голосования	350	16	18	5	6	3	12	4	12	5	14	5	10	0	29	25	33	10	45	1	8	7	16	21	5	0	5	11	7	12	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5217	422	344	354	296	103	297	118	108	72	212	104	27	63	314	68	136	60	313	64	122	71	83	293	145	246	50	172	301	99	160					
9	Число недействительных избирательных бюллетеней	107	7	4	7	0	1	5	3	6	2	8	1	0	1	16	1	4	4	1	2	3	0	2	7	1	1	0	2	14	0	4					
10	Число действительных избирательных бюллетеней	5460	431	358	352	302	105	304	119	114	75	218	108	37	62	327	92	165	66	357	63	127	78	97	307	149	245	55	181	294	111	161					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	176	10	10	10	10	5	5	5	5	5	5	5	4	4	10	4	5	4	5	5	5	5	5	10	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	32	3	2	4	3	0	2	0	0	3	3	0	0	0	0	0	1	0	0	0	2	0	0	1	0	3	0	2	3	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	34	5	1	3	4	1	4	2	0	0	2	0	0	0	0	0	1	2	0	2	1	0	0	0	2	1	0	0	0	3	0					
14	Число погашенных неиспользованных открепительных удостоверений	144	7	8	6	7	5	3	5	5	2	2	5	4	4	10	4	4	4	5	5	3	5	5	9	5	2	5	3	2	5	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	1.Политическая партия «Аграрная партия России»	122	14	8	10	5	0	7	4	1	0	4	6	0	0	13	2	1	1	9	1	0	0	4	12	2	5	1	1	7	3	1					
		2.19%	3.20%	2.21%	2.79%	1.66%	0.00%	2.27%	3.28%	0.83%	0.00%	1.77%	5.50%	0.00%	0.00%	3.79%	2.15%	0.59%	1.43%	2.51%	1.54%	0.00%	0.00%	4.04%	3.82%	1.33%	2.03%	1.82%	0.55%	2.27%	2.70%	0.61%					
19	2.Всероссийская политическая партия «Гражданская Сила»	15	2	1	1	2	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	2	1	0					
		0.27%	0.46%	0.28%	0.28%	0.66%	0.00%	0.00%	0.82%	0.00%	1.30%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.65%	0.90%	0.00%					
20	3.Политическая партия «Демократическая партия России»	5	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0					
		0.09%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	263	13	8	13	17	0	7	3	1	5	10	1	0	4	15	2	8	2	37	3	13	2	14	48	13	3	0	8	5	6	2					
		4.72%	2.97%	2.21%	3.62%	5.63%	0.00%	2.27%	2.46%	0.83%	6.49%	4.42%	0.92%	0.00%	6.35%	4.37%	2.15%	4.73%	2.86%	10.34%	4.62%	10.00%	2.56%	14.14%	15.29%	8.67%	1.22%	0.00%	4.37%	1.62%	5.41%	1.21%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	66	10	7	12	6	0	6	2	0	1	1	2	0	0	5	1	0	0	1	2	3	1	0	1	0	1	1	0	3	0	0					
		1.19%	2.28%	1.93%	3.34%	1.99%	0.00%	1.94%	1.64%	0.00%	1.30%	0.44%	1.83%	0.00%	0.00%	1.46%	1.08%	0.00%	0.00%	0.28%	3.08%	2.31%	1.28%	0.00%	0.32%	0.00%	0.41%	1.82%	0.00%	0.97%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	8	0	0	1	0	0	0	1	0	0	2	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0					
		0.14%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.88%	0.92%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	1.54%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	657	51	47	53	31	18	32	8	13	12	28	26	4	10	50	6	12	9	52	5	21	5	8	30	8	22	2	16	46	18	14					
		11.80%	11.64%	12.98%	14.76%	10.26%	16.98%	10.36%	6.56%	10.83%	15.58%	12.39%	23.85%	10.81%	15.87%	14.58%	6.45%	7.10%	12.86%	14.53%	7.69%	16.15%	6.41%	8.08%	9.55%	5.33%	8.94%	3.64%	8.74%	14.94%	16.22%	8.48%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	240	26	22	27	23	0	20	4	2	2	8	3	0	2	6	3	4	0	11	2	3	3	6	16	3	13	1	5	18	2	5					
		4.31%	5.94%	6.08%	7.52%	7.62%	0.00%	6.47%	3.28%	1.67%	2.60%	3.54%	2.75%	0.00%	3.17%	1.75%	3.23%	2.37%	0.00%	3.07%	3.08%	2.31%	3.85%	6.06%	5.10%	2.00%	5.28%	1.82%	2.73%	5.84%	1.80%	3.03%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	40	5	2	0	0	0	2	1	1	0	4	1	0	2	0	0	1	1	2	0	0	1	0	6	1	3	0	5	0	1	1					
		0.72%	1.14%	0.55%	0.00%	0.00%	0.00%	0.65%	0.82%	0.83%	0.00%	1.77%	0.92%	0.00%	3.17%	0.00%	0.00%	0.59%	1.43%	0.56%	0.00%	0.00%	1.28%	0.00%	1.91%	0.67%	1.22%	0.00%	2.73%	0.00%	0.90%	0.61%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4035	309	262	234	217	87	230	95	95	54	159	68	33	44	236	77	139	53	243	49	86	66	64	192	121	197	50	145	213	80	137					
		72.48%	70.55%	72.38%	65.18%	71.85%	82.08%	74.43%	77.87%	79.17%	70.13%	70.35%	62.39%	89.19%	69.84%	68.80%	82.80%	82.25%	75.71%	67.88%	75.38%	66.15%	84.62%	64.65%	61.15%	80.67%	80.08%	90.91%	79.23%	69.16%	72.07%	83.03%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	9	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1					
		0.16%	0.23%	0.28%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.28%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.61%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
