Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    ТИК Красновишерского МР																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635					
1	"Число избирателей, внесенных в списки избирателей"	19147	858	1348	376	1337	1357	1333	1337	1144	1146	1104	305	797	1238	254	325	714	332	150	628	121	505	187	64	169	132	401	64	106	353	74	105	180	347	89	167					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17843	750	1180	330	1160	1180	1100	1140	1000	990	970	270	690	1070	269	369	759	345	174	656	151	564	214	70	168	146	417	81	103	417	89	140	223	342	114	202					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9782	358	716	183	627	760	657	767	647	527	495	156	349	563	130	183	381	151	89	341	51	316	105	32	126	100	143	40	42	194	47	65	101	159	66	115					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1278	47	45	20	68	45	141	41	45	121	43	20	38	49	60	14	49	62	11	37	43	59	15	11	11	11	50	2	9	21	11	18	34	11	9	7					
6	Число погашенных избирательных бюллетеней	6783	345	419	127	465	375	302	332	308	342	432	94	303	458	79	172	329	132	74	278	57	189	94	27	31	35	224	39	52	202	31	57	88	172	39	80					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1278	47	45	20	68	45	141	41	45	121	43	20	38	49	60	14	49	62	11	37	43	59	15	11	11	11	50	2	9	21	11	18	34	11	9	7					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9780	358	716	183	627	760	655	767	647	527	495	156	349	563	130	183	381	151	89	341	51	316	105	32	126	100	143	40	42	194	47	65	101	159	66	115					
9	Число недействительных избирательных бюллетеней	121	1	11	4	3	15	8	14	8	8	3	1	2	5	0	1	2	4	7	7	0	4	0	0	0	0	2	0	0	3	1	0	2	4	0	1					
10	Число действительных избирательных бюллетеней	10937	404	750	199	692	790	788	794	684	640	535	175	385	607	190	196	428	209	93	371	94	371	120	43	137	111	191	42	51	212	57	83	133	166	75	121					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	411	10	13	9	15	16	19	23	19	15	15	5	15	15	5	5	30	10	11	22	5	12	8	11	5	5	10	3	3	41	3	5	10	10	3	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	382	10	12	9	15	16	19	22	19	11	15	5	15	15	5	5	30	10	11	22	1	12	8	11	3	5	10	3	3	34	3	5	10	5	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	162	4	14	1	10	4	4	17	8	7	9	4	5	12	5	2	12	4	1	2	1	9	3	1	1	2	2	1	2	6	1	1	4	1	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	29	0	1	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	7	0	0	0	5	0	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	59	1	3	4	5	2	5	13	5	2	2	0	2	1	0	1	5	0	0	3	0	0	0	0	1	0	0	1	0	2	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
