Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Светлинская																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497					
1	"Число избирателей, внесенных в списки"	13301	2415	2190	2297	254	586	741	765	415	917	671	708	735	607					
2	"Число бюллетеней, полученных участковыми комиссиями"	13685	2500	2200	2250	250	610	760	785	440	950	720	780	760	680					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7202	1245	955	1168	128	387	499	487	245	486	375	375	503	349					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	657	73	64	48	0	14	26	11	70	166	75	80	0	30					
6	Число погашенных бюллетеней	5826	1182	1181	1034	122	209	235	287	125	298	270	325	257	301					
7	Число бюллетеней в переносных ящиках для голосования	657	73	64	48	0	14	26	11	70	166	75	80	0	30					
8	Число бюллетеней в стационарных ящиках для голосования	7200	1245	954	1168	128	386	499	487	245	486	375	375	503	349					
9	Число недействительных бюллетеней	147	19	22	3	3	6	9	9	2	21	15	13	18	7					
10	Число действительных бюллетеней	7710	1299	996	1213	125	394	516	489	313	631	435	442	485	372					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	190	30	30	30	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	30	10	7	8	0	0	0	0	2	0	1	1	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	15	2	0	0	2	2	2	2	1	1	1	2	0	0					
14	Число погашенных открепительных удостоверений	160	20	23	22	10	10	10	10	8	10	9	9	10	9					
15	Число открепительных удостоверений выданных ТИК	3	2	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	"1. ""ЕДИНЕНИЕ"""	159	17	14	12	5	9	11	9	12	25	11	10	11	13					
