Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																									
Дата голосования: 07.12.2003 0:00:00																																																									
																																																									
Наименование Избирательной комиссии:    Чулымская																																																									
																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																									
																																																									
		Сумма	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286					
1	"Число избирателей, внесенных в списки"	20349	1080	1123	1366	1023	1146	816	1235	754	590	384	492	57	71	462	110	108	290	337	580	522	27	62	1151	58	313	86	595	32	374	117	52	340	340	97	117	54	85	696	120	98	91	573	56	857	142	808	212	93	71	86					
2	"Число бюллетеней, полученных участковыми комиссиями"	20000	977	1064	1315	971	1101	770	1188	780	508	393	459	57	87	439	112	115	310	349	575	496	62	70	1076	68	316	93	568	43	401	118	52	324	460	135	119	58	90	700	115	100	95	555	65	841	150	799	201	90	70	100					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11711	503	609	661	484	550	386	608	383	269	273	302	34	24	304	78	66	182	219	317	322	24	40	721	55	229	55	340	22	267	105	47	242	327	96	68	46	64	422	72	65	53	411	43	441	94	440	145	67	63	73					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1177	83	67	56	50	49	17	114	55	62	6	46	12	30	0	0	4	18	9	40	40	0	0	38	3	0	0	34	6	11	0	5	0	13	0	7	0	0	55	11	9	5	15	3	72	7	106	6	10	3	0					
6	Число погашенных бюллетеней	7112	391	388	598	437	502	367	466	342	177	114	111	11	33	135	34	45	110	121	218	134	38	30	317	10	87	38	194	15	123	13	0	82	120	39	44	12	26	223	32	26	37	129	19	328	49	253	50	13	4	27					
7	Число бюллетеней в переносных ящиках для голосования	1177	83	67	56	50	49	17	114	55	62	6	46	12	30	0	0	4	18	9	40	40	0	0	38	3	0	0	34	6	11	0	5	0	13	0	7	0	0	55	11	9	5	15	3	72	7	106	6	10	3	0					
8	Число бюллетеней в стационарных ящиках для голосования	11709	503	609	661	484	550	385	608	383	269	273	302	34	24	304	78	66	182	219	317	322	24	40	721	55	229	55	340	22	267	105	47	242	327	96	68	46	64	421	72	65	53	411	43	441	94	440	145	67	63	73					
9	Число недействительных бюллетеней	274	5	5	11	5	14	6	7	8	9	3	9	0	5	0	0	1	9	1	19	3	0	0	24	1	7	0	12	1	0	1	0	10	6	5	3	1	4	18	10	0	1	7	1	9	1	19	6	0	4	3					
10	Число действительных бюллетеней	12612	581	671	706	529	585	396	715	430	322	276	339	46	49	304	78	69	191	227	338	359	24	40	735	57	222	55	362	27	278	104	52	232	334	91	72	45	60	458	73	74	57	419	45	504	100	527	145	77	62	70					
