Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    ТИК Нытвенского МР																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132					
1	"Число избирателей, внесенных в списки избирателей"	37810	1316	1172	1295	2593	2491	2177	2056	238	2301	1019	1048	1091	1000	1682	1773	1518	2348	985	462	497	768	411	522	1390	1232	1465	716	264	790	398	400	392					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	37616	1221	1204	1252	2571	2528	2174	2038	230	2283	1036	1060	1099	970	1678	1760	1516	2335	932	470	488	741	392	513	1528	1132	1482	715	268	813	399	399	389					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19567	553	609	639	1533	1334	1315	1140	125	1191	523	475	559	461	954	1111	972	1258	609	226	285	281	206	240	493	597	597	333	107	342	145	175	179					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1799	80	52	52	92	56	47	48	20	78	39	76	47	41	19	11	16	42	36	60	55	134	29	21	145	71	90	52	34	130	49	43	34					
6	Число погашенных избирательных бюллетеней	16250	588	543	561	946	1138	812	850	85	1014	474	509	493	468	705	638	528	1035	287	184	148	326	157	252	890	464	795	330	127	341	205	181	176					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1799	80	52	52	92	56	47	48	20	78	39	76	47	41	19	11	16	42	36	60	55	134	29	21	145	71	90	52	34	130	49	43	34					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19562	552	609	639	1533	1334	1315	1140	125	1190	523	475	559	461	952	1111	972	1258	609	226	285	281	206	240	493	597	596	333	107	342	145	175	179					
9	Число недействительных избирательных бюллетеней	271	6	6	6	14	13	19	20	4	10	6	9	12	7	22	17	9	15	10	9	0	2	6	5	8	6	12	6	1	6	2	1	2					
10	Число действительных избирательных бюллетеней	21090	626	655	685	1611	1377	1343	1168	141	1258	556	542	594	495	949	1105	979	1285	635	277	340	413	229	256	630	662	674	379	140	466	192	217	211					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	877	27	30	45	45	45	45	45	5	35	40	40	40	30	35	35	35	50	10	10	10	10	10	10	35	45	30	20	10	20	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	348	18	10	36	23	26	17	9	5	12	11	3	8	9	11	5	3	9	4	10	3	1	2	2	34	31	17	12	1	12	2	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	182	7	4	22	6	9	13	9	3	7	5	2	5	2	0	5	1	3	5	3	1	6	4	6	11	7	12	6	2	9	0	5	2					
14	Число погашенных неиспользованных открепительных удостоверений	529	9	20	9	22	19	28	36	0	23	29	37	32	21	24	30	32	41	6	0	7	9	8	8	1	14	13	8	9	8	8	9	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	1.Политическая партия «Аграрная партия России»	728	13	14	17	40	27	40	19	2	45	11	31	29	17	14	20	31	19	39	16	20	15	6	10	36	54	38	11	12	21	25	19	17					
		3.41%	2.06%	2.12%	2.46%	2.46%	1.94%	2.94%	1.60%	1.38%	3.55%	1.96%	5.63%	4.79%	3.39%	1.44%	1.78%	3.14%	1.46%	6.05%	5.59%	5.88%	3.61%	2.55%	3.83%	5.64%	8.08%	5.54%	2.86%	8.51%	4.45%	12.89%	8.72%	7.98%					
19	2.Всероссийская политическая партия «Гражданская Сила»	121	2	2	3	13	4	8	8	0	12	1	3	9	5	4	5	3	0	3	1	0	0	1	1	7	5	5	4	1	7	1	3	0					
		0.57%	0.32%	0.30%	0.43%	0.80%	0.29%	0.59%	0.67%	0.00%	0.95%	0.18%	0.54%	1.49%	0.99%	0.41%	0.45%	0.30%	0.00%	0.47%	0.35%	0.00%	0.00%	0.43%	0.38%	1.10%	0.75%	0.73%	1.04%	0.71%	1.48%	0.52%	1.38%	0.00%					
20	3.Политическая партия «Демократическая партия России»	66	0	6	3	4	6	1	2	0	3	1	2	5	7	0	1	0	1	2	0	3	0	3	1	1	0	3	1	0	7	1	2	0					
		0.31%	0.00%	0.91%	0.43%	0.25%	0.43%	0.07%	0.17%	0.00%	0.24%	0.18%	0.36%	0.83%	1.39%	0.00%	0.09%	0.00%	0.08%	0.31%	0.00%	0.88%	0.00%	1.28%	0.38%	0.16%	0.00%	0.44%	0.26%	0.00%	1.48%	0.52%	0.92%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1542	33	46	54	119	98	95	107	6	90	35	56	78	66	73	109	84	68	53	2	14	14	13	7	45	37	39	24	7	37	13	10	10					
		7.22%	5.22%	6.96%	7.81%	7.32%	7.05%	6.98%	9.01%	4.14%	7.10%	6.23%	10.16%	12.87%	13.15%	7.52%	9.71%	8.50%	5.23%	8.22%	0.70%	4.12%	3.37%	5.53%	2.68%	7.05%	5.54%	5.69%	6.23%	4.96%	7.84%	6.70%	4.59%	4.69%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	334	5	8	15	38	28	29	13	4	26	12	8	6	5	13	11	14	21	14	3	3	3	1	6	5	17	8	2	1	4	2	0	9					
		1.56%	0.79%	1.21%	2.17%	2.34%	2.01%	2.13%	1.09%	2.76%	2.05%	2.14%	1.45%	0.99%	0.99%	1.34%	0.98%	1.42%	1.62%	2.17%	1.05%	0.88%	0.72%	0.43%	2.30%	0.78%	2.54%	1.17%	0.52%	0.71%	0.85%	1.03%	0.00%	4.23%					
23	6.Политическая партия «Партия социальной справедливости»	24	1	0	0	3	0	1	3	0	5	0	1	2	0	1	1	1	2	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0					
		0.11%	0.16%	0.00%	0.00%	0.18%	0.00%	0.07%	0.25%	0.00%	0.39%	0.00%	0.18%	0.33%	0.00%	0.10%	0.09%	0.10%	0.15%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.15%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3263	108	115	110	311	252	258	224	26	208	120	55	99	59	153	146	145	209	61	29	44	77	18	26	72	77	63	47	19	65	18	24	25					
		15.28%	17.09%	17.40%	15.92%	19.14%	18.13%	18.94%	18.86%	17.93%	16.40%	21.35%	9.98%	16.34%	11.75%	15.76%	13.01%	14.68%	16.08%	9.46%	10.14%	12.94%	18.55%	7.66%	9.96%	11.29%	11.53%	9.18%	12.21%	13.48%	13.77%	9.28%	11.01%	11.74%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	997	20	32	32	78	87	89	61	8	82	33	30	18	19	43	59	34	53	18	9	14	13	8	5	33	35	34	17	1	11	7	5	9					
		4.67%	3.16%	4.84%	4.63%	4.80%	6.26%	6.53%	5.13%	5.52%	6.47%	5.87%	5.44%	2.97%	3.78%	4.43%	5.26%	3.44%	4.08%	2.79%	3.15%	4.12%	3.13%	3.40%	1.92%	5.17%	5.24%	4.96%	4.42%	0.71%	2.33%	3.61%	2.29%	4.23%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	108	3	4	4	7	5	4	9	0	8	3	0	7	2	7	3	7	4	1	1	0	5	5	1	4	5	6	0	0	0	1	2	0					
		0.51%	0.47%	0.61%	0.58%	0.43%	0.36%	0.29%	0.76%	0.00%	0.63%	0.53%	0.00%	1.16%	0.40%	0.72%	0.27%	0.71%	0.31%	0.16%	0.35%	0.00%	1.20%	2.13%	0.38%	0.63%	0.75%	0.87%	0.00%	0.00%	0.00%	0.52%	0.92%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13730	432	427	430	979	854	809	712	95	767	331	351	338	313	633	741	655	901	443	215	242	280	173	196	419	423	476	270	98	312	123	151	141					
		64.28%	68.35%	64.60%	62.23%	60.25%	61.44%	59.40%	59.93%	65.52%	60.49%	58.90%	63.70%	55.78%	62.35%	65.19%	66.04%	66.30%	69.31%	68.68%	75.17%	71.18%	67.47%	73.62%	75.10%	65.67%	63.32%	69.39%	70.13%	69.50%	66.10%	63.40%	69.27%	66.20%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	177	9	1	17	19	16	9	10	0	12	9	5	3	2	8	9	5	7	1	1	0	5	1	3	8	8	1	3	1	2	1	1	0					
		0.83%	1.42%	0.15%	2.46%	1.17%	1.15%	0.66%	0.84%	0.00%	0.95%	1.60%	0.91%	0.50%	0.40%	0.82%	0.80%	0.51%	0.54%	0.16%	0.35%	0.00%	1.20%	0.43%	1.15%	1.25%	1.20%	0.15%	0.78%	0.71%	0.42%	0.52%	0.46%	0.00%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
