Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Саяногорская городская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112					
1	"Число избирателей, внесенных в список избирателей"	49383	2387	2161	267	1923	1967	1983	2101	2036	1884	1777	1887	2042	2002	2201	1773	1714	1980	2030	1924	2322	2061	2148	167	1981	2191	145	2329					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	42046	2000	1800	246	1600	1650	1700	1750	1750	1600	1500	1600	1800	1850	1850	1500	1500	1700	1700	1550	1900	1800	1900	190	1650	1850	160	1950					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	27014	1195	1115	175	838	1166	1053	1229	1057	1058	952	1082	1302	1339	1297	1065	1015	1081	1132	954	1145	960	1095	83	1110	1246	32	1238					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	998	34	33	71	32	47	41	20	44	29	31	30	17	23	14	41	29	58	23	42	42	66	104	9	44	21	15	38					
6	Число погашенных избирательных бюллетеней	14034	771	652	0	730	437	606	501	649	513	517	488	481	488	539	394	456	561	545	554	713	774	701	98	496	583	113	674					
7	Число избирательных бюллетеней в переносных ящиках для голосования	998	34	33	71	32	47	41	20	44	29	31	30	17	23	14	41	29	58	23	42	42	66	104	9	44	21	15	38					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27002	1195	1115	175	838	1166	1053	1229	1057	1058	947	1082	1302	1337	1297	1065	1013	1081	1131	954	1145	960	1094	83	1110	1246	32	1237					
9	Число недействительных избирательных бюллетеней	443	19	21	9	21	22	11	17	14	16	13	19	17	15	29	24	14	14	21	17	12	17	16	0	19	19	1	26					
10	Число действительных избирательных бюллетеней	27557	1210	1127	237	849	1191	1083	1232	1087	1071	965	1093	1302	1345	1282	1082	1028	1125	1133	979	1175	1009	1182	92	1135	1248	46	1249					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	922	23	47	0	37	34	38	37	50	38	39	32	41	36	31	40	51	36	40	14	43	36	49	11	36	46	0	37					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	877	23	47	0	24	32	38	35	50	38	39	29	41	33	24	40	51	34	40	14	43	34	49	11	30	46	0	32					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	603	39	14	71	18	17	16	19	24	16	25	30	35	37	24	19	15	16	27	21	27	12	20	6	13	20	4	18					
14	Число погашенных неиспользованных открепительных удостоверений	45	0	0	0	13	2	0	2	0	0	0	3	0	3	7	0	0	2	0	0	0	2	0	0	6	0	0	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	278	22	18	0	9	13	10	9	15	11	6	12	12	20	15	8	10	11	13	8	4	10	14	2	8	10	0	8					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3996	184	180	32	121	187	180	186	158	175	152	168	60	216	201	194	169	167	160	136	174	124	141	7	163	176	12	173					
		14.27%	14.97%	15.68%	13.01%	13.91%	15.42%	16.45%	14.89%	14.35%	16.10%	15.54%	15.11%	4.55%	15.88%	15.33%	17.54%	16.22%	14.66%	13.86%	13.65%	14.66%	12.09%	11.77%	7.61%	14.12%	13.89%	25.53%	13.57%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5012	260	235	42	182	220	213	213	221	176	161	204	267	237	247	186	181	194	225	184	199	188	211	12	155	197	7	195					
		17.90%	21.16%	20.47%	17.07%	20.92%	18.14%	19.47%	17.05%	20.07%	16.19%	16.46%	18.35%	20.24%	17.43%	18.84%	16.82%	17.37%	17.03%	19.50%	18.47%	16.76%	18.32%	17.61%	13.04%	13.43%	15.55%	14.89%	15.29%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	450	12	19	3	8	23	20	27	21	25	15	15	14	26	21	23	17	18	17	13	25	14	11	0	20	24	0	19					
		1.61%	0.98%	1.66%	1.22%	0.92%	1.90%	1.83%	2.16%	1.91%	2.30%	1.53%	1.35%	1.06%	1.91%	1.60%	2.08%	1.63%	1.58%	1.47%	1.31%	2.11%	1.36%	0.92%	0.00%	1.73%	1.89%	0.00%	1.49%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7401	306	265	60	214	310	240	364	285	269	272	328	333	330	348	282	287	328	328	274	342	333	385	16	262	305	14	321					
		26.43%	24.90%	23.08%	24.39%	24.60%	25.56%	21.94%	29.14%	25.89%	24.75%	27.81%	29.50%	25.25%	24.26%	26.54%	25.50%	27.54%	28.80%	28.42%	27.51%	28.81%	32.46%	32.14%	17.39%	22.70%	24.07%	29.79%	25.18%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	997	33	46	9	24	46	32	63	34	24	36	15	43	49	55	41	47	45	28	27	48	27	36	0	80	62	3	44					
		3.56%	2.69%	4.01%	3.66%	2.76%	3.79%	2.93%	5.04%	3.09%	2.21%	3.68%	1.35%	3.26%	3.60%	4.20%	3.71%	4.51%	3.95%	2.43%	2.71%	4.04%	2.63%	3.01%	0.00%	6.93%	4.89%	6.38%	3.45%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9523	406	370	90	291	400	388	372	363	391	327	358	574	479	400	356	319	364	370	338	382	317	392	57	442	481	10	486					
		34.01%	33.03%	32.23%	36.59%	33.45%	32.98%	35.47%	29.78%	32.97%	35.97%	33.44%	32.19%	43.52%	35.22%	30.51%	32.19%	30.61%	31.96%	32.06%	33.94%	32.18%	30.90%	32.72%	61.96%	38.30%	37.96%	21.28%	38.12%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	178	9	12	1	9	5	10	7	5	11	2	5	11	8	10	0	8	9	5	7	5	6	6	0	13	3	0	11					
		0.64%	0.73%	1.05%	0.41%	1.03%	0.41%	0.91%	0.56%	0.45%	1.01%	0.20%	0.45%	0.83%	0.59%	0.76%	0.00%	0.77%	0.79%	0.43%	0.70%	0.42%	0.58%	0.50%	0.00%	1.13%	0.24%	0.00%	0.86%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
