Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																	
Дата голосования: 02.12.2007																	
																	
Наименование Избирательной комиссии:    Мильковская																	
																	
Сводная таблица результатов выборов																	
																	
		Сумма	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152					
1	"Число избирателей, внесенных в списки избирателей"	8340	99	408	1615	1749	1596	1660	220	84	604	305					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8945	110	507	1644	1778	1802	1718	269	93	653	371					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4702	71	318	870	867	960	774	165	63	376	238					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	254	23	17	58	25	34	42	9	1	35	10					
6	Число погашенных избирательных бюллетеней	3989	16	172	716	886	808	902	95	29	242	123					
7	Число избирательных бюллетеней в переносных ящиках для голосования	254	23	17	58	25	34	42	9	1	35	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4702	71	318	870	867	960	774	165	63	376	238					
9	Число недействительных избирательных бюллетеней	71	1	5	11	7	13	20	4	0	6	4					
10	Число действительных избирательных бюллетеней	4885	93	330	917	885	981	796	170	64	405	244					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	120	5	10	20	20	20	20	10	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	64	3	5	11	12	14	10	5	0	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	23	2	0	2	2	5	3	0	0	5	4					
14	Число погашенных неиспользованных открепительных удостоверений	56	2	5	9	8	6	10	5	5	5	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	1	0	2	1	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
																	
18	1.Политическая партия «Аграрная партия России»	112	0	8	14	26	17	26	9	1	3	8					
		2.26%	0.00%	2.39%	1.51%	2.91%	1.71%	3.19%	5.17%	1.56%	0.73%	3.23%					
19	2.Всероссийская политическая партия «Гражданская Сила»	20	0	0	4	2	2	4	2	1	5	0					
		0.40%	0.00%	0.00%	0.43%	0.22%	0.20%	0.49%	1.15%	1.56%	1.22%	0.00%					
20	3.Политическая партия «Демократическая партия России»	11	0	1	2	2	1	3	0	0	2	0					
		0.22%	0.00%	0.30%	0.22%	0.22%	0.10%	0.37%	0.00%	0.00%	0.49%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	375	6	22	69	47	91	80	24	7	15	14					
		7.57%	6.38%	6.57%	7.44%	5.27%	9.15%	9.80%	13.79%	10.94%	3.65%	5.65%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	6	0	0	2	0	2	0	1	0	1	0					
		0.12%	0.00%	0.00%	0.22%	0.00%	0.20%	0.00%	0.57%	0.00%	0.24%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	5	0	0	0	1	0	2	0	0	2	0					
		0.10%	0.00%	0.00%	0.00%	0.11%	0.00%	0.25%	0.00%	0.00%	0.49%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	408	4	24	79	92	69	74	3	5	33	25					
		8.23%	4.26%	7.16%	8.51%	10.31%	6.94%	9.07%	1.72%	7.81%	8.03%	10.08%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	225	2	7	44	46	53	35	0	2	23	13					
		4.54%	2.13%	2.09%	4.74%	5.16%	5.33%	4.29%	0.00%	3.13%	5.60%	5.24%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	92	0	2	16	17	21	20	0	1	14	1					
		1.86%	0.00%	0.60%	1.72%	1.91%	2.11%	2.45%	0.00%	1.56%	3.41%	0.40%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3573	78	265	671	638	714	548	130	44	303	182					
		72.09%	82.98%	79.10%	72.31%	71.52%	71.83%	67.16%	74.71%	68.75%	73.72%	73.39%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	58	3	1	16	14	11	4	1	3	4	1					
		1.17%	3.19%	0.30%	1.72%	1.57%	1.11%	0.49%	0.57%	4.69%	0.97%	0.40%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
