Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																									
Дата голосования: 02.12.2007																																																									
																																																									
Наименование Избирательной комиссии:    Мичуринская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258					
1	"Число избирателей, внесенных в списки избирателей"	25602	894	513	1193	1450	1656	862	506	390	677	225	529	611	1293	1124	104	177	205	1179	457	147	491	603	356	766	357	379	211	414	84	330	223	127	371	393	148	488	93	113	433	621	344	160	459	614	305	788	485	377	716	161					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	24714	850	510	1100	1400	1600	850	500	370	660	220	500	600	1250	1100	106	169	200	1150	450	144	470	590	310	740	325	365	208	395	81	325	210	123	350	370	143	470	93	112	430	600	330	156	450	590	300	750	450	390	700	159					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12838	413	246	542	560	810	460	254	197	324	113	274	327	585	589	76	105	170	570	219	69	212	276	149	436	207	179	106	266	53	130	99	84	254	239	110	297	53	59	200	287	164	80	242	300	173	313	285	235	342	105					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2846	105	27	40	92	180	99	61	71	21	27	54	55	167	43	12	39	5	155	96	34	151	162	107	47	20	77	52	18	16	50	47	19	21	30	12	63	29	35	63	43	74	15	32	41	22	82	10	25	100	0					
6	Число погашенных избирательных бюллетеней	9030	332	237	518	748	610	291	185	102	315	80	172	218	498	468	18	25	25	425	135	41	107	152	54	257	98	109	50	111	12	145	64	20	75	101	21	110	11	18	167	270	92	61	176	249	105	355	155	130	258	54					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2846	105	27	40	92	180	99	61	71	21	27	54	55	167	43	12	39	5	155	96	34	151	162	107	47	20	77	52	18	16	50	47	19	21	30	12	63	29	35	63	43	74	15	32	41	22	82	10	25	100	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12837	413	246	542	560	810	460	254	197	324	113	274	327	585	589	76	105	170	570	218	69	212	276	149	436	207	179	106	266	53	130	99	84	254	239	110	297	53	59	200	287	164	80	242	300	173	313	285	235	342	105					
9	Число недействительных избирательных бюллетеней	158	6	2	5	3	3	17	2	0	4	1	0	1	0	3	0	1	2	4	1	0	1	9	1	4	4	23	2	5	2	5	0	1	0	2	3	6	0	0	1	3	1	2	6	6	1	8	4	1	2	0					
10	Число действительных избирательных бюллетеней	15525	512	271	577	649	987	542	313	268	341	139	328	381	752	629	88	143	173	721	313	103	362	429	255	479	223	233	156	279	67	175	146	102	275	267	119	354	82	94	262	327	237	93	268	335	194	387	291	259	440	105					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	221	5	5	10	10	30	6	3	3	3	2	3	3	10	10	2	2	2	10	3	2	3	3	3	5	3	3	2	6	2	2	2	2	2	3	2	3	2	2	8	5	3	2	3	5	3	5	3	3	5	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	117	4	3	9	6	22	5	3	1	0	0	2	3	7	2	0	0	0	4	3	0	0	3	1	5	2	3	1	4	0	1	0	0	1	1	0	2	0	0	5	3	0	0	0	1	2	5	0	3	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	207	9	4	3	7	4	5	1	3	1	2	2	2	6	10	1	2	64	5	2	1	4	4	4	2	3	2	1	4	0	3	2	1	1	1	1	6	0	1	3	3	4	3	1	5	0	3	4	1	4	2					
