Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Ключевская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895					
1	"Число избирателей, внесенных в списки избирателей"	15700	2591	2704	2204	1113	1457	1044	217	550	773	195	443	146	243	584	872	129	435					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15500	2512	2650	2203	1130	1400	995	210	550	780	200	440	150	235	604	856	150	435					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9743	1550	1560	1218	684	970	650	171	412	515	133	284	99	196	366	547	89	299					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	888	88	141	158	60	58	42	9	38	81	22	32	18	17	30	74	3	17					
6	Число погашенных избирательных бюллетеней	4869	874	949	827	386	372	303	30	100	184	45	124	33	22	208	235	58	119					
7	Число избирательных бюллетеней в переносных ящиках для голосования	888	88	141	158	60	58	42	9	38	81	22	32	18	17	30	74	3	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9739	1550	1560	1216	682	970	650	171	412	515	133	284	99	196	366	547	89	299					
9	Число недействительных избирательных бюллетеней	60	8	7	9	1	6	3	1	0	6	4	2	0	2	0	7	1	3					
10	Число действительных избирательных бюллетеней	10567	1630	1694	1365	741	1022	689	179	450	590	151	314	117	211	396	614	91	313					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	192	15	19	15	10	15	10	5	10	15	10	10	5	8	15	15	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	87	15	19	7	10	5	4	0	1	4	0	1	1	8	5	2	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	53	3	5	3	3	10	7	2	0	5	0	1	0	4	3	3	0	4					
14	Число погашенных неиспользованных открепительных удостоверений	105	0	0	8	0	10	6	5	9	11	10	9	4	0	10	13	3	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	1	1	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
