Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Краснопартизанская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367					
1	"Число избирателей, внесенных в списки"	14431	920	1590	2295	1112	334	563	599	458	216	536	606	1016	502	410	465	326	577	380	1526					
2	"Число бюллетеней, полученных участковыми комиссиями"	14400	917	1578	2059	1142	342	573	615	471	216	549	622	1035	517	421	478	335	596	391	1543					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11347	550	983	1194	1017	315	528	530	438	206	495	586	970	459	396	359	290	488	336	1207					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	304	14	55	71	12	14	16	17	0	0	0	7	7	31	0	21	0	16	16	7					
6	Число погашенных бюллетеней	2749	353	540	794	113	13	29	68	33	10	54	29	58	27	25	98	45	92	39	329					
7	Число бюллетеней в переносных ящиках для голосования	304	14	55	71	12	14	16	17	0	0	0	7	7	31	0	21	0	16	16	7					
8	Число бюллетеней в стационарных ящиках для голосования	11347	550	983	1194	1017	315	528	530	438	206	495	586	970	459	396	359	290	488	336	1207					
9	Число недействительных бюллетеней	304	5	37	7	38	0	0	18	17	0	14	11	59	3	13	6	0	1	4	71					
10	Число действительных бюллетеней	11347	559	1001	1258	991	329	544	529	421	206	481	582	918	487	383	374	290	503	348	1143					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	294	19	30	46	24	8	12	13	10	5	11	13	20	11	9	10	8	13	8	24					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	37	5	7	8	1	0	0	1	0	0	0	0	2	2	0	0	0	1	4	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	113	0	17	8	0	2	1	0	0	0	0	0	1	1	1	0	0	2	1	79					
14	Число погашенных открепительных удостоверений	268	14	23	38	23	8	12	12	10	0	11	13	18	9	25	10	8	12	4	18					
15	Число открепительных удостоверений выданных ТИК	6	0	2	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	"1. ""ЕДИНЕНИЕ"""	72	6	9	11	7	0	0	0	1	0	5	3	6	0	0	5	10	2	0	7					
		0.61%	1.06%	0.86%	0.86%	0.68%	0.0%	0.0%	0.0%	0.22%	0.0%	1.01%	0.50%	0.61%	0.0%	0.0%	1.31%	3.44%	0.39%	0.0%	0.57%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	66	6	5	11	0	0	0	0	0	1	6	3	2	0	0	4	3	3	0	22					
		0.56%	1.06%	0.48%	0.86%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	1.21%	0.50%	0.20%	0.0%	0.0%	1.05%	1.03%	0.59%	0.0%	1.81%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	106	17	18	24	5	0	0	0	3	0	3	3	11	3	0	5	1	1	0	12					
		0.90%	3.01%	1.73%	1.89%	0.48%	0.0%	0.0%	0.0%	0.68%	0.0%	0.60%	0.50%	1.12%	0.61%	0.0%	1.31%	0.34%	0.19%	0.0%	0.98%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	51	11	6	12	0	1	0	0	2	0	2	1	5	3	0	2	0	0	0	6					
		0.43%	1.95%	0.57%	0.94%	0.0%	0.30%	0.0%	0.0%	0.45%	0.0%	0.40%	0.16%	0.51%	0.61%	0.0%	0.52%	0.0%	0.0%	0.0%	0.49%					
22	"5. ""За Русь Святую"""	18	0	8	3	2	0	0	0	0	0	0	1	1	0	0	1	0	0	0	2					
		0.15%	0.0%	0.77%	0.23%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.10%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.16%					
23	"6. ""Объединенная Российская партия ""Русь"""	11	3	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	2					
		0.09%	0.53%	0.0%	0.15%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.16%					
24	"7. ""Новый курс - Автомобильная Россия"""	19	1	7	1	0	0	0	0	0	2	0	1	1	0	0	0	3	0	0	3					
		0.16%	0.17%	0.67%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.97%	0.0%	0.16%	0.10%	0.0%	0.0%	0.0%	1.03%	0.0%	0.0%	0.24%					
25	"8. ""Народно-республиканская партия России"""	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1					
		0.04%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.34%	0.0%	0.0%	0.08%					
26	"9. ""Российская экологическая партия ""Зеленые"""	22	3	2	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12					
		0.18%	0.53%	0.19%	0.23%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.98%					
27	"10. ""Аграрная партия России"""	241	12	13	43	29	21	0	7	11	2	5	7	9	4	9	13	9	38	0	9					
		2.06%	2.12%	1.25%	3.39%	2.81%	6.38%	0.0%	1.27%	2.51%	0.97%	1.01%	1.18%	0.92%	0.81%	2.27%	3.42%	3.10%	7.53%	0.0%	0.74%					
28	"11. ""Истинные патриоты России"""	12	0	0	4	1	0	0	0	2	0	0	2	0	0	0	1	0	0	0	2					
		0.10%	0.0%	0.0%	0.31%	0.09%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.16%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	59	6	18	7	3	0	0	0	0	0	2	2	4	0	0	3	3	1	0	10					
		0.50%	1.06%	1.73%	0.55%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.33%	0.40%	0.0%	0.0%	0.78%	1.03%	0.19%	0.0%	0.82%					
30	"13. ""Демократическая партия России"""	15	2	1	8	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1					
		0.12%	0.35%	0.09%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.16%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%					
31	"14. ""Великая Россия - Евразийский Союз"""	8	0	0	6	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0					
		0.06%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	6	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1					
		0.05%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.19%	0.0%	0.08%					
33	"16. ""Родина"" (народно-патриотический союз)"""	245	18	39	71	8	10	0	0	7	4	5	7	13	0	5	8	9	23	0	18					
		2.10%	3.19%	3.75%	5.61%	0.77%	3.03%	0.0%	0.0%	1.59%	1.94%	1.01%	1.18%	1.33%	0.0%	1.26%	2.10%	3.10%	4.56%	0.0%	1.48%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	20	0	4	0	0	0	0	0	0	0	1	4	1	0	2	0	0	3	0	5					
		0.17%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.67%	0.10%	0.0%	0.50%	0.0%	0.0%	0.59%	0.0%	0.41%					
35	"18. ""ЛДПР"""	607	70	122	119	20	8	5	9	4	0	11	5	18	7	10	12	22	27	3	135					
		5.20%	12.41%	11.75%	9.40%	1.94%	2.43%	0.91%	1.64%	0.91%	0.0%	2.22%	0.84%	1.84%	1.42%	2.52%	3.15%	7.58%	5.35%	0.85%	11.12%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	63	7	11	15	1	1	0	0	4	0	4	5	4	4	2	0	1	1	0	3					
