Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
Наименование Избирательной комиссии:    ТИК Чусовского МР																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №4401	УИК №4402	УИК №4403	УИК №4404	УИК №4405	УИК №4406	УИК №4407	УИК №4408	УИК №4409	УИК №4410	УИК №4411	УИК №4412	УИК №4413	УИК №4414	УИК №4415	УИК №4416	УИК №4417	УИК №4418	УИК №4419	УИК №4420	УИК №4421	УИК №4422	УИК №4423	УИК №4424	УИК №4425	УИК №4426	УИК №4427	УИК №4428	УИК №4429	УИК №4430	УИК №4431	УИК №4432	УИК №4433	УИК №4434	УИК №4435	УИК №4436	УИК №4437	УИК №4438	УИК №4439	УИК №4440	УИК №4441	УИК №4442	УИК №4443	УИК №4444	УИК №4445	УИК №4446	УИК №4447	УИК №4448	УИК №4449	УИК №4450	УИК №4451	УИК №4452					
1	"Число избирателей, внесенных в списки избирателей"	58513	1082	819	1444	1041	1710	520	1943	1043	1245	1105	671	2191	1842	2537	2458	2184	2241	1881	1887	1547	2374	1937	1983	644	540	1795	1853	898	1139	182	220	350	476	619	673	208	697	1001	272	557	309	514	1025	116	248	298	1665	561	725	131	1159	1953					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	53120	950	750	1350	950	1600	500	1650	950	1050	950	650	2000	1700	2400	2300	2000	2050	1650	1650	1400	2100	1700	1800	600	500	1600	1650	850	1000	180	200	350	450	600	600	200	650	850	250	500	300	500	950	140	240	280	1500	550	650	130	1000	1750					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	38	0	0	0	0	0	0	0	20	0	0	0	11	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	28682	370	312	627	408	733	209	908	505	626	487	261	1037	892	1341	1368	1238	1215	978	926	873	1303	1010	1122	252	200	775	761	383	500	123	72	145	251	265	270	77	294	488	150	242	120	193	506	82	127	125	862	388	487	105	579	1111					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2297	51	68	59	32	52	7	118	29	65	46	42	65	59	50	44	104	20	33	31	27	41	25	38	7	15	67	53	31	52	3	12	37	35	50	31	13	109	122	54	97	47	67	7	15	10	55	79	18	22	0	47	36					
6	Число погашенных избирательных бюллетеней	22021	529	370	664	510	815	284	624	416	359	417	347	898	749	1009	888	658	815	639	693	500	756	665	640	341	285	758	836	436	397	54	78	168	164	285	299	110	247	240	26	161	133	240	426	43	103	100	559	144	141	25	374	603					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2417	51	68	59	32	52	7	118	29	65	46	42	65	59	50	44	104	20	33	31	27	41	25	38	7	15	67	53	31	103	3	50	37	35	50	31	13	109	122	74	97	47	67	18	15	10	55	79	18	22	0	47	36					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	28670	370	312	627	408	733	209	907	505	625	487	261	1037	891	1337	1367	1238	1215	978	925	873	1302	1010	1122	251	200	775	761	383	500	123	72	145	251	265	270	77	294	488	150	242	120	193	506	82	127	125	862	388	487	105	578	1111					
9	Число недействительных избирательных бюллетеней	241	10	4	7	1	14	2	10	1	2	6	1	5	7	16	6	14	12	7	7	5	10	2	12	6	0	7	3	2	3	0	0	0	2	4	1	0	1	0	0	2	0	1	3	2	0	4	11	6	5	2	5	10					
10	Число действительных избирательных бюллетеней	30846	411	376	679	439	771	214	1015	533	688	527	302	1097	943	1371	1405	1328	1223	1004	949	895	1333	1033	1148	252	215	835	811	412	600	126	122	182	284	311	300	90	402	610	224	337	167	259	521	95	137	176	930	400	504	103	620	1137					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1248	15	10	25	15	38	12	40	20	20	20	10	45	42	58	56	20	25	42	43	36	54	40	40	14	12	40	30	20	25	4	5	8	10	14	15	4	10	22	15	12	7	10	23	30	5	6	40	47	28	10	26	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	691	15	10	10	6	14	2	19	16	6	8	2	21	16	29	33	18	22	15	31	14	26	23	28	3	2	13	13	8	11	0	1	2	10	5	2	4	3	10	15	12	7	4	5	30	0	4	40	47	28	5	6	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	568	12	3	11	6	49	5	17	11	18	10	5	8	12	9	16	11	14	9	9	7	18	11	10	2	2	3	3	5	10	1	1	5	8	7	11	3	6	10	3	2	0	9	3	5	1	7	19	34	58	49	11	9					
14	Число погашенных неиспользованных открепительных удостоверений	557	0	0	15	9	24	10	21	4	14	12	8	24	26	29	23	2	3	27	12	22	28	17	12	11	10	27	17	12	14	4	4	6	0	9	13	0	7	12	0	0	0	6	18	0	5	2	0	0	0	5	20	13					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	48	0	1	4	0	1	0	0	5	0	0	1	1	5	6	1	1	0	1	3	0	0	2	2	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	2	3	0	0	1	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
18	1.Политическая партия «Аграрная партия России»	653	9	0	7	6	10	0	19	11	12	12	6	24	20	24	29	30	32	17	19	29	35	26	32	12	3	16	11	4	4	5	0	1	4	6	11	2	31	4	3	14	1	8	19	3	2	2	13	3	14	2	23	23					
		2.10%	2.14%	0.00%	1.02%	1.36%	1.27%	0.00%	1.85%	2.06%	1.74%	2.25%	1.98%	2.18%	2.11%	1.73%	2.06%	2.24%	2.59%	1.68%	1.99%	3.22%	2.61%	2.51%	2.76%	4.65%	1.40%	1.90%	1.35%	0.97%	0.66%	3.97%	0.00%	0.55%	1.40%	1.90%	3.65%	2.22%	7.69%	0.66%	1.34%	4.13%	0.60%	3.08%	3.63%	3.09%	1.46%	1.11%	1.38%	0.74%	2.75%	1.90%	3.68%	2.01%					
19	2.Всероссийская политическая партия «Гражданская Сила»	200	2	1	2	3	3	1	6	3	5	3	2	9	4	11	11	15	21	9	3	6	17	13	7	0	0	2	4	1	3	0	0	0	1	3	5	0	0	1	0	2	0	3	1	0	0	1	3	0	0	1	0	12					
		0.64%	0.48%	0.26%	0.29%	0.68%	0.38%	0.46%	0.59%	0.56%	0.72%	0.56%	0.66%	0.82%	0.42%	0.79%	0.78%	1.12%	1.70%	0.89%	0.31%	0.67%	1.27%	1.26%	0.60%	0.00%	0.00%	0.24%	0.49%	0.24%	0.50%	0.00%	0.00%	0.00%	0.35%	0.95%	1.66%	0.00%	0.00%	0.16%	0.00%	0.59%	0.00%	1.15%	0.19%	0.00%	0.00%	0.56%	0.32%	0.00%	0.00%	0.95%	0.00%	1.05%					
20	3.Политическая партия «Демократическая партия России»	36	0	1	1	0	3	0	2	0	0	1	0	2	0	1	2	2	4	2	2	0	1	3	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	2	0					
		0.12%	0.00%	0.26%	0.15%	0.00%	0.38%	0.00%	0.20%	0.00%	0.00%	0.19%	0.00%	0.18%	0.00%	0.07%	0.14%	0.15%	0.32%	0.20%	0.21%	0.00%	0.07%	0.29%	0.09%	0.00%	0.00%	0.12%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.32%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1721	10	18	24	20	36	5	34	46	39	16	13	53	46	127	132	100	76	54	53	37	78	64	92	15	15	48	58	16	25	4	4	11	14	15	12	2	21	29	7	10	8	14	16	1	4	10	45	17	19	4	34	70					
		5.54%	2.38%	4.74%	3.50%	4.55%	4.59%	2.31%	3.32%	8.61%	5.65%	3.00%	4.29%	4.81%	4.84%	9.16%	9.36%	7.45%	6.15%	5.34%	5.54%	4.11%	5.81%	6.18%	7.93%	5.81%	6.98%	5.70%	7.13%	3.86%	4.15%	3.17%	3.28%	6.04%	4.90%	4.76%	3.99%	2.22%	5.21%	4.75%	3.13%	2.95%	4.79%	5.38%	3.05%	1.03%	2.92%	5.56%	4.78%	4.19%	3.73%	3.81%	5.44%	6.10%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	277	1	2	6	1	3	1	7	4	6	3	2	6	9	13	10	20	22	8	18	6	20	20	17	0	1	8	4	5	5	0	1	0	0	4	2	0	0	4	0	1	1	0	4	2	0	2	5	4	4	1	2	12					
		0.89%	0.24%	0.53%	0.87%	0.23%	0.38%	0.46%	0.68%	0.75%	0.87%	0.56%	0.66%	0.54%	0.95%	0.94%	0.71%	1.49%	1.78%	0.79%	1.88%	0.67%	1.49%	1.93%	1.47%	0.00%	0.47%	0.95%	0.49%	1.21%	0.83%	0.00%	0.82%	0.00%	0.00%	1.27%	0.66%	0.00%	0.00%	0.66%	0.00%	0.29%	0.60%	0.00%	0.76%	2.06%	0.00%	1.11%	0.53%	0.99%	0.79%	0.95%	0.32%	1.05%					
23	6.Политическая партия «Партия социальной справедливости»	46	0	0	1	1	3	0	1	1	0	1	1	0	0	1	1	2	0	1	4	3	4	3	1	0	0	4	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	2	0	0	1	3					
