Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Бессоновская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403					
1	"Число избирателей, внесенных в списки избирателей"	32452	338	1037	1646	1266	807	1328	1114	1323	727	194	1421	489	982	880	1051	747	1242	394	618	1019	1337	244	553	665	920	394	173	282	1587	704	645	871	298	2016	1890	660	590					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	30860	320	990	1650	1200	750	1250	1100	1250	700	180	1400	450	850	850	1000	700	1170	360	550	1000	1300	240	550	600	850	350	170	300	1500	650	600	850	280	1900	1850	600	550					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	22496	263	520	1169	719	645	1088	852	923	330	68	1002	320	642	552	748	486	853	212	384	957	1265	238	476	473	669	235	132	193	1031	426	533	507	203	1108	1263	544	467					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	4326	56	271	164	163	103	140	138	202	175	112	72	84	189	150	103	153	287	71	61	28	24	0	69	94	169	115	33	68	128	155	57	150	51	290	67	51	83					
6	Число погашенных избирательных бюллетеней	4038	1	199	317	318	2	22	110	125	195	0	326	46	19	148	149	61	30	77	105	15	11	2	5	33	12	0	5	39	341	69	10	193	26	502	520	5	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4326	56	271	164	163	103	140	138	202	175	112	72	84	189	150	103	153	287	71	61	28	24	0	69	94	169	115	33	68	128	155	57	150	51	290	67	51	83					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22494	263	520	1169	719	645	1088	852	923	330	68	1001	320	642	552	748	485	853	212	384	957	1265	238	476	473	669	235	132	193	1031	426	533	507	203	1108	1263	544	467					
9	Число недействительных избирательных бюллетеней	267	1	3	26	5	1	0	17	12	8	1	12	0	9	31	5	3	4	4	0	4	2	22	23	2	3	2	0	1	4	1	4	17	2	11	16	1	10					
10	Число действительных избирательных бюллетеней	26553	318	788	1307	877	747	1228	973	1113	497	179	1061	404	822	671	846	635	1136	279	445	981	1287	216	522	565	835	348	165	260	1155	580	586	640	252	1387	1314	594	540					
