Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
Наименование Избирательной комиссии:    Бессоновская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398					
1	"Число избирателей, внесенных в список избирателей"	33563	322	1090	1466	1343	1220	1493	1219	1418	869	1457	494	1023	802	797	807	899	908	753	602	1297	1444	233	564	668	898	358	160	229	1595	658	617	840	273	2052	2029	666					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	33275	320	1080	1480	1350	1151	1450	1210	1390	800	1470	490	1000	800	800	800	900	930	740	590	1240	1480	232	570	670	900	350	150	232	1580	650	620	850	260	2040	2050	650					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	23069	211	685	1019	920	820	1101	850	574	614	906	342	664	441	602	537	708	657	512	357	1092	1279	221	300	406	581	205	117	128	1321	442	534	651	201	1247	1277	547					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3738	49	167	321	133	130	136	72	399	42	87	50	105	132	99	125	52	43	149	51	93	23	0	163	82	163	56	30	22	116	138	40	82	51	204	69	64					
6	Число погашенных избирательных бюллетеней	6468	60	228	140	297	201	213	288	417	144	477	98	231	227	99	138	140	230	79	182	55	178	11	107	182	156	89	3	82	143	70	46	117	8	589	704	39					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3738	49	167	321	133	130	136	72	399	42	87	50	105	132	99	125	52	43	149	51	93	23	0	163	82	163	56	30	22	116	138	40	82	51	204	69	64					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23069	211	685	1019	920	820	1101	850	574	614	906	342	664	441	602	537	708	657	512	357	1092	1279	221	300	406	581	205	117	128	1321	442	534	651	201	1247	1277	547					
9	Число недействительных избирательных бюллетеней	547	0	7	10	7	6	13	8	18	7	19	6	3	7	16	10	9	13	4	2	82	79	12	2	4	103	1	0	1	14	3	3	15	5	32	21	5					
10	Число действительных избирательных бюллетеней	26260	260	845	1330	1046	944	1224	914	955	649	974	386	766	566	685	652	751	687	657	406	1103	1223	209	461	484	641	260	147	149	1423	577	571	718	247	1419	1325	606					
