Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
"Наименование Избирательной комиссии:    Волгоград, Кировская"																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339					
1	"Число избирателей, внесенных в списки"	74133	2286	1930	1986	2301	2209	2173	2386	2459	2798	2440	1920	2080	2148	1870	2184	2457	2625	1865	1873	2676	2231	2257	2196	2209	2401	2127	2172	2516	2190	1937	2391	2538	2302					
2	"Число бюллетеней, полученных участковыми комиссиями"	71735	2273	1737	1943	2256	2177	2216	2312	2383	2748	2412	1891	2035	2092	1814	2158	2463	2505	1849	1861	2470	2180	2221	2091	2160	2318	1900	2072	2445	2105	1808	2197	2377	2266					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	35373	1216	811	1109	1142	1181	1108	1167	1276	1344	1364	1057	1039	1034	1038	1059	1399	1107	989	1023	1135	1133	998	752	932	1036	854	877	1089	1035	948	1132	1048	941					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1298	19	160	12	24	23	44	25	112	18	21	26	33	36	18	41	16	16	32	48	65	13	42	66	15	45	46	42	15	36	23	40	95	31					
6	Число погашенных бюллетеней	35063	1038	766	822	1090	973	1064	1120	995	1386	1027	808	963	1022	758	1058	1048	1382	828	790	1270	1034	1181	1273	1212	1237	1000	1153	1341	1034	837	1025	1234	1294					
7	Число бюллетеней в переносных ящиках для голосования	1624	19	160	12	24	23	44	25	438	18	21	26	33	36	18	41	16	16	32	48	65	13	42	66	15	45	46	42	15	36	23	40	95	31					
8	Число бюллетеней в стационарных ящиках для голосования	35023	1216	811	1109	1142	1181	1108	1167	950	1343	1364	1057	1039	1034	1038	1059	1399	1107	989	1023	1135	1121	998	752	932	1035	854	877	1089	1035	948	1132	1042	937					
9	Число недействительных бюллетеней	1183	51	18	21	59	32	39	56	14	55	31	48	17	28	15	39	39	69	37	25	13	22	6	23	49	23	23	19	36	55	23	109	59	30					
10	Число действительных бюллетеней	35464	1184	953	1100	1107	1172	1113	1136	1374	1306	1354	1035	1055	1042	1041	1061	1376	1054	984	1046	1187	1112	1034	795	898	1057	877	900	1068	1016	948	1063	1078	938					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1519	45	45	45	45	45	45	53	45	50	45	45	45	45	45	45	48	48	45	45	55	45	45	38	57	45	45	45	45	45	45	45	45	45					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	1317	40	34	33	44	39	43	53	42	45	41	40	44	45	35	42	48	45	33	31	48	44	42	25	53	36	36	37	37	34	28	45	31	44					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1622	365	126	34	17	52	30	22	29	42	44	49	58	26	71	23	32	41	32	32	43	32	43	25	21	17	30	40	64	33	97	16	17	19					
14	Число погашенных открепительных удостоверений	197	0	11	12	1	6	2	0	3	5	4	5	1	0	10	3	0	3	12	14	7	1	3	13	4	9	9	8	8	11	17	0	14	1					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
