Выборы Президента Российской Федерации																																																														
Дата голосования: 02.03.2008																																																														
																																																														
Наименование Избирательной комиссии:    Красноармейская																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
	Число участковых избирательных комиссий	55																																																												
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	55																																																												
																																																														
		Сумма	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065					
1	"Число избирателей, включенных в списки избирателей"	32216	871	467	93	1207	300	180	277	338	376	226	157	1563	936	251	59	168	178	1132	1248	1022	277	307	137	379	1446	269	146	126	1500	449	409	770	158	1687	2146	2451	1558	323	189	1234	209	184	778	220	139	54	839	275	264	517	835	136	244	138	374					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	28952	750	400	100	1000	300	190	270	350	400	240	160	1300	800	250	60	170	180	1000	1100	1000	250	300	140	350	1200	287	145	130	1300	400	400	700	160	1700	2000	1800	1300	340	220	1000	220	220	660	220	140	50	700	270	270	500	700	140	240	150	330					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	21176	512	350	82	686	164	115	204	176	273	153	112	964	455	218	48	108	137	775	676	640	214	283	116	268	970	186	108	93	970	246	228	551	122	1044	1475	1554	1107	212	137	731	146	133	569	161	108	45	550	214	206	311	620	81	184	85	300					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2738	182	43	0	69	40	27	20	63	31	30	14	162	188	13	10	16	7	111	84	52	14	0	9	27	55	32	11	7	116	65	48	48	9	80	89	165	64	69	25	94	10	34	82	0	7	2	124	27	35	111	50	19	11	19	18					
6	Число погашенных избирательных бюллетеней	5038	56	7	18	245	96	48	46	111	96	57	34	174	157	19	2	46	36	114	340	308	22	17	15	55	175	69	26	30	214	89	124	101	29	576	436	81	129	59	58	175	64	53	9	59	25	3	26	29	29	78	30	40	45	46	12					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2738	182	43	0	69	40	27	20	63	31	30	14	162	188	13	10	16	7	111	84	52	14	0	9	27	55	32	11	7	116	65	48	48	9	80	89	165	64	69	25	94	10	34	82	0	7	2	124	27	35	111	50	19	11	19	18					
8	Число бюллетеней в стационарных ящиках для голосования	21169	512	350	82	685	164	115	204	176	273	153	112	964	455	218	48	108	137	775	676	640	214	283	116	268	970	186	108	93	966	246	228	549	122	1044	1475	1554	1107	212	137	731	146	133	569	161	108	45	550	214	206	311	620	81	184	85	300					
9	Число недействительных избирательных бюллетеней	240	10	0	0	6	2	5	1	0	1	2	1	2	10	1	1	3	1	12	5	6	1	1	1	8	17	3	1	3	15	0	3	6	0	15	15	21	14	3	1	9	0	1	8	3	2	2	0	2	0	3	5	0	2	1	5					
10	Число действительных избирательных бюллетеней	23667	684	393	82	748	202	137	223	239	303	181	125	1124	633	230	57	121	143	874	755	686	227	282	124	287	1008	215	118	97	1067	311	273	591	131	1109	1549	1698	1157	278	161	816	156	166	643	158	113	45	674	239	241	419	665	100	193	103	313					
11	Число полученных открепительных  удостоверений	1046	29	13	0	10	15	11	15	11	25	30	10	29	5	5	5	5	3	46	25	29	5	5	1	10	60	14	0	1	156	22	12	9	5	46	45	65	33	17	30	30	5	16	17	3	0	0	15	5	10	20	33	5	5	5	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1006	29	12	0	10	15	11	15	11	25	30	10	29	5	1	5	5	3	46	25	29	5	2	1	10	60	14	0	1	129	22	12	9	3	43	45	65	33	17	30	30	5	16	17	3	0	0	15	5	10	20	33	5	5	5	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	306	8	4	0	7	6	1	0	1	6	10	3	5	2	5	7	2	5	8	10	7	1	1	3	7	13	5	3	1	20	12	11	7	0	13	14	21	6	6	5	12	1	3	2	3	1	1	5	2	3	3	11	1	4	2	6					
14	Число неиспользованных открепительных удостоверений	40	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	27	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	64	3	1	0	0	1	0	1	0	1	1	0	6	2	0	0	0	0	1	3	0	0	0	0	0	3	1	1	0	5	2	1	1	0	2	5	7	6	0	1	1	0	0	0	1	0	0	1	0	0	3	2	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																														
18	Богданов Андрей Владимирович	236	6	2	0	7	0	0	3	6	2	1	2	18	7	2	0	0	1	6	5	7	2	1	0	2	6	0	0	0	14	9	3	7	2	16	21	14	21	2	4	11	2	0	5	1	1	0	4	1	1	0	5	0	2	0	4					
