Выборы Президента Российской Федерации																																
																																
Наименование Избирательной комиссии:    Новоспасская																																
																																
Итоги голосования 																																
																																
		Сумма	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455					
1	"Число избирателей, внесенных в список"	18023	1289	677	1484	1786	1571	1884	456	218	355	633	210	1217	505	609	488	295	511	708	142	382	156	610	1052	201	584					
2	Число полученных избирательных бюллетеней	17482	1223	647	1426	1710	1515	1800	433	228	343	624	210	1175	486	584	473	316	503	693	142	383	161	594	1036	206	571					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	11038	738	394	827	881	972	1107	273	148	202	461	96	778	324	362	310	248	336	455	93	230	104	380	792	158	369					
5	"Число избирательных бюллетеней, выданных вне помещения"	1387	64	29	80	99	58	31	20	4	52	65	56	76	62	100	38	16	78	117	22	73	23	70	65	26	63					
6	Число погашенных избирательных бюллетеней	5057	421	224	519	730	485	662	140	76	89	98	58	321	100	122	125	52	89	121	27	80	34	144	179	22	139					
7	Число избирательных бюллетеней в переносных ящиках	1387	64	29	80	99	58	31	20	4	52	65	56	76	62	100	38	16	78	117	22	73	23	70	65	26	63					
8	Число бюллетеней в стационарных ящиках для голосования	11037	738	394	826	881	972	1107	273	148	202	461	96	778	324	362	310	248	336	455	93	230	104	380	792	158	369					
9	Число недействительных избирательных бюллетеней	97	9	4	8	10	10	5	2	0	1	3	0	9	3	8	1	0	2	5	0	2	0	0	12	1	2					
10	Число действительных избирательных бюллетеней	12327	793	419	898	970	1020	1133	291	152	253	523	152	845	383	454	347	264	412	567	115	301	127	450	845	183	430					
11	Число полученных открепительных  удостоверений	446	20	10	15	20	25	25	10	10	10	27	10	25	10	15	10	40	10	30	10	22	3	15	46	10	18					
12	Число выданных открепительных удостоверений	338	7	3	13	9	19	20	1	10	3	27	2	22	10	7	8	40	8	28	0	20	3	8	46	8	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	151	8	2	11	5	8	37	0	0	2	6	4	11	7	9	0	4	5	9	0	5	0	1	14	0	3					
14	Число неиспользованных открепительных удостоверений	108	13	7	2	11	6	5	9	0	7	0	8	3	0	8	2	0	2	2	10	2	0	7	0	2	2					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																
18	. Глазьев Сергей Юрьевич	356	30	17	38	34	44	41	3	2	8	7	1	25	2	7	15	1	9	14	5	9	3	8	18	2	13					
		2.87%	3.74%	4.02%	4.19%	3.47%	4.27%	3.60%	1.02%	1.32%	3.15%	1.33%	0.66%	2.93%	0.52%	1.52%	4.31%	0.38%	2.17%	2.45%	4.35%	2.97%	2.36%	1.78%	2.10%	1.09%	3.01%					
19	. Малышкин Олег Александрович	295	23	8	21	24	23	30	9	11	4	13	2	18	12	5	8	3	10	7	0	13	1	11	21	1	17					
		2.37%	2.87%	1.89%	2.32%	2.45%	2.23%	2.64%	3.07%	7.24%	1.57%	2.47%	1.32%	2.11%	3.11%	1.08%	2.30%	1.14%	2.42%	1.22%	0.00%	4.29%	0.79%	2.44%	2.45%	0.54%	3.94%					
20	. Миронов Сергей Михайлович	61	6	4	6	8	2	11	0	1	1	0	1	6	1	3	0	0	1	0	0	0	1	1	4	0	4					
		0.49%	0.75%	0.95%	0.66%	0.82%	0.19%	0.97%	0.00%	0.66%	0.39%	0.00%	0.66%	0.70%	0.26%	0.65%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.79%	0.22%	0.47%	0.00%	0.93%					
21	. Путин Владимир Владимирович	8897	554	310	646	699	741	830	216	104	178	415	123	565	258	348	228	207	332	382	84	209	94	285	651	130	308					
		71.61%	69.08%	73.29%	71.30%	71.33%	71.94%	72.93%	73.72%	68.42%	70.08%	78.90%	80.92%	66.16%	66.84%	75.32%	65.52%	78.41%	80.19%	66.78%	73.04%	68.98%	74.02%	63.33%	75.96%	70.65%	71.30%					
22	. Хакамада Ирина Муцуовна	185	12	3	11	14	13	28	6	1	3	8	2	13	4	6	4	3	7	19	1	1	7	8	7	1	3					
		1.49%	1.50%	0.71%	1.21%	1.43%	1.26%	2.46%	2.05%	0.66%	1.18%	1.52%	1.32%	1.52%	1.04%	1.30%	1.15%	1.14%	1.69%	3.32%	0.87%	0.33%	5.51%	1.78%	0.82%	0.54%	0.69%					
23	. Харитонов Николай Михайлович	2322	149	71	166	177	179	170	47	30	57	74	21	202	99	82	87	47	53	127	25	68	18	125	130	46	72					
		18.69%	18.58%	16.78%	18.32%	18.06%	17.38%	14.94%	16.04%	19.74%	22.44%	14.07%	13.82%	23.65%	25.65%	17.75%	25.00%	17.80%	12.80%	22.20%	21.74%	22.44%	14.17%	27.78%	15.17%	25.00%	16.67%					
																																
24	Против всех	211	19	6	10	14	18	23	10	3	2	6	2	16	7	3	5	3	0	18	0	1	3	12	14	3	13					
		1.70%	2.37%	1.42%	1.10%	1.43%	1.75%	2.02%	3.41%	1.97%	0.79%	1.14%	1.32%	1.87%	1.81%	0.65%	1.44%	1.14%	0.00%	3.15%	0.00%	0.33%	2.36%	2.67%	1.63%	1.63%	3.01%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
