Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																										
Дата голосования: 07.12.2003 0:00:00																																																										
																																																										
Наименование Избирательной комиссии:    Шатурская																																																										
																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																										
																																																										
		Сумма	УИК №3012	УИК №3013	УИК №3014	УИК №3015	УИК №3016	УИК №3017	УИК №3018	УИК №3019	УИК №3020	УИК №3021	УИК №3022	УИК №3023	УИК №3024	УИК №3025	УИК №3026	УИК №3027	УИК №3028	УИК №3029	УИК №3030	УИК №3031	УИК №3032	УИК №3033	УИК №3034	УИК №3035	УИК №3036	УИК №3037	УИК №3038	УИК №3039	УИК №3040	УИК №3041	УИК №3042	УИК №3043	УИК №3044	УИК №3045	УИК №3046	УИК №3047	УИК №3048	УИК №3049	УИК №3050	УИК №3051	УИК №3052	УИК №3053	УИК №3054	УИК №3055	УИК №3056	УИК №3057	УИК №3058	УИК №3059	УИК №3060	УИК №3061	УИК №3062					
1	"Число избирателей, внесенных в списки"	58005	1802	1708	2107	2233	2410	2112	2238	2210	2320	1764	1338	1794	893	533	1907	1576	173	295	1492	1671	1661	1845	1784	574	1532	1055	828	575	1370	327	290	312	2242	297	634	2563	227	288	241	228	170	379	1350	447	869	766	1284	254	201	380	456					
2	"Число бюллетеней, полученных участковыми комиссиями"	54338	1706	1456	2008	2128	2243	2001	2110	2103	2133	1659	1257	1658	836	534	1790	1576	164	281	1416	1581	1581	1762	1628	506	1413	958	797	549	1144	298	272	296	2070	278	588	2454	206	263	223	216	157	355	1277	423	831	732	1223	240	191	352	415					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	25993	820	690	997	1162	1231	1168	1199	1110	1237	924	689	702	341	292	772	772	71	101	549	628	824	767	723	211	630	367	389	248	679	161	121	106	1065	50	278	1213	57	60	60	105	26	150	547	220	292	269	425	66	74	182	173					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2256	24	116	12	14	15	12	16	24	5	10	7	19	12	10	50	47	0	13	36	55	33	67	37	19	22	43	31	14	49	21	26	94	92	75	52	49	95	124	36	23	51	49	140	30	97	38	133	39	38	65	77					
6	Число погашенных бюллетеней	26081	858	650	999	952	997	821	895	969	891	725	561	937	483	232	965	757	93	167	830	898	724	928	868	276	761	548	377	287	416	116	125	96	913	153	258	1192	54	79	127	88	80	156	590	173	442	425	665	135	79	105	165					
7	Число бюллетеней в переносных ящиках для голосования	2255	24	114	12	14	15	13	16	24	5	10	7	19	12	10	50	47	0	13	36	55	33	67	37	19	22	43	31	14	49	21	26	94	92	75	52	49	95	124	36	23	51	49	140	30	97	38	133	39	38	65	77					
8	Число бюллетеней в стационарных ящиках для голосования	25977	820	690	997	1162	1230	1167	1199	1106	1236	919	689	702	341	292	772	772	71	101	548	628	824	765	723	211	630	367	389	248	679	161	121	106	1065	50	278	1213	57	60	60	105	26	150	547	220	292	269	424	66	74	182	173					
9	Число недействительных бюллетеней	658	8	13	13	14	23	30	12	20	16	14	13	11	12	9	38	48	3	4	12	39	21	22	24	6	7	15	14	10	11	6	6	1	34	5	4	27	2	0	5	5	0	3	20	4	5	4	16	4	13	10	2					
10	Число действительных бюллетеней	27574	836	791	996	1162	1222	1150	1203	1110	1225	915	683	710	341	293	784	771	68	110	572	644	836	810	736	224	645	395	406	252	717	176	141	199	1123	120	326	1235	150	184	91	123	77	196	667	246	384	303	541	101	99	237	248					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	955	25	20	35	35	40	30	35	35	35	25	20	25	10	10	25	25	10	10	20	25	25	25	25	10	25	20	10	10	20	10	10	10	35	10	10	35	10	10	10	10	10	10	20	10	10	10	20	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	307	8	8	12	11	14	9	6	10	15	8	16	13	2	1	9	13	0	1	6	3	12	12	11	3	7	8	6	7	12	1	3	1	6	1	4	12	3	0	0	1	1	0	0	2	5	5	9	0	4	2	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	831	9	7	7	6	9	9	2	5	11	4	2	7	4	4	3	4	8	79	5	8	9	9	17	4	7	5	4	4	166	5	8	1	10	2	12	7	5	2	3	5	3	5	4	5	4	2	8	310	1	3	8					
14	Число погашенных открепительных удостоверений	624	17	12	23	24	26	21	29	25	20	17	4	12	8	9	16	12	10	0	14	17	13	13	14	7	18	12	4	3	8	9	7	9	29	9	6	23	7	10	10	9	9	10	20	8	5	5	11	0	6	8	6					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	"1. ""ЕДИНЕНИЕ"""	466	8	14	17	14	15	18	12	12	20	17	10	9	0	7	12	17	2	2	8	14	14	13	18	7	9	3	12	7	6	5	2	2	26	4	6	19	0	4	0	2	1	6	24	6	9	11	13	0	1	4	4					
		1.65%	0.94%	1.74%	1.68%	1.19%	1.20%	1.52%	0.98%	1.06%	1.61%	1.82%	1.43%	1.24%	0.0%	2.31%	1.45%	2.07%	2.81%	1.75%	1.36%	2.04%	1.63%	1.56%	2.36%	3.04%	1.38%	0.73%	2.85%	2.67%	0.82%	2.74%	1.36%	1.0%	2.24%	3.2%	1.81%	1.50%	0.0%	2.17%	0.0%	1.56%	1.29%	3.01%	3.49%	2.4%	2.31%	3.58%	2.33%	0.0%	0.89%	1.61%	1.6%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	541	21	25	27	22	35	29	24	25	40	30	30	17	8	12	12	13	1	3	4	11	18	10	14	2	10	2	7	2	15	0	1	2	10	2	6	12	1	4	2	2	2	2	5	3	1	4	6	0	0	3	4					
		1.91%	2.48%	3.10%	2.67%	1.87%	2.81%	2.45%	1.97%	2.21%	3.22%	3.22%	4.31%	2.35%	2.26%	3.97%	1.45%	1.58%	1.40%	2.63%	0.68%	1.61%	2.10%	1.20%	1.84%	0.86%	1.53%	0.48%	1.66%	0.76%	2.06%	0.0%	0.68%	1.0%	0.86%	1.6%	1.81%	0.95%	0.65%	2.17%	2.08%	1.56%	2.59%	1.00%	0.72%	1.2%	0.25%	1.30%	1.07%	0.0%	0.0%	1.21%	1.6%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	950	32	20	43	46	42	45	35	39	33	31	20	19	9	5	34	20	5	1	31	44	24	18	46	6	31	14	13	7	23	8	4	7	21	6	9	34	7	8	6	3	1	8	28	7	9	6	23	4	3	7	5					
		3.36%	3.79%	2.48%	4.26%	3.91%	3.37%	3.81%	2.88%	3.45%	2.65%	3.33%	2.87%	2.63%	2.54%	1.65%	4.13%	2.44%	7.04%	0.87%	5.30%	6.44%	2.80%	2.16%	6.05%	2.60%	4.75%	3.41%	3.09%	2.67%	3.15%	4.39%	2.72%	3.5%	1.81%	4.8%	2.72%	2.69%	4.60%	4.34%	6.25%	2.34%	1.29%	4.02%	4.07%	2.8%	2.31%	1.95%	4.12%	3.80%	2.67%	2.83%	2.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1628	71	58	61	69	119	62	98	75	121	88	76	50	24	22	37	46	1	5	17	41	48	25	22	10	25	8	6	10	56	5	7	2	37	2	20	44	7	1	3	0	0	13	53	8	16	14	28	2	1	6	8					
