Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Атяшевская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	16017	1582	2629	822	940	913	275	678	275	553	244	314	150	152	150	436	132	372	196	287	485	281	311	540	116	212	218	195	347	324	372	134	420	190	148	185	439									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16230	1620	2665	850	940	925	280	700	275	550	250	320	150	150	155	440	130	375	200	290	495	285	315	540	110	215	220	200	360	330	380	130	420	190	145	180	450									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	14160	1396	2273	729	845	822	250	620	233	465	220	281	135	136	136	385	111	291	169	244	432	249	260	487	98	180	205	171	321	304	339	121	385	168	121	163	415									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	967	67	107	50	38	41	14	20	37	52	11	14	11	7	5	25	18	67	22	37	42	21	25	44	10	27	10	16	15	9	11	8	22	18	24	15	7									
6	Число погашенных избирательных бюллетеней	1103	157	285	71	57	62	16	60	5	33	19	25	4	7	14	30	1	17	9	9	21	15	30	9	2	8	5	13	24	17	30	1	13	4	0	2	28									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	967	67	107	50	38	41	14	20	37	52	11	14	11	7	5	25	18	67	22	37	42	21	25	44	10	27	10	16	15	9	11	8	22	18	24	15	7									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	14159	1396	2272	729	845	822	250	620	233	465	220	281	135	136	136	385	111	291	169	244	432	249	260	487	98	180	205	171	321	304	339	121	385	168	121	163	415									
9	Число недействительных избирательных бюллетеней	15	0	0	8	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
10	Число действительных избирательных бюллетеней	15111	1463	2379	771	881	860	264	638	270	517	231	295	146	143	141	410	129	358	191	281	474	270	285	531	108	207	215	187	336	313	350	129	407	186	145	178	422									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	175	23	20	6	6	6	4	5	3	5	3	4	3	3	3	5	3	4	3	4	5	3	4	6	2	3	3	3	4	4	4	2	5	3	3	3	5									
