Выборы Президента Российской Федерации																																					
Дата голосования: 18.03.2018																																					
																																					
Наименование Избирательной комиссии:    район Силино																																					
																																					
Сводная таблица итогов голосования																																					
																																					
	Число участковых избирательных комиссий	26																																			
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	26																																			
																																					
		Сумма	УИК №3258	УИК №3259	УИК №3260	УИК №3261	УИК №3262	УИК №3263	УИК №3264	УИК №3265	УИК №3266	УИК №3267	УИК №3268	УИК №3269	УИК №3270	УИК №3271	УИК №3272	УИК №3273	УИК №3274	УИК №3275	УИК №3276	УИК №3277	УИК №3278	УИК №3279	УИК №3280	УИК №3281	УИК №3282	УИК №3792									
1	"Число избирателей, включенных в список избирателей"	29393	1132	1081	1135	906	1101	892	771	1084	1155	980	924	1193	1948	1165	1059	871	1286	1886	1116	1240	1026	1078	1918	1072	1067	307									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23950	800	800	950	700	800	850	700	900	900	850	850	950	1600	950	800	700	1000	1600	900	950	800	900	1600	900	800	400									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	18195	723	611	705	558	672	517	435	620	709	643	592	715	1204	740	648	550	810	1154	693	733	642	693	1191	663	668	306									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	964	42	49	49	40	56	37	38	56	37	19	19	42	38	24	27	31	53	51	36	30	23	30	50	60	27	0									
6	Число погашенных избирательных бюллетеней	4791	35	140	196	102	72	296	227	224	154	188	239	193	358	186	125	119	137	395	171	187	135	177	359	177	105	94									
7	Число избирательных бюллетеней в переносных ящиках для голосования	964	42	49	49	40	56	37	38	56	37	19	19	42	38	24	27	31	53	51	36	30	23	30	50	60	27	0									
8	Число бюллетеней в стационарных ящиках для голосования	18148	723	610	702	558	671	517	435	620	706	642	591	714	1197	740	648	547	810	1153	693	733	641	693	1167	663	668	306									
9	Число недействительных избирательных бюллетеней	237	10	6	14	6	8	5	3	7	6	4	8	11	21	10	7	5	9	17	10	8	10	9	18	7	15	3									
10	Число действительных избирательных бюллетеней	18875	755	653	737	592	719	549	470	669	737	657	602	745	1214	754	668	573	854	1187	719	755	654	714	1199	716	680	303									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
13	Бабурин Сергей Николаевич	153	6	9	7	3	5	0	6	5	9	8	6	4	5	6	2	9	5	7	6	21	5	3	5	3	7	1									
		0.80%	0.78%	1.37%	0.93%	0.50%	0.69%	0.00%	1.27%	0.74%	1.21%	1.21%	0.98%	0.53%	0.40%	0.79%	0.30%	1.56%	0.58%	0.58%	0.82%	2.75%	0.75%	0.41%	0.41%	0.41%	1.01%	0.33%									
14	Грудинин Павел Николаевич	2114	88	77	86	74	70	69	45	73	97	82	55	88	111	93	77	71	93	130	98	84	69	69	127	70	102	16									
		11.06%	11.50%	11.68%	11.45%	12.37%	9.63%	12.45%	9.51%	10.80%	13.06%	12.41%	9.02%	11.64%	8.99%	12.17%	11.41%	12.28%	10.78%	10.80%	13.44%	11.01%	10.39%	9.54%	10.44%	9.68%	14.68%	5.23%									
15	Жириновский Владимир Вольфович	955	38	25	31	31	36	31	15	22	29	14	45	39	55	33	41	26	50	76	41	34	33	26	69	45	30	40									
		4.99%	4.97%	3.79%	4.13%	5.18%	4.95%	5.60%	3.17%	3.25%	3.90%	2.12%	7.38%	5.16%	4.45%	4.32%	6.07%	4.50%	5.79%	6.31%	5.62%	4.46%	4.97%	3.60%	5.67%	6.22%	4.32%	13.07%									
16	Путин Владимир Владимирович	14188	570	502	564	448	556	416	373	514	540	498	461	567	922	563	504	432	639	884	526	527	493	548	889	559	473	220									
		74.24%	74.51%	76.18%	75.10%	74.92%	76.48%	75.09%	78.86%	76.04%	72.68%	75.34%	75.57%	75.00%	74.66%	73.69%	74.67%	74.74%	74.04%	73.42%	72.15%	69.07%	74.25%	75.80%	73.05%	77.32%	68.06%	71.90%									
17	Собчак Ксения Анатольевна	568	19	16	21	13	22	13	7	19	25	23	14	21	43	20	13	16	28	39	14	25	20	30	42	20	25	20									
		2.97%	2.48%	2.43%	2.80%	2.17%	3.03%	2.35%	1.48%	2.81%	3.36%	3.48%	2.30%	2.78%	3.48%	2.62%	1.93%	2.77%	3.24%	3.24%	1.92%	3.28%	3.01%	4.15%	3.45%	2.77%	3.60%	6.54%									
18	Сурайкин Максим Александрович	123	2	5	5	1	6	4	8	7	8	3	5	4	14	5	1	4	2	7	3	7	5	7	5	1	4	0									
		0.64%	0.26%	0.76%	0.67%	0.17%	0.83%	0.72%	1.69%	1.04%	1.08%	0.45%	0.82%	0.53%	1.13%	0.65%	0.15%	0.69%	0.23%	0.58%	0.41%	0.92%	0.75%	0.97%	0.41%	0.14%	0.58%	0.00%									
19	Титов Борис Юрьевич	258	14	8	7	6	11	3	8	15	6	11	8	8	19	16	7	4	13	14	11	17	11	11	13	8	8	1									
		1.35%	1.83%	1.21%	0.93%	1.00%	1.51%	0.54%	1.69%	2.22%	0.81%	1.66%	1.31%	1.06%	1.54%	2.09%	1.04%	0.69%	1.51%	1.16%	1.51%	2.23%	1.66%	1.52%	1.07%	1.11%	1.15%	0.33%									
20	Явлинский Григорий Алексеевич	516	18	11	16	16	13	13	8	14	23	18	8	14	45	18	23	11	24	30	20	40	18	20	49	10	31	5									
		2.70%	2.35%	1.67%	2.13%	2.68%	1.79%	2.35%	1.69%	2.07%	3.10%	2.72%	1.31%	1.85%	3.64%	2.36%	3.41%	1.90%	2.78%	2.49%	2.74%	5.24%	2.71%	2.77%	4.03%	1.38%	4.46%	1.63%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
