Выборы Президента Российской Федерации																																
Дата голосования: 18.03.2018																																
																																
Наименование Избирательной комиссии:    Смидовичская																																
																																
Сводная таблица итогов голосования																																
																																
	Число участковых избирательных комиссий	21																														
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	21																														
																																
		Сумма	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83									
1	"Число избирателей, включенных в список избирателей"	19422	466	276	971	1786	1158	677	741	765	786	837	611	811	510	1111	1309	1709	1515	1018	1206	550	609									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19650	492	284	1006	1720	1057	707	772	806	777	850	616	822	554	1157	1403	1662	1521	1044	1230	519	651									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10962	270	186	551	924	716	417	473	461	503	461	395	431	307	546	613	906	898	600	651	269	384									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1124	32	20	125	49	54	29	20	77	50	33	25	29	32	40	100	92	71	25	47	43	131									
6	Число погашенных избирательных бюллетеней	7560	190	78	330	747	287	261	279	268	224	356	196	358	215	571	690	664	552	419	532	207	136									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1128	32	20	125	49	54	29	20	77	50	33	25	33	32	40	100	92	71	25	47	43	131									
8	Число бюллетеней в стационарных ящиках для голосования	10962	270	186	551	924	716	417	473	461	503	461	395	431	307	546	613	906	898	600	651	269	384									
9	Число недействительных избирательных бюллетеней	263	4	0	15	23	8	6	13	9	11	9	32	7	3	12	15	45	7	20	17	7	0									
10	Число действительных избирательных бюллетеней	11827	298	206	661	950	762	440	480	529	542	485	388	457	336	574	698	953	962	605	681	305	515									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
13	Бабурин Сергей Николаевич	78	3	0	6	7	4	2	3	3	5	3	4	4	2	1	5	14	4	6	1	0	1									
		0.65%	0.99%	0.00%	0.89%	0.72%	0.52%	0.45%	0.61%	0.56%	0.90%	0.61%	0.95%	0.86%	0.59%	0.17%	0.70%	1.40%	0.41%	0.96%	0.14%	0.00%	0.19%									
14	Грудинин Павел Николаевич	1921	65	11	96	150	140	39	76	67	77	63	49	52	65	140	147	208	182	89	113	57	35									
		15.89%	21.52%	5.34%	14.20%	15.42%	18.18%	8.74%	15.42%	12.45%	13.92%	12.75%	11.67%	11.21%	19.17%	23.89%	20.62%	20.84%	18.78%	14.24%	16.19%	18.27%	6.80%									
15	Жириновский Владимир Вольфович	1270	37	23	82	111	76	52	53	52	70	105	50	34	43	53	72	87	84	66	68	29	23									
		10.50%	12.25%	11.17%	12.13%	11.41%	9.87%	11.66%	10.75%	9.67%	12.66%	21.26%	11.90%	7.33%	12.68%	9.04%	10.10%	8.72%	8.67%	10.56%	9.74%	9.29%	4.47%									
16	Путин Владимир Владимирович	8285	188	170	462	661	527	341	341	401	378	301	276	358	223	361	447	614	669	431	476	208	452									
		68.53%	62.25%	82.52%	68.34%	67.93%	68.44%	76.46%	69.17%	74.54%	68.35%	60.93%	65.71%	77.16%	65.78%	61.60%	62.69%	61.52%	69.04%	68.96%	68.19%	66.67%	87.77%									
17	Собчак Ксения Анатольевна	97	4	1	5	7	5	4	2	1	3	5	5	2	2	6	12	10	5	4	8	4	2									
		0.80%	1.32%	0.49%	0.74%	0.72%	0.65%	0.90%	0.41%	0.19%	0.54%	1.01%	1.19%	0.43%	0.59%	1.02%	1.68%	1.00%	0.52%	0.64%	1.15%	1.28%	0.39%									
18	Сурайкин Максим Александрович	71	0	1	2	3	7	2	2	2	6	3	2	1	0	2	10	8	10	3	5	1	1									
		0.59%	0.00%	0.49%	0.30%	0.31%	0.91%	0.45%	0.41%	0.37%	1.08%	0.61%	0.48%	0.22%	0.00%	0.34%	1.40%	0.80%	1.03%	0.48%	0.72%	0.32%	0.19%									
19	Титов Борис Юрьевич	59	0	0	5	9	1	0	3	1	3	3	2	3	1	4	2	6	5	1	6	4	0									
		0.49%	0.00%	0.00%	0.74%	0.92%	0.13%	0.00%	0.61%	0.19%	0.54%	0.61%	0.48%	0.65%	0.29%	0.68%	0.28%	0.60%	0.52%	0.16%	0.86%	1.28%	0.00%									
20	Явлинский Григорий Алексеевич	46	1	0	3	2	2	0	0	2	0	2	0	3	0	7	3	6	3	5	4	2	1									
		0.38%	0.33%	0.00%	0.44%	0.21%	0.26%	0.00%	0.00%	0.37%	0.00%	0.40%	0.00%	0.65%	0.00%	1.19%	0.42%	0.60%	0.31%	0.80%	0.57%	0.64%	0.19%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
