Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Кавалеровская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №1310	УИК №1311					
1	"Число избирателей, внесенных в списки избирателей"	22946	461	213	152	278	227	896	1703	330	1051	1120	1175	1026	1107	1239	1108	1116	1087	1258	1076	1101	1575	705	667	779	1310	186					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22060	490	200	160	280	200	800	1700	300	1000	1100	1100	1000	1100	1200	1100	1100	1000	1200	1000	1000	1500	700	680	700	1300	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12935	255	135	108	193	157	485	890	180	593	634	709	663	674	801	666	670	578	714	538	567	847	329	366	455	622	106					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	821	38	11	10	8	5	42	96	18	45	17	14	19	21	17	45	41	30	33	18	26	37	46	31	25	86	42					
6	Число погашенных избирательных бюллетеней	8304	197	54	42	79	38	273	714	102	362	449	377	318	405	382	389	389	392	453	444	407	616	325	283	220	592	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	821	38	11	10	8	5	42	96	18	45	17	14	19	21	17	45	41	30	33	18	26	37	46	31	25	86	42					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12932	255	135	108	193	157	485	890	180	593	634	708	663	673	801	666	670	577	714	538	567	847	329	366	455	622	106					
9	Число недействительных избирательных бюллетеней	130	0	2	0	2	1	7	6	6	5	5	3	8	7	7	4	4	5	5	6	13	12	8	4	5	4	1					
10	Число действительных избирательных бюллетеней	13623	293	144	118	199	161	520	980	192	633	646	719	674	687	811	707	707	602	742	550	580	872	367	393	475	704	147					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	575	30	15	15	15	15	15	35	15	25	25	25	25	25	35	25	25	25	25	25	25	25	15	15	20	35	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	392	29	8	14	8	6	10	35	6	8	13	10	15	19	35	25	17	9	18	11	12	11	7	15	18	33	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	215	7	7	4	2	4	14	11	2	10	10	13	7	21	10	13	4	10	11	13	10	6	1	5	3	9	8					
14	Число погашенных неиспользованных открепительных удостоверений	183	1	7	1	7	9	5	0	9	17	12	15	10	6	0	0	8	16	7	14	13	14	8	0	2	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	24	0	0	0	0	0	0	0	0	2	2	0	2	3	1	3	4	0	0	1	0	3	0	2	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	269	6	6	3	3	0	8	13	5	7	12	18	14	16	24	18	14	9	16	7	13	15	11	9	8	7	7					
		1.96%	2.05%	4.11%	2.54%	1.49%	0.00%	1.52%	1.32%	2.53%	1.10%	1.84%	2.49%	2.05%	2.31%	2.93%	2.53%	1.97%	1.48%	2.14%	1.26%	2.19%	1.70%	2.93%	2.27%	1.67%	0.99%	4.73%					
19	2.Всероссийская политическая партия «Гражданская Сила»	82	0	0	0	1	1	3	3	2	6	8	3	10	4	10	3	4	6	6	0	3	2	3	0	3	1	0					
		0.60%	0.00%	0.00%	0.00%	0.50%	0.62%	0.57%	0.30%	1.01%	0.94%	1.23%	0.42%	1.47%	0.58%	1.22%	0.42%	0.56%	0.99%	0.80%	0.00%	0.51%	0.23%	0.80%	0.00%	0.63%	0.14%	0.00%					
20	3.Политическая партия «Демократическая партия России»	19	0	1	0	0	0	0	1	1	0	1	0	1	0	5	0	2	1	2	0	1	1	0	1	1	0	0					
		0.14%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.10%	0.51%	0.00%	0.15%	0.00%	0.15%	0.00%	0.61%	0.00%	0.28%	0.16%	0.27%	0.00%	0.17%	0.11%	0.00%	0.25%	0.21%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2644	62	24	11	23	19	128	159	11	118	146	142	153	137	173	166	153	111	168	119	91	152	83	55	61	152	27					
		19.22%	21.16%	16.44%	9.32%	11.44%	11.73%	24.29%	16.13%	5.56%	18.50%	22.43%	19.67%	22.43%	19.74%	21.15%	23.35%	21.52%	18.29%	22.49%	21.40%	15.35%	17.19%	22.13%	13.85%	12.71%	21.47%	18.24%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	51	4	0	1	0	0	1	0	0	1	2	2	2	3	3	1	2	1	4	1	1	12	3	2	3	1	1					
		0.37%	1.37%	0.00%	0.85%	0.00%	0.00%	0.19%	0.00%	0.00%	0.16%	0.31%	0.28%	0.29%	0.43%	0.37%	0.14%	0.28%	0.16%	0.54%	0.18%	0.17%	1.36%	0.80%	0.50%	0.63%	0.14%	0.68%					
23	6.Политическая партия «Партия социальной справедливости»	39	0	0	0	1	0	0	2	2	1	1	3	4	2	2	4	0	3	3	2	0	3	0	1	2	1	2					
		0.28%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.20%	1.01%	0.16%	0.15%	0.42%	0.59%	0.29%	0.24%	0.56%	0.00%	0.49%	0.40%	0.36%	0.00%	0.34%	0.00%	0.25%	0.42%	0.14%	1.35%					
24	7.Политическая партия «Либерально-демократическая партия России»	1634	34	18	21	22	33	75	95	11	94	74	81	58	93	76	78	89	85	86	71	66	91	52	45	69	93	24					
		11.88%	11.60%	12.33%	17.80%	10.95%	20.37%	14.23%	9.63%	5.56%	14.73%	11.37%	11.22%	8.50%	13.40%	9.29%	10.97%	12.52%	14.00%	11.51%	12.77%	11.13%	10.29%	13.87%	11.34%	14.38%	13.14%	16.22%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1741	18	10	2	16	9	59	67	17	79	105	128	91	115	125	103	110	73	97	64	67	120	39	52	54	108	13					
		12.66%	6.14%	6.85%	1.69%	7.96%	5.56%	11.20%	6.80%	8.59%	12.38%	16.13%	17.73%	13.34%	16.57%	15.28%	14.49%	15.47%	12.03%	12.99%	11.51%	11.30%	13.57%	10.40%	13.10%	11.25%	15.25%	8.78%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	154	2	0	1	0	1	3	5	4	11	6	9	9	13	11	8	8	9	10	7	10	9	1	3	6	7	1					
		1.12%	0.68%	0.00%	0.85%	0.00%	0.62%	0.57%	0.51%	2.02%	1.72%	0.92%	1.25%	1.32%	1.87%	1.34%	1.13%	1.13%	1.48%	1.34%	1.26%	1.69%	1.02%	0.27%	0.76%	1.25%	0.99%	0.68%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6821	166	85	79	132	96	237	628	138	308	275	321	322	298	361	315	313	297	345	274	323	451	172	218	266	330	71					
		49.60%	56.66%	58.22%	66.95%	65.67%	59.26%	44.97%	63.69%	69.70%	48.28%	42.24%	44.46%	47.21%	42.94%	44.13%	44.30%	44.02%	48.93%	46.18%	49.28%	54.47%	51.02%	45.87%	54.91%	55.42%	46.61%	47.97%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	169	1	0	0	1	2	6	7	1	8	16	12	10	6	21	11	12	7	5	5	5	16	3	7	2	4	1					
		1.23%	0.34%	0.00%	0.00%	0.50%	1.23%	1.14%	0.71%	0.51%	1.25%	2.46%	1.66%	1.47%	0.86%	2.57%	1.55%	1.69%	1.15%	0.67%	0.90%	0.84%	1.81%	0.80%	1.76%	0.42%	0.56%	0.68%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
