Выборы Президента Российской Федерации																																																										
Дата голосования: 18.03.2018																																																										
																																																										
Наименование Избирательной комиссии:    Тихвинская																																																										
																																																										
Сводная таблица итогов голосования																																																										
																																																										
	Число участковых избирательных комиссий	47																																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	47																																																								
																																																										
		Сумма	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №974	УИК №975	УИК №976	УИК №977	УИК №984									
1	"Число избирателей, включенных в список избирателей"	57968	278	2312	2376	2069	2152	2233	2021	1959	1864	1389	609	2006	2021	2056	2070	1972	2095	1956	1973	1970	1315	812	2173	2519	637	694	733	688	705	239	380	573	1192	541	98	385	599	392	965	906	214	483	406	138	122	178	2500									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	51827	250	2000	2200	1800	1800	1800	1800	1700	1600	1200	600	1700	1700	1700	1800	1600	1800	1800	1700	1800	1100	800	1800	2200	600	600	700	600	700	250	450	600	1200	550	100	400	550	350	1000	900	200	500	385	140	122	180	2500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	37837	162	1414	1660	1281	1371	1449	1390	1309	1271	868	368	1229	1384	1313	1341	1303	1475	1392	1430	1345	889	394	1218	2080	361	333	393	378	474	100	127	377	617	296	30	200	361	192	483	447	34	197	288	138	116	178	2381									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3006	10	43	39	68	67	56	83	123	49	30	27	90	158	57	59	53	61	27	28	36	23	42	50	54	30	18	32	30	104	105	180	19	235	89	43	100	58	65	150	116	97	99	97	0	6	0	0									
6	Число погашенных избирательных бюллетеней	10984	78	543	501	451	362	295	327	268	280	302	205	381	158	330	400	244	264	381	242	419	188	364	532	66	209	249	275	192	122	45	143	204	348	165	27	100	131	93	367	337	69	204	0	2	0	2	119									
