Выборы Президента Российской Федерации																																																											
Дата голосования: 04.03.2012																																																											
																																																											
Наименование Избирательной комиссии:    Тихвинская																																																											
																																																											
Сводная таблица итогов голосования																																																											
																																																											
	Число участковых избирательных комиссий	48																																																									
	Число участковых избирательных комиссий, приступивших к передаче сведений	48																																																									
																																																											
		Сумма	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №965	УИК №976									
1	Число избирателей, включенных в список избирателей	57658	2263	2159	1974	2168	2050	1914	2462	2420	2260	2233	2138	2220	2145	2083	2404	2188	1711	1582	2000	1770	868	666	943	773	932	647	666	295	599	233	435	472	1207	553	71	447	619	339	997	1023	192	518	320	125	110	139	559	766									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	52425	2000	1900	1800	2000	1900	1700	2200	2100	2000	2000	1900	2000	1900	1800	2100	1900	1500	1400	1800	1500	740	500	800	700	800	650	650	300	630	230	440	480	1200	560	70	450	620	350	1020	1060	210	540	330	125	110	140	560	760									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	34981	1449	1409	1289	1445	1434	1288	1735	1584	1267	1562	1328	1413	1415	1304	1532	1293	1079	1099	1289	933	453	369	418	439	511	401	358	145	437	24	232	264	518	301	25	179	336	144	455	477	28	235	205	125	110	120	219	306									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	4277	252	30	92	66	133	48	159	104	65	73	43	53	96	29	41	43	36	36	30	70	72	22	70	69	45	38	38	35	80	177	135	118	150	89	41	144	88	112	157	128	103	113	100	0	0	17	236	401									
6	Число погашенных избирательных бюллетеней	13167	299	461	419	489	333	364	306	412	668	365	529	534	389	467	527	564	385	265	481	497	215	109	312	192	244	211	254	120	113	29	73	98	532	170	4	127	196	94	408	455	79	192	25	0	0	3	105	53									
7	Число избирательных бюллетеней в переносных ящиках для голосования	4277	252	30	92	66	133	48	159	104	65	73	43	53	96	29	41	43	36	36	30	70	72	22	70	69	45	38	38	35	80	177	135	118	150	89	41	144	88	112	157	128	103	113	100	0	0	17	236	401									
8	Число бюллетеней в стационарных ящиках для голосования	34977	1449	1409	1288	1445	1434	1286	1735	1584	1267	1562	1328	1412	1415	1304	1532	1293	1079	1099	1289	933	453	369	418	439	511	401	358	145	437	24	232	264	518	301	25	179	336	144	455	477	28	235	205	125	110	120	219	306									
9	Число недействительных избирательных бюллетеней	301	15	11	10	11	7	6	6	12	12	14	11	9	13	15	6	16	9	17	5	5	6	3	1	5	3	4	6	2	3	0	2	2	5	2	0	3	5	3	9	7	0	2	1	2	2	1	4	8									
10	Число действительных избирательных бюллетеней	38953	1686	1428	1370	1500	1560	1328	1888	1676	1320	1621	1360	1456	1498	1318	1567	1320	1106	1118	1314	998	519	388	487	503	553	435	390	178	514	201	365	380	663	388	66	320	419	253	603	598	131	346	304	123	108	136	451	699									
11	Число полученных открепительных  удостоверений	1200	50	28	25	35	30	28	39	40	44	54	30	41	30	30	43	37	37	35	25	26	18	10	10	10	10	30	15	16	47	15	12	27	20	21	12	26	20	18	55	48	23	30	0	0	0	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1199	50	28	25	35	30	28	39	40	44	54	29	41	30	30	43	37	37	35	25	26	18	10	10	10	10	30	15	16	47	15	12	27	20	21	12	26	20	18	55	48	23	30	0	0	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	882	36	27	24	32	50	23	29	36	12	34	60	20	24	38	17	32	27	24	20	21	21	14	18	25	10	2	9	6	14	19	10	4	8	4	5	13	15	7	14	11	1	5	14	25	8	0	8	6									
14	Число неиспользованных открепительных удостоверений	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	420	25	15	17	20	19	20	13	24	17	16	22	11	8	17	18	13	8	9	16	16	1	3	9	3	7	2	11	3	6	6	1	3	5	3	4	8	3	4	3	7	3	1	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																											
19	Жириновский Владимир Вольфович	2726	15	107	96	100	88	98	35	115	90	115	95	95	98	108	110	120	80	80	126	109	45	32	43	29	53	32	41	6	29	8	17	28	45	48	2	20	43	18	44	61	14	37	25	13	18	25	34	36									
		6.94%	0.88%	7.44%	6.96%	6.62%	5.62%	7.35%	1.85%	6.81%	6.76%	7.03%	6.93%	6.48%	6.49%	8.10%	6.99%	8.98%	7.17%	7.05%	9.55%	10.87%	8.57%	8.18%	8.81%	5.71%	9.53%	7.29%	10.35%	3.33%	5.61%	3.98%	4.63%	7.33%	6.74%	12.31%	3.03%	6.19%	10.14%	7.03%	7.19%	10.08%	10.69%	10.63%	8.20%	10.40%	16.36%	18.25%	7.47%	5.09%									
20	Зюганов Геннадий Андреевич	6145	263	233	229	261	236	213	317	286	217	256	237	267	261	234	304	231	185	174	236	150	58	57	66	80	106	39	47	15	91	16	27	35	81	47	6	39	50	20	139	119	22	49	40	3	6	8	38	51									
		15.65%	15.46%	16.19%	16.59%	17.27%	15.06%	15.97%	16.74%	16.94%	16.29%	15.66%	17.29%	18.23%	17.27%	17.55%	19.33%	17.29%	16.59%	15.33%	17.89%	14.96%	11.05%	14.58%	13.52%	15.75%	19.06%	8.88%	11.87%	8.33%	17.60%	7.96%	7.36%	9.16%	12.13%	12.05%	9.09%	12.07%	11.79%	7.81%	22.71%	19.67%	16.79%	14.08%	13.11%	2.40%	5.45%	5.84%	8.35%	7.21%									
21	Миронов Сергей Михайлович	2542	14	114	85	117	110	83	24	139	94	105	116	110	119	96	120	116	107	80	109	63	30	34	41	34	30	26	28	16	26	10	14	18	33	20	3	17	34	21	44	41	6	22	14	2	7	3	31	16									
		6.48%	0.82%	7.92%	6.16%	7.74%	7.02%	6.22%	1.27%	8.23%	7.06%	6.42%	8.46%	7.51%	7.88%	7.20%	7.63%	8.68%	9.60%	7.05%	8.26%	6.28%	5.71%	8.70%	8.40%	6.69%	5.40%	5.92%	7.07%	8.89%	5.03%	4.98%	3.81%	4.71%	4.94%	5.13%	4.55%	5.26%	8.02%	8.20%	7.19%	6.78%	4.58%	6.32%	4.59%	1.60%	6.36%	2.19%	6.81%	2.26%									
22	Прохоров Михаил Дмитриевич	2576	15	114	90	88	117	88	25	146	121	112	122	110	107	91	120	93	103	90	108	81	54	35	43	39	46	20	28	6	18	10	19	20	43	15	2	9	28	10	35	28	4	8	19	18	5	9	17	47									
		6.56%	0.88%	7.92%	6.52%	5.82%	7.47%	6.60%	1.32%	8.65%	9.08%	6.85%	8.90%	7.51%	7.08%	6.83%	7.63%	6.96%	9.24%	7.93%	8.19%	8.08%	10.29%	8.95%	8.81%	7.68%	8.27%	4.56%	7.07%	3.33%	3.48%	4.98%	5.18%	5.24%	6.44%	3.85%	3.03%	2.79%	6.60%	3.91%	5.72%	4.63%	3.05%	2.30%	6.23%	14.40%	4.55%	6.57%	3.74%	6.65%									
23	Путин Владимир Владимирович	24964	1379	860	870	934	1009	846	1487	990	798	1033	790	874	913	789	913	760	631	694	735	595	332	230	294	321	318	318	246	135	350	157	288	279	461	258	53	235	264	184	341	349	85	230	206	87	72	91	331	549									
		63.60%	81.07%	59.76%	63.04%	61.81%	64.39%	63.42%	78.51%	58.65%	59.91%	63.18%	57.62%	59.66%	60.42%	59.19%	58.04%	56.89%	56.59%	61.15%	55.72%	59.32%	63.24%	58.82%	60.25%	63.19%	57.19%	72.44%	62.12%	75.00%	67.70%	78.11%	78.47%	73.04%	69.01%	66.15%	80.30%	72.76%	62.26%	71.88%	55.72%	57.69%	64.89%	66.09%	67.54%	69.60%	65.45%	66.42%	72.75%	77.65%									
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
