Выборы Президента Российской Федерации																																																											
																																																											
Наименование Избирательной комиссии:    Тихвинская																																																											
																																																											
Итоги голосования 																																																											
																																																											
		Сумма	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912					
1	"Число избирателей, внесенных в список"	65355	1562	1866	1682	1544	2356	2357	1663	1576	2249	2144	2411	2062	1845	2014	1775	1912	1685	1823	1989	2013	1941	2281	2375	2011	2221	914	1051	1457	825	266	226	49	115	801	335	1202	281	642	461	698	1226	633	105	329	166	588	457	1077	1169	288	529	108					
2	Число полученных избирательных бюллетеней	65660	1560	1870	1700	1570	2380	2370	1670	1570	2270	2180	2420	2080	1870	2030	1800	1930	1710	1840	2000	2040	1960	2280	2400	2030	2240	900	1040	1430	810	280	227	54	120	780	330	1210	280	620	480	700	1230	620	99	340	160	590	450	1070	1160	280	530	100					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	34813	865	1061	988	912	1291	1188	881	749	1273	1177	1313	1112	998	1096	1034	1005	977	949	1073	1144	1024	1127	1359	1099	1273	406	525	682	344	264	226	30	115	442	69	500	156	344	178	391	569	280	48	190	91	328	180	508	542	90	296	51					
5	"Число избирательных бюллетеней, выданных вне помещения"	2476	26	14	17	30	25	11	14	13	12	29	22	24	17	24	12	24	11	11	23	11	17	17	12	10	5	18	13	51	33	0	0	19	0	112	151	270	10	12	111	24	188	119	33	50	57	78	151	170	172	107	83	13					
6	Число погашенных избирательных бюллетеней	28371	669	795	695	628	1064	1171	775	808	985	974	1085	944	855	910	754	901	722	880	904	885	919	1136	1029	921	962	476	502	697	433	16	1	5	5	226	110	440	114	264	191	285	473	221	18	100	12	184	119	392	446	83	151	36					
7	Число избирательных бюллетеней в переносных ящиках	2475	26	14	17	30	25	11	14	13	12	29	22	24	17	24	12	24	11	11	23	11	17	17	12	10	5	18	13	51	33	0	0	19	0	112	151	270	10	12	110	24	188	119	33	50	57	78	151	170	172	107	83	13					
8	Число бюллетеней в стационарных ящиках для голосования	34807	865	1061	988	911	1291	1188	881	749	1272	1177	1313	1110	998	1096	1034	1005	977	949	1073	1144	1023	1127	1359	1099	1273	406	525	682	344	264	226	30	115	442	69	500	156	344	177	391	569	280	48	190	91	328	180	508	542	90	296	51					
9	Число недействительных избирательных бюллетеней	184	2	5	3	5	3	7	5	4	5	2	1	4	6	3	3	3	3	5	2	9	3	3	13	3	9	9	2	6	2	2	5	0	0	1	0	4	2	2	4	5	3	3	0	3	4	2	0	8	3	0	3	0					
10	Число действительных избирательных бюллетеней	37098	889	1070	1002	936	1313	1192	890	758	1279	1204	1334	1130	1009	1117	1043	1026	985	955	1094	1146	1037	1141	1358	1106	1269	415	536	727	375	262	221	49	115	553	220	766	164	354	283	410	754	396	81	237	144	404	331	670	711	197	376	64					
11	Число полученных открепительных  удостоверений	695	10	15	15	15	35	20	15	25	20	15	20	15	15	20	15	15	15	15	15	25	25	15	35	15	15	10	10	10	10	0	0	0	0	10	5	30	10	15	5	10	10	15	5	10	5	15	5	15	10	5	10	5					
12	Число выданных открепительных удостоверений	451	9	12	12	15	25	17	10	15	15	15	12	12	11	18	9	13	10	8	9	16	15	11	24	9	13	7	1	4	2	0	0	0	0	2	0	23	8	8	0	7	4	10	3	6	2	9	4	9	4	1	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	404	8	7	0	4	13	9	11	11	4	4	10	4	2	7	8	4	2	5	5	10	6	11	15	4	11	5	1	6	8	9	76	3	24	10	4	12	1	4	6	3	9	5	3	5	5	7	8	1	7	4	2	1					
14	Число неиспользованных открепительных удостоверений	244	1	3	3	0	10	3	5	10	5	0	8	3	4	2	6	2	5	7	6	9	10	4	11	6	2	3	9	6	8	0	0	0	0	8	5	7	2	7	5	3	6	5	2	4	3	6	1	6	6	4	8	5					
15	"Число открепительных удостоверений, выданных в ТИК"	123	4	0	1	1	1	3	2	3	4	3	1	5	7	4	3	7	3	1	6	4	6	4	6	3	5	2	4	1	3	0	0	0	0	1	3	4	0	1	4	1	3	3	0	0	0	0	1	0	3	1	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
