Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Николаевская 																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202					
1	"Число избирателей, внесенных в списки"	25190	2483	2508	2400	2624	2578	145	1008	1365	971	123	923	338	1113	628	602	1067	1185	185	1060	863	246	775					
2	"Число бюллетеней, полученных участковыми комиссиями"	24894	2389	2444	2337	2547	2509	253	1018	1402	938	111	929	338	1111	610	613	1071	1149	188	1059	873	236	769					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12271	1153	1200	1172	1338	1231	76	375	663	568	65	383	129	639	341	247	455	486	104	618	461	129	438					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	613	25	28	27	39	32	69	87	47	9	0	20	0	15	8	6	80	60	8	15	21	3	14					
6	Число погашенных бюллетеней	12010	1211	1216	1138	1170	1246	108	556	692	361	46	526	209	457	261	360	536	603	76	426	391	104	317					
7	Число бюллетеней в переносных ящиках для голосования	613	25	28	27	39	32	69	87	47	9	0	20	0	15	8	6	80	60	8	15	21	3	14					
8	Число бюллетеней в стационарных ящиках для голосования	12258	1153	1200	1170	1336	1222	76	375	663	568	65	383	129	639	341	247	455	486	104	618	461	129	438					
9	Число недействительных бюллетеней	457	24	29	13	24	15	9	26	47	49	0	18	2	29	16	20	29	20	8	20	25	8	26					
10	Число действительных бюллетеней	12414	1154	1199	1184	1351	1239	136	436	663	528	65	385	127	625	333	233	506	526	104	613	457	124	426					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	395	40	40	40	40	35	5	15	15	15	5	15	15	15	10	10	15	15	5	15	10	5	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	99	7	13	11	9	15	0	7	2	2	0	4	2	5	0	1	1	1	0	10	7	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	40	2	2	5	2	2	1	2	4	1	1	3	1	2	2	1	3	1	1	1	1	2	0					
14	Число погашенных открепительных удостоверений	296	33	27	29	31	20	5	8	13	13	5	11	13	10	10	9	14	14	5	5	3	5	13					
15	Число открепительных удостоверений выданных ТИК	5	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	"1. ""ЕДИНЕНИЕ"""	287	13	23	21	30	41	14	10	15	10	4	8	3	11	8	14	19	10	0	17	8	3	5					
		2.22%	1.10%	1.87%	1.75%	2.18%	3.26%	9.65%	2.16%	2.11%	1.73%	6.15%	1.98%	2.32%	1.68%	2.29%	5.53%	3.55%	1.83%	0.0%	2.68%	1.65%	2.27%	1.10%					
