Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Партизанская городская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788					
1	"Число избирателей, внесенных в списки"	44233	932	1479	1136	708	812	960	1124	1139	1894	1324	1115	939	1710	1300	864	1760	1607	1624	539	716	2145	1357	917	1326	1945	352	337	1477	1306	788	901	109	2644	803	2555	178	105	205	707	121	273					
2	"Число бюллетеней, полученных участковыми комиссиями"	43637	927	1449	1092	708	803	946	1097	1127	1863	1309	1095	912	1690	1293	887	1727	1563	1582	523	730	2129	1339	898	1296	1899	351	337	1446	1278	783	886	114	2632	797	2532	183	97	224	721	111	261					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	18000	336	799	511	296	336	313	386	509	815	564	508	344	517	440	357	781	694	782	175	188	674	531	349	483	831	94	170	577	542	278	384	56	1283	333	1038	111	66	127	234	78	110					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1241	16	34	107	33	11	39	31	19	52	26	35	44	60	3	42	20	63	23	44	15	20	37	12	26	8	13	30	26	28	24	42	0	56	54	61	7	18	14	22	4	22					
6	Число погашенных бюллетеней	24396	575	616	474	379	456	594	680	599	996	719	552	524	1113	850	488	926	806	777	304	527	1435	771	537	787	1060	244	137	843	708	481	460	58	1293	410	1433	65	13	83	465	29	129					
7	Число бюллетеней в переносных ящиках для голосования	1241	16	34	107	33	11	39	31	19	52	26	35	44	60	3	42	20	63	23	44	15	20	37	12	26	8	13	30	26	28	24	42	0	56	54	61	7	18	14	22	4	22					
8	Число бюллетеней в стационарных ящиках для голосования	17949	335	799	509	296	336	313	386	509	815	564	508	344	517	440	357	781	694	782	191	188	674	531	349	483	829	94	170	576	542	278	384	56	1283	333	977	111	66	127	234	78	110					
9	Число недействительных бюллетеней	337	7	19	16	13	1	6	5	12	10	6	4	3	2	1	10	5	7	12	1	4	6	8	13	12	8	0	5	25	14	2	9	4	38	2	19	5	3	8	11	0	1					
10	Число действительных бюллетеней	18853	344	814	600	316	346	346	412	516	857	584	539	385	575	442	389	796	750	793	234	199	688	560	348	497	829	107	195	577	556	300	417	52	1301	385	1019	113	81	133	245	82	131					
