Выборы Президента Российской Федерации																														
																														
Наименование Избирательной комиссии:    Кавказская																														
																														
Итоги голосования 																														
																														
		Сумма	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523					
1	"Число избирателей, внесенных в список"	34054	2741	2592	2217	2049	2339	205	391	1670	503	2533	1755	704	1063	248	182	181	280	376	2055	2750	2649	2830	1741					
2	Число полученных избирательных бюллетеней	34101	2820	2650	2070	2050	2340	203	390	1670	500	2520	1720	690	1080	238	182	180	268	370	2240	2760	2650	2880	1630					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	23170	1955	1619	1287	1213	1487	158	282	1170	335	1859	1293	534	827	204	160	155	240	276	1307	1870	1607	2070	1262					
5	"Число избирательных бюллетеней, выданных вне помещения"	1136	83	55	107	40	75	0	0	23	19	49	118	2	39	0	5	0	0	0	270	83	75	10	83					
6	Число погашенных избирательных бюллетеней	9795	782	976	676	797	778	45	108	477	146	612	309	154	214	34	17	25	28	94	663	807	968	800	285					
7	Число избирательных бюллетеней в переносных ящиках	1136	83	55	107	40	75	0	0	23	19	49	118	2	39	0	5	0	0	0	270	83	75	10	83					
8	Число бюллетеней в стационарных ящиках для голосования	23170	1955	1619	1287	1213	1487	158	282	1170	335	1859	1293	534	827	204	160	155	240	276	1307	1870	1607	2070	1262					
9	Число недействительных избирательных бюллетеней	184	23	10	14	11	4	0	3	8	5	21	7	6	11	1	1	1	2	5	10	16	15	0	10					
10	Число действительных избирательных бюллетеней	24122	2015	1664	1380	1242	1558	158	279	1185	349	1887	1404	530	855	203	164	154	238	271	1567	1937	1667	2080	1335					
11	Число полученных открепительных  удостоверений	470	30	30	30	30	30	10	10	20	10	30	20	10	10	10	10	10	10	10	20	30	30	30	40					
12	Число выданных открепительных удостоверений	89	5	7	3	7	9	0	0	3	0	4	3	2	3	0	2	0	0	0	7	3	7	0	24					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	65	0	2	14	6	2	0	0	3	1	1	4	1	3	1	2	1	1	1	3	6	5	4	4					
14	Число неиспользованных открепительных удостоверений	381	25	23	27	23	21	10	10	17	10	26	17	8	7	10	8	10	10	10	13	27	23	30	16					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
