Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Михайловская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119					
1	"Число избирателей, внесенных в списки"	18336	679	2245	1955	1780	1669	2025	1864	1994	851	438	477	979	1111	269					
2	"Число бюллетеней, полученных участковыми комиссиями"	18671	625	2100	1850	1750	1641	2010	1800	1970	1688	428	477	975	1090	267					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10783	374	1377	1029	1055	968	1093	966	1267	533	316	337	607	681	180					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	505	17	68	113	33	34	42	51	16	22	30	14	39	21	5					
6	Число погашенных бюллетеней	7383	234	655	708	662	639	875	783	687	1133	82	126	329	388	82					
7	Число бюллетеней в переносных ящиках для голосования	505	17	68	113	33	34	42	51	16	22	30	14	39	21	5					
8	Число бюллетеней в стационарных ящиках для голосования	10782	374	1377	1029	1055	968	1093	965	1267	533	316	337	607	681	180					
9	Число недействительных бюллетеней	92	3	16	8	4	13	5	8	4	13	2	3	5	6	2					
10	Число действительных бюллетеней	11195	388	1429	1134	1084	989	1130	1008	1279	542	344	348	641	696	183					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	6	24	20	20	18	22	20	22	10	6	6	10	12	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	33	1	9	2	4	4	2	4	1	1	0	1	2	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	24	1	1	4	3	2	4	3	2	1	1	0	0	0	2					
14	Число погашенных открепительных удостоверений	167	5	15	18	16	14	20	16	21	9	6	5	8	12	2					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
